RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
13.29632,-26.56638,0.0,16.204,0.015,14.000000000000002,0.023,16.36,0.015,16.484,0.018,16.369,0.017,16.264,0.014,15.431000000000001,0.014,14.585,0.008,14.129000000000001,0.01,15.675999999999998,0.01,14.262,0.013,14.774999999999999,0.011,4.14804,0.030701,-5.755567,0.033417,15.043245,15.510205,14.407138,0.101703,0.034212,352.150958
13.29669,-26.56522,0.0,17.738999999999997,0.049,16.148000000000003,0.018,18.064,0.057,18.298000000000002,0.082,18.275,0.058,18.25,0.05,17.462,0.025,16.7,0.015,16.296,0.019,17.668,0.019,16.445,0.015,16.887999999999998,0.017,4.280914,0.081225,-5.601298,0.091498,17.216356,17.598701,16.650385,0.003099,0.092956,354.147289
13.1569,-26.56557,1.0,17.262999999999998,0.03,15.644,0.024,17.492,0.033,17.683,0.042,17.737,0.031,17.668,0.026,16.942,0.015,16.172,0.008,15.753,0.019,17.136,0.011,15.902000000000001,0.016,16.343,0.014,4.095249,0.05678,-5.62028,0.063746,16.599163,17.018234,16.040237,0.148332,0.061558,118.639029
13.11921,-26.56478,0.0,17.706000000000003,0.045,16.081000000000003,0.025,17.977999999999998,0.042,17.954,0.057,18.107,0.045,18.022,0.039,17.358,0.018,16.616,0.008,16.227,0.019,17.563,0.014,16.348,0.014,16.778,0.015,3.979087,0.069503,-5.757612,0.072399,17.05003,17.458017,16.492899,0.063487,0.075967,232.009106
13.06818,-26.56186,0.0,16.238999999999997,0.014,14.149,0.023,16.468,0.016,16.549,0.018,16.523999999999997,0.017,16.379,0.012,15.579,0.009,14.732,0.004,14.285999999999998,0.011,15.799,0.008,14.405000000000001,0.012,14.902000000000001,0.01,4.201256,0.031177,-5.726093,0.029908,15.182278,15.642558,14.553036,0.041989,0.031117,394.375382
13.15021,-26.56407,1.0,16.680999999999997,0.016,14.796999999999999,0.019,16.877,0.02,17.121000000000002,0.032,17.055999999999997,0.022,16.981,0.014,16.168,0.013,15.381,0.006,14.963000000000001,0.013,16.396,0.009,15.056000000000001,0.014,15.55,0.012,4.188716,0.038379,-5.680416,0.042529,15.830187,16.268679,15.220111,0.081251,0.040851,140.064776
13.27042,-26.56161,1.0,16.722,0.023,15.072000000000001,0.021,16.922,0.026,17.150000000000002,0.038,17.157,0.019,17.055,0.017,16.372,0.017,15.626999999999999,0.009,15.236999999999998,0.013,16.592,0.016,15.304000000000002,0.02,15.812000000000001,0.017,4.133629,0.085198,-5.917316,0.094008,16.15406,16.464571,15.494971,0.233069,0.094216,274.328479
13.16516,-26.56203,1.0,16.887999999999998,0.032,15.173,0.025,17.08,0.029,17.27,0.042,17.241999999999997,0.026,17.168,0.026,16.506,0.018,15.729,0.011,15.338999999999999,0.019,16.695,0.018,15.421,0.025,15.904,0.025,3.954674,0.047791,-5.83302,0.052085,16.240028,16.598698,15.620696,0.067292,0.0513,105.280049
13.18097,-26.56241,1.0,15.889999999999999,0.016,13.792,0.024,16.06,0.018,16.262,0.019,16.169,0.017,16.092,0.014,15.268999999999998,0.011,14.399999999999999,0.007,13.954,0.015,15.486999999999998,0.014,14.07,0.018,14.582,0.015,4.264435,0.03049,-5.682455,0.033954,14.917059,15.330568,14.225067,0.083823,0.032076,76.732245
13.12859,-26.55972,0.0,17.500999999999998,0.04,15.859,0.02,17.698,0.035,17.867,0.048,17.9,0.032,17.792,0.032,17.163999999999998,0.018,16.396,0.009,15.995000000000001,0.016,17.342,0.011,16.113,0.015,16.559,0.012,4.271059,0.061873,-5.597799,0.065285,16.829866,17.231392,16.269447,0.121079,0.070304,209.589232
13.17166,-26.55891,0.0,16.762,0.016,14.284,0.113,16.973,0.023,17.202,0.04,17.204,0.017,17.093,0.021,16.245,0.028,15.140999999999998,0.048,14.524000000000001,0.082,16.439999999999998,0.032,14.91,0.06,15.486999999999998,0.062,3.992674,0.047396,-5.704974,0.050744,16.086853,16.447556,15.410582,0.094295,0.048486,101.002133
13.09378,-26.55672,0.0,17.601,0.041,16.024,0.023,17.868,0.04,18.108,0.078,18.063,0.039,17.941,0.026,17.307,0.016,16.576999999999998,0.009,16.185,0.022,17.543,0.012,16.275000000000002,0.015,16.74,0.012,4.240007,0.069441,-5.702923,0.070788,17.007732,17.408014,16.432981,0.191921,0.071929,318.702111
13.15821,-26.55693,0.0,17.581000000000003,0.041,15.903,0.024,17.895,0.049,17.871000000000002,0.05,17.923,0.035,17.886,0.032,17.195,0.017,16.43,0.009,16.047,0.017,17.368,0.01,16.152,0.014,16.59,0.014,4.212204,0.06673,-5.437461,0.073006,16.895372,17.273766,16.31041,0.091016,0.07122,134.193162
13.26732,-26.55657,1.0,17.42,0.035,15.812,0.027,17.615,0.028,18.025000000000002,0.052,17.872999999999998,0.041,17.755,0.035,17.101,0.015,16.369,0.01,15.974999999999998,0.02,17.306,0.014,16.080000000000002,0.02,16.538999999999998,0.014,4.255099,0.068493,-5.591099,0.076606,16.816006,17.204582,16.224361,0.094246,0.076081,270.583287
13.21517,-26.55394,1.0,17.766,0.051,16.655,0.061,18.144,0.067,18.357,0.078,18.45,0.071,18.384,0.067,17.837,0.046,17.156,0.029,16.883,0.033,17.959,0.049,16.903000000000002,0.058,17.301,0.051,4.165367,0.134142,-5.270614,0.174564,17.792711,17.983551,17.123888,-0.556939,0.144587,134.104307
13.13827,-26.5541,0.0,17.655,0.042,16.073,0.028,17.94,0.034,18.093,0.061,18.105999999999998,0.038,17.985,0.037,17.337,0.021,16.584,0.009,16.197,0.02,17.551,0.014,16.309,0.013,16.733999999999998,0.019,4.173957,0.068109,-5.725307,0.069915,17.024982,17.419441,16.46677,0.151978,0.073382,191.401658
13.2067,-26.55425,0.0,17.292,0.038,15.786,0.027,17.589,0.03,17.695,0.052,17.772,0.031,17.726,0.033,17.114,0.02,16.354,0.009,15.953,0.02,17.27,0.016,16.058,0.019,16.483,0.017,3.67415,0.168373,-6.359738,0.194253,16.850813,17.158373,16.21179,0.890166,0.180708,117.652726
13.1248,-26.55055,0.0,18.165,0.067,16.642000000000003,0.024,18.37,0.067,18.501,0.084,18.573999999999998,0.066,18.544,0.059,17.855,0.024,17.15,0.012,16.75,0.025,18.07,0.021,16.876,0.023,17.294,0.015,4.009641,0.098761,-5.637344,0.104856,17.587133,17.982908,17.050688,0.14182,0.109893,235.162282
13.23553,-26.54818,0.0,18.414,0.089,16.834000000000003,0.034,18.783,0.097,18.778000000000002,0.151,18.848,0.069,18.653,0.061,18.105999999999998,0.03,17.337,0.017,16.945,0.025,18.253,0.018,17.066,0.018,17.482,0.018,4.172964,0.108641,-5.790316,0.120857,17.766832,18.133251,17.23202,0.103902,0.119857,195.824645
13.22516,-26.54063,1.0,17.848,0.059,16.476999999999997,0.029,18.084,0.059,18.451,0.091,18.348,0.045,18.276,0.058,17.698999999999998,0.032,16.973,0.014,16.601,0.024,17.854,0.028,16.688000000000002,0.028,17.123,0.024,4.091183,0.087357,-5.713743,0.095113,17.428452,17.761753,16.861507,0.171478,0.092146,191.611143
13.16308,-26.54611,0.0,18.067999999999998,0.057,16.848999999999997,0.038,18.383,0.073,18.6,0.099,18.913,0.083,18.532,0.057,18.166999999999998,0.041,17.291,0.026,16.913999999999998,0.04,18.162,0.044,17.099,0.041,17.458,0.043,4.246141,0.110148,-5.688449,0.117336,17.829546,18.149893,17.25596,-0.008557,0.125744,154.825338
13.04721,-26.54316,0.0,17.772,0.047,16.25,0.027,18.119,0.052,18.165,0.063,18.319,0.049,18.145,0.043,17.529,0.02,16.788999999999998,0.011,16.358999999999998,0.019,17.737,0.013,16.499000000000002,0.017,16.951,0.015,4.12778,0.078211,-5.811614,0.078208,17.215546,17.615505,16.663506,0.068175,0.081013,476.488771
13.09188,-26.54198,0.0,16.848,0.017,15.025,0.026,17.043,0.022,17.245,0.027,17.191,0.021,17.019000000000002,0.019,16.4,0.011,15.588000000000001,0.006,15.166,0.011,16.588,0.008,15.285,0.013,15.758,0.012,4.152339,0.044171,-5.716741,0.043473,16.03132,16.447958,15.439056,0.065488,0.044063,343.585645
13.17233,-26.5374,1.0,16.045,0.01,13.772,0.023,16.189,0.017,16.386,0.016,16.229,0.011,16.136,0.013,15.274000000000001,0.008,14.384999999999998,0.006,13.922,0.012,15.506,0.012,14.045000000000002,0.015,14.575,0.013,4.108692,0.026035,-5.727581,0.028024,14.842092,15.327927,14.192181,0.127359,0.027421,170.810076
13.17983,-26.53638,1.0,17.451,0.034,15.790000000000001,0.022,17.618,0.029,17.923000000000002,0.06,17.878,0.034,17.836,0.026,17.119,0.013,16.313,0.009,15.945,0.019,17.279,0.011,16.033,0.014,16.479,0.014,4.148172,0.06371,-5.660211,0.071007,16.758385,17.1718,16.188292,0.093407,0.067814,168.686893
13.08422,-26.53597,1.0,17.647,0.041,16.040999999999997,0.029,17.823,0.052,18.056,0.078,18.044,0.043,17.99,0.037,17.335,0.017,16.58,0.009,16.176,0.015,17.541,0.013,16.291,0.015,16.73,0.012,3.995659,0.077176,-5.663027,0.075809,17.008959,17.407875,16.449545,0.123775,0.074897,375.150751
13.15468,-26.5344,0.0,17.994,0.065,16.537999999999997,0.029,18.230999999999998,0.052,18.497,0.093,18.404999999999998,0.04,18.29,0.053,17.852999999999998,0.023,17.093,0.012,16.678,0.022,17.997,0.017,16.796,0.021,17.226,0.02,4.181832,0.093284,-5.712872,0.101448,17.53213,17.886702,16.960348,-0.137289,0.105548,204.557232
13.12894,-26.53409,0.0,17.924,0.049,16.354,0.025,18.133,0.049,18.301000000000002,0.076,18.395,0.059,18.241,0.042,17.59,0.02,16.87,0.013,16.456,0.023,17.788999999999998,0.02,16.592000000000002,0.015,17.034,0.011,4.155323,0.082668,-5.608653,0.08212,17.30334,17.701708,16.75326,0.202346,0.082961,259.308716
13.19212,-26.53408,0.0,17.503999999999998,0.039,15.868,0.028,17.715,0.041,17.936,0.052,17.852,0.032,17.784,0.028,17.149,0.018,16.401,0.009,15.986,0.014,17.341,0.013,16.11,0.018,16.570999999999998,0.012,4.159153,0.064515,-5.610431,0.071916,16.836666,17.219543,16.274958,0.037554,0.06803,175.024987
13.13218,-26.53245,0.0,16.804000000000002,0.023,14.963,0.027,16.982,0.019,17.13,0.036,17.119,0.02,17.028,0.019,16.293,0.009,15.517,0.005,15.085,0.014,16.525,0.01,15.219000000000001,0.013,15.687999999999999,0.013,4.147002,0.043026,-5.653351,0.041839,15.959954,16.38739,15.365414,0.155182,0.04794,255.844581
13.14691,-26.52989,1.0,17.305,0.033,15.697999999999999,0.024,17.509,0.035,17.747,0.049,17.791,0.03,17.667,0.027,17.026,0.017,16.249,0.009,15.846,0.014,17.23,0.012,15.974,0.013,16.413999999999998,0.013,4.116879,0.05884,-5.833302,0.059263,16.68788,17.091862,16.114647,0.194818,0.061779,232.133953
13.23647,-26.52689,1.0,17.704,0.044,16.1,0.023,17.941,0.047,18.289,0.065,18.269,0.047,18.218,0.051,17.365,0.021,16.622999999999998,0.009,16.247,0.021,17.608,0.012,16.348,0.015,16.801,0.011,4.016835,0.075143,-5.776345,0.080986,17.090435,17.504253,16.50883,0.03324,0.07856,253.331572
13.14986,-26.5287,0.0,16.869,0.023,14.99,0.024,17.03,0.024,17.211000000000002,0.03,17.176,0.021,17.067,0.021,16.384999999999998,0.011,15.573999999999998,0.005,15.158000000000001,0.014,16.575,0.011,15.265,0.016,15.733999999999998,0.017,4.206794,0.041345,-5.626361,0.042303,16.006052,16.431242,15.416406,0.052623,0.044011,230.361631
13.08288,-26.52404,1.0,17.394,0.035,15.748,0.025,17.602999999999998,0.032,17.771,0.051,17.802999999999997,0.037,17.78,0.027,17.056,0.017,16.279999999999998,0.008,15.867,0.014,17.259,0.01,15.995000000000001,0.014,16.454,0.012,4.128963,0.059471,-5.692866,0.060216,16.71623,17.13331,16.144817,0.078262,0.060048,399.987709
13.1544,-26.5226,0.0,16.704,0.026,14.763,0.025,16.957,0.021,17.07,0.028,17.035999999999998,0.021,16.898,0.016,16.142,0.009,15.344999999999999,0.006,14.907,0.015,16.361,0.01,15.028000000000002,0.017,15.501999999999999,0.013,4.161634,0.037695,-5.726502,0.041839,15.770679,16.20953,15.172318,0.168378,0.041292,242.224326
13.21395,-26.52234,0.0,17.582,0.041,16.043999999999997,0.029,17.886,0.054,17.975,0.076,18.064,0.047,17.882,0.04,17.307,0.028,16.552,0.011,16.182,0.022,17.482,0.018,16.277,0.02,16.732,0.014,4.196769,0.071649,-5.782875,0.07617,17.010756,17.3933,16.435642,-0.064145,0.075765,232.192794
13.07863,-26.52147,0.0,17.567,0.042,16.012999999999998,0.026,17.932,0.052,17.92,0.064,17.948999999999998,0.032,17.912,0.04,17.272,0.02,16.522,0.008,16.131999999999998,0.019,17.474,0.011,16.244,0.015,16.692,0.013,3.997631,0.068484,-5.706316,0.06818,16.950062,17.353804,16.396278,0.064312,0.06775,416.579731
13.18915,-26.52118,0.0,18.162,0.071,16.804000000000002,0.035,18.585,0.086,18.765,0.111,18.665,0.07,18.691,0.058,18.123,0.034,17.314,0.015,16.857,0.025,18.256,0.026,17.018,0.022,17.457,0.015,4.105383,0.106627,-5.905923,0.114122,17.747736,18.142363,17.204638,0.113885,0.114163,221.174686
13.2437,-26.51544,0.0,15.981,0.012,13.665000000000001,0.021,16.18,0.014,16.278000000000002,0.019,16.145999999999997,0.011,15.992,0.01,15.166,0.007,14.280999999999999,0.004,13.812999999999999,0.011,15.399000000000001,0.01,13.954,0.013,14.474,0.01,4.143239,0.024922,-5.778463,0.025365,14.739837,15.223838,14.088943,0.06454,0.024881,300.177212
13.23848,-26.51365,0.0,17.822000000000003,0.052,16.256999999999998,0.023,18.058,0.063,18.273,0.082,18.372,0.062,18.176,0.041,17.56,0.027,16.843,0.013,16.435,0.017,17.75,0.015,16.544,0.015,16.987,0.01,4.342415,0.082206,-5.84004,0.086306,17.29206,17.655815,16.707144,0.089157,0.085864,295.955415
13.25278,-26.50613,1.0,16.863,0.019,15.110999999999999,0.023,17.072,0.025,17.296,0.036,17.206999999999997,0.021,17.185,0.022,16.454,0.012,15.666,0.006,15.245999999999999,0.01,16.66,0.011,15.370000000000001,0.013,15.843,0.011,4.084923,0.054752,-5.355974,0.052457,16.116322,16.53046,15.515526,0.157654,0.05288,344.471922
13.11333,-26.49419,1.0,18.203000000000003,0.053,16.728,0.031,18.477999999999998,0.061,18.735,0.088,18.706,0.061,18.666,0.051,18.084,0.034,17.281,0.015,16.909,0.024,18.195999999999998,0.02,17.022000000000002,0.02,17.435,0.019,4.185643,0.114013,-5.523999,0.136295,17.76552,18.115223,17.20434,-0.061591,0.118032,399.747582
13.22559,-26.49508,1.0,17.631,0.045,16.036,0.024,17.842,0.053,18.078,0.061,18.063,0.039,18.021,0.035,17.322,0.022,16.588,0.007,16.178,0.016,17.537,0.011,16.286,0.014,16.743,0.012,4.198942,0.073902,-5.685309,0.094465,17.014343,17.4196,16.448439,0.222583,0.077036,337.109422
13.17456,-26.49407,0.0,16.503,0.015,14.552999999999999,0.026,16.727999999999998,0.017,16.829,0.025,16.799,0.019,16.67,0.013,15.928999999999998,0.009,15.117999999999999,0.004,14.678,0.01,16.156,0.012,14.799,0.016,15.297999999999998,0.013,4.250855,0.039131,-5.634985,0.037721,15.558612,16.001377,14.944178,0.113382,0.037376,321.860972
13.16903,-26.4676,0.0,16.073,0.012,13.845,0.024,16.299,0.016,16.376,0.016,16.281,0.014,16.151,0.01,15.318999999999999,0.008,14.463999999999999,0.004,13.989,0.011,15.558,0.01,14.116,0.015,14.637999999999998,0.01,4.167558,0.027695,-5.794842,0.029128,14.905595,15.380894,14.262393,0.158229,0.02763,418.716631
13.26311,-26.46368,0.0,16.738999999999997,0.015,14.845,0.026,16.898,0.02,17.028000000000002,0.029,16.988999999999997,0.017,16.919,0.016,16.198999999999998,0.013,15.396,0.005,14.966999999999999,0.011,16.4,0.011,15.105,0.014,15.582999999999998,0.011,4.189129,0.039882,-5.777787,0.041382,15.843205,16.275225,15.242611,0.13705,0.039256,490.987606
13.0541,-26.46082,0.0,17.987000000000002,0.069,16.479,0.032,18.268,0.06,18.273,0.092,18.49,0.054,18.326,0.042,17.715,0.022,17.008,0.013,16.592,0.017,17.935,0.017,16.720000000000002,0.017,17.169999999999998,0.011,4.150599,0.09189,-5.691098,0.092393,17.426153,17.818401,16.877686,0.052241,0.091542,615.966352
13.08259,-26.43164,0.0,16.860999999999997,0.022,15.059,0.028,17.094,0.025,17.17,0.035,17.215,0.022,17.121,0.02,16.416,0.012,15.608,0.007,15.18,0.013,16.611,0.009,15.302,0.018,15.77,0.018,4.156881,0.045732,-5.66396,0.043679,16.040195,16.461897,15.447513,0.205222,0.044008,641.560078
13.0996,-26.40644,0.0,17.088,0.029,15.336,0.028,17.242,0.026,17.387,0.035,17.409,0.025,17.336,0.024,16.658,0.013,15.879999999999999,0.006,15.463000000000001,0.014,16.872,0.011,15.594000000000001,0.022,16.04,0.013,4.189322,0.050228,-5.64918,0.050737,16.30509,16.717329,15.719095,0.069306,0.049833,695.804637
13.06454,-26.68444,0.0,16.076999999999998,0.017,13.787,0.022,16.325,0.015,16.327,0.018,16.305,0.014,16.124,0.011,15.271999999999998,0.007,14.389,0.005,13.940000000000001,0.012,15.512,0.012,14.064,0.011,14.588000000000001,0.014,4.137643,0.0274,-5.695193,0.024583,14.862618,15.341757,14.218677,0.097935,0.028114,541.687051
13.20462,-26.66868,0.0,15.943,0.011,13.616000000000001,0.021,16.143,0.014,16.239,0.017,16.122999999999998,0.011,15.968,0.01,15.123999999999999,0.008,14.236,0.005,13.759999999999998,0.011,15.364999999999998,0.007,13.898,0.012,14.427,0.009,4.086256,0.024008,-5.726891,0.027468,14.701394,15.189554,14.047749,0.120388,0.029218,314.173261
13.171,-26.66498,1.0,16.444000000000003,0.016,14.479000000000001,0.02,16.591,0.015,16.857,0.022,16.773999999999997,0.014,16.652,0.015,15.907,0.01,15.073999999999998,0.007,14.622,0.012,16.124,0.01,14.745000000000001,0.013,15.25,0.011,4.211458,0.03323,-5.681715,0.037335,15.51641,15.966253,14.895825,0.085617,0.036869,301.833777
13.17279,-26.65649,0.0,16.225,0.015,14.127,0.02,16.427,0.014,16.603,0.019,16.532,0.015,16.403,0.01,15.596,0.008,14.727,0.006,14.279,0.011,15.818999999999999,0.008,14.394000000000002,0.011,14.918,0.012,4.064322,0.028707,-5.734223,0.031583,15.184718,15.651984,14.546822,0.034766,0.032326,270.682261
13.1549,-26.64919,0.0,17.929000000000002,0.038,16.411,0.023,18.222,0.057,18.361,0.079,18.391,0.048,18.357,0.043,17.695999999999998,0.025,16.935,0.011,16.537,0.022,17.881999999999998,0.014,16.665,0.015,17.119,0.014,4.058415,0.083878,-5.567273,0.091371,17.384106,17.775576,16.826822,0.121313,0.095595,263.001986
13.21631,-26.64566,0.0,17.78,0.043,16.197000000000003,0.024,18.026,0.054,18.148,0.061,18.214,0.042,18.125,0.038,17.467,0.02,16.723,0.01,16.331,0.02,17.652,0.013,16.454,0.013,16.898,0.015,4.015866,0.080733,-5.843714,0.093117,17.167038,17.572445,16.615267,0.231939,0.10159,243.99008
13.17476,-26.63122,0.0,16.656,0.015,14.815,0.023,16.865,0.025,17.043,0.029,17.012999999999998,0.018,16.926,0.021,16.176,0.012,15.36,0.007,14.948999999999998,0.013,16.394,0.009,15.065000000000001,0.012,15.553999999999998,0.011,4.112784,0.038905,-5.711138,0.041302,15.826468,16.2562,15.219351,0.088258,0.04227,180.510529
13.16492,-26.62595,1.0,16.881,0.026,15.229000000000001,0.019,17.08,0.027,17.356,0.037,17.401,0.024,17.274,0.022,16.569,0.013,15.783999999999999,0.008,15.381999999999998,0.011,16.764,0.011,15.48,0.011,15.957,0.009,4.119675,0.048312,-5.664523,0.052712,16.22177,16.635933,15.631405,0.11908,0.052802,173.523446
13.18073,-26.60933,0.0,17.517000000000003,0.036,15.825999999999999,0.023,17.77,0.04,17.827,0.068,17.843,0.034,17.81,0.033,17.072,0.024,16.323999999999998,0.013,15.965,0.014,17.281,0.013,16.052,0.018,16.512999999999998,0.016,4.131347,0.068933,-5.875217,0.07545,16.82726,17.163334,16.217644,0.122838,0.077588,99.42479
13.14587,-26.60843,1.0,16.537999999999997,0.021,14.877,0.027,16.738,0.027,16.977,0.042,16.974999999999998,0.027,16.914,0.028,16.212,0.02,15.425999999999998,0.011,15.024999999999999,0.02,16.407,0.022,15.125,0.029,15.600999999999999,0.026,4.036118,0.040285,-5.742532,0.044089,15.94569,16.302536,15.314064,0.066022,0.044117,165.878478
13.20045,-26.60164,0.0,17.122999999999998,0.04,15.468000000000002,0.017,17.366,0.031,17.599,0.054,17.602999999999998,0.033,17.452,0.033,16.802,0.019,16.006999999999998,0.014,15.607,0.016,16.977,0.011,15.734000000000002,0.016,16.201999999999998,0.01,3.979343,0.057056,-5.815033,0.061413,16.499687,16.874735,15.886542,0.011206,0.058652,78.669144
13.2013,-26.60089,1.0,17.817,0.057,16.292,0.033,17.983,0.066,18.192,0.076,18.238,0.035,18.224,0.042,17.594,0.031,16.802,0.025,16.455,0.033,17.701999999999998,0.038,16.547,0.038,16.983,0.036,4.144854,0.095637,-5.42377,0.114057,17.380468,17.652393,16.735472,-0.194703,0.104299,77.74671
13.14042,-26.60131,1.0,16.959000000000003,0.031,15.33,0.029,17.108,0.034,17.447,0.05,17.363,0.035,17.277,0.033,16.683,0.022,15.886,0.012,15.508,0.025,16.844,0.029,15.596,0.023,16.073999999999998,0.024,4.351257,0.062268,-5.38977,0.068053,16.394787,16.729658,15.762767,0.1013,0.067421,168.487423
13.18236,-26.59183,1.0,17.647999999999996,0.043,16.005000000000003,0.03,17.785,0.042,18.167,0.082,18.16,0.036,18.103,0.049,17.262999999999998,0.028,16.573,0.012,16.158,0.021,17.498,0.022,16.217000000000002,0.022,16.724,0.021,4.075708,0.06598,-5.678158,0.072849,16.958982,17.323544,16.375584,0.081607,0.071856,38.405973
13.23372,-26.58436,0.0,17.808999999999997,0.048,16.174999999999997,0.024,18.03,0.052,18.229,0.069,18.311,0.054,18.079,0.042,17.501,0.018,16.694,0.01,16.305,0.02,17.613,0.015,16.385,0.013,16.849,0.011,4.133666,0.083296,-5.885491,0.090637,17.114363,17.520975,16.566652,-0.006274,0.089986,145.926613
13.16888,-26.57974,1.0,16.61,0.028,14.889000000000001,0.02,16.78,0.024,17.007,0.041,16.942,0.029,16.913,0.029,16.235,0.024,15.457999999999998,0.012,15.046,0.02,16.402,0.026,15.129999999999999,0.025,15.623999999999999,0.022,4.301577,0.046664,-5.826102,0.051186,16.00105,16.32936,15.340277,0.023155,0.054173,63.794815
13.16188,-26.57932,1.0,16.786,0.025,14.982999999999999,0.02,16.977999999999998,0.025,17.288,0.038,17.16,0.024,17.107,0.019,16.345,0.015,15.553,0.009,15.143,0.015,16.559,0.012,15.243000000000002,0.019,15.729,0.017,4.419271,0.044874,-5.737851,0.047545,16.036932,16.427309,15.403624,0.134359,0.049051,86.381844
13.16371,-26.57761,1.0,17.496000000000002,0.039,15.950999999999999,0.021,17.624,0.04,17.916,0.056,17.895,0.034,17.914,0.035,17.192,0.021,16.497,0.009,16.094,0.017,17.38,0.015,16.161,0.016,16.625,0.018,4.415664,0.069428,-5.639146,0.075437,16.983978,17.275724,16.335634,0.084112,0.078102,81.722695
13.18566,-26.57812,1.0,15.963,0.021,13.897,0.017,16.139,0.026,16.396,0.026,16.259,0.018,16.142,0.018,15.344999999999999,0.019,14.494,0.007,14.036999999999999,0.015,15.567,0.015,14.151,0.018,14.672999999999998,0.015,4.244413,0.028073,-5.761274,0.029931,15.015682,15.453022,14.345183,0.090305,0.028007,18.495207
13.20192,-26.57545,0.0,18.209000000000003,0.068,16.381999999999998,0.027,18.491,0.075,18.548000000000002,0.091,18.47,0.049,18.492,0.062,17.711,0.038,16.945,0.012,16.576999999999998,0.021,17.875,0.02,16.692,0.016,17.076,0.015,4.453671,0.080954,-5.477269,0.09114,17.377937,17.790876,16.832056,0.134025,0.089159,50.306142
13.20979,-26.57461,1.0,18.021,0.062,16.499000000000002,0.019,18.201,0.064,18.605,0.109,18.520999999999997,0.053,18.442,0.066,17.778,0.034,17.061999999999998,0.017,16.672,0.025,17.913999999999998,0.027,16.795,0.03,17.197,0.021,4.233666,0.098893,-5.736873,0.140472,17.568651,17.877861,16.962967,0.418029,0.111858,74.641512
13.24978,-26.5733,0.0,17.516,0.037,15.822000000000001,0.024,17.753,0.039,17.887,0.045,17.881999999999998,0.049,17.813,0.032,17.151,0.019,16.364,0.007,15.962,0.016,17.323,0.013,16.077,0.015,16.541,0.013,4.148361,0.065653,-5.568046,0.072385,16.803576,17.214376,16.230066,-0.067512,0.075563,200.235758
13.23792,-26.571,1.0,17.975,0.047,16.343000000000004,0.027,18.029,0.047,18.398,0.068,18.294999999999998,0.046,18.253,0.049,17.655,0.026,16.881,0.011,16.458,0.018,17.793,0.018,16.576,0.014,17.012999999999998,0.014,4.312401,0.082735,-5.710767,0.092305,17.296646,17.706846,16.737818,0.243066,0.092977,164.661208
13.16293,-26.56692,1.0,17.247,0.026,15.522,0.023,17.46,0.037,17.645,0.047,17.619999999999997,0.025,17.597,0.028,16.852,0.018,16.086,0.009,15.658999999999999,0.012,17.031,0.011,15.776,0.016,16.254,0.015,4.229698,0.053677,-5.706277,0.060595,16.539558,16.928125,15.940827,0.100763,0.058752,99.657053
13.24743,-26.56578,0.0,18.103,0.074,16.618000000000002,0.032,18.395,0.072,18.599,0.103,18.584999999999997,0.059,18.51,0.054,17.844,0.021,17.084,0.015,16.74,0.027,18.043,0.016,16.832,0.015,17.288999999999998,0.013,4.130014,0.098034,-5.592167,0.110055,17.556694,17.948425,17.012625,0.010887,0.133484,199.369734
13.15414,-26.56388,0.0,16.308,0.017,14.283,0.018,16.564,0.021,16.616,0.024,16.601,0.016,16.498,0.016,15.729,0.017,14.886,0.006,14.439,0.013,15.919,0.009,14.567,0.013,15.041999999999998,0.017,4.03731,0.032235,-5.746343,0.036277,15.384619,15.789672,14.736811,0.140125,0.034068,129.408676
13.2069,-26.56437,0.0,17.17,0.028,15.436000000000002,0.027,17.384999999999998,0.035,17.51,0.041,17.544999999999998,0.037,17.393,0.024,16.796,0.019,16.009999999999998,0.012,15.61,0.018,16.948,0.017,15.695,0.025,16.18,0.017,4.145275,0.053887,-5.657045,0.058888,16.499237,16.855602,15.8825,0.081051,0.057574,88.672586
13.18565,-26.55324,1.0,17.964999999999996,0.049,16.332,0.03,18.105999999999998,0.053,18.368000000000002,0.091,18.422,0.055,18.251,0.044,17.66,0.022,16.884999999999998,0.013,16.49,0.023,17.817,0.016,16.579,0.019,17.022,0.013,4.110859,0.083006,-5.765479,0.088355,17.271086,17.690327,16.747316,0.167034,0.087689,106.137881
13.16984,-26.55275,1.0,18.128999999999998,0.067,16.740000000000002,0.037,18.457,0.062,18.587,0.111,18.825,0.105,18.765,0.08,18.031,0.05,17.249,0.019,16.991,0.034,18.173,0.017,17.028000000000002,0.025,17.427,0.031,4.092698,0.104049,-5.838526,0.115522,17.723587,18.053154,17.182653,-0.070905,0.113461,123.148374
13.18662,-26.54941,1.0,16.683999999999997,0.021,14.845,0.023,16.822,0.022,17.058,0.032,17.046,0.018,16.964,0.02,16.226,0.013,15.418,0.007,15.009999999999998,0.011,16.423,0.01,15.091000000000001,0.015,15.59,0.014,4.106621,0.041158,-5.686645,0.042346,15.871124,16.295013,15.266942,0.042673,0.04323,119.649601
