RA,Dec,pop,U,err_U,Z,err_Z,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,R,err_R,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
13.3122,-26.56458,1.0,15.972,0.013,13.766,0.023,16.117,0.013,16.36,0.018,16.206,0.013,16.107,0.011,15.256999999999998,0.007,14.370999999999999,0.004,13.902999999999999,0.011,15.489,0.012,14.043,0.014,14.565000000000001,0.01,4.218265,0.026965,-5.794411,0.028091,14.829795,15.310457,14.182797,0.149594,0.029241,403.716635
13.19672,-26.56356,1.0,16.82,0.028,15.269,0.027,17.031,0.032,17.226,0.043,17.261,0.035,17.235,0.031,16.561,0.024,15.806000000000001,0.011,15.39,0.022,16.752,0.019,15.497,0.031,15.951,0.027,4.44506,0.059814,-5.810258,0.064232,16.37962,16.638098,15.678065,0.098927,0.061735,73.703657
13.22392,-26.56182,0.0,18.262999999999998,0.064,16.621000000000002,0.028,18.389,0.07,18.621000000000002,0.096,18.544999999999998,0.063,18.421,0.047,17.903,0.034,17.16,0.013,16.705,0.024,18.086,0.019,16.883,0.018,17.298,0.014,4.224032,0.104338,-5.722975,0.118374,17.599968,18.002651,17.053959,-0.047243,0.106222,136.607236
13.19235,-26.5605,0.0,16.676000000000002,0.027,14.94,0.029,16.897,0.028,17.073,0.041,17.037,0.024,16.968,0.03,16.296,0.018,15.506999999999998,0.01,15.093,0.019,16.474,0.024,15.193000000000001,0.024,15.678,0.022,4.465997,0.094334,-5.536388,0.113916,16.020369,16.360657,15.362863,0.400233,0.09666,80.593369
13.20032,-26.5513,0.0,16.272999999999996,0.017,14.174000000000001,0.024,16.483999999999998,0.019,16.567,0.023,16.483999999999998,0.014,16.367,0.014,15.588000000000001,0.007,14.75,0.004,14.315000000000001,0.01,15.822,0.01,14.443999999999999,0.014,14.942,0.01,4.14464,0.031013,-5.760343,0.031617,15.212569,15.670135,14.584757,0.080827,0.030895,119.014768
13.23226,-26.55404,0.0,16.281999999999996,0.015,14.165999999999999,0.024,16.434,0.018,16.563,0.026,16.508,0.016,16.387,0.013,15.596,0.007,14.742999999999999,0.004,14.297999999999998,0.012,15.82,0.009,14.423000000000002,0.012,14.93,0.01,4.126013,0.030412,-5.69521,0.031935,15.198509,15.653474,14.569517,0.090399,0.032878,174.605644
13.19814,-26.54798,0.0,18.128,0.043,16.583,0.026,18.34,0.067,18.639,0.081,18.642,0.07,18.414,0.048,17.883,0.029,17.168,0.015,16.781,0.025,18.014,0.02,16.855,0.032,17.31,0.023,3.826693,0.101051,-5.641506,0.109466,17.659714,17.958431,17.051575,0.207629,0.111621,128.452314
13.2077,-26.54702,0.0,16.438000000000002,0.02,14.476999999999999,0.028,16.71,0.02,16.782,0.027,16.726,0.017,16.635,0.014,15.861,0.011,15.049,0.004,14.605,0.015,16.085,0.01,14.739,0.014,15.222999999999999,0.012,4.214997,0.033253,-5.688601,0.036296,15.495329,15.937009,14.88113,0.150579,0.035097,142.318747
13.19349,-26.54812,1.0,16.909,0.019,15.078999999999999,0.025,17.05,0.02,17.301000000000002,0.036,17.275,0.026,17.211,0.018,16.43,0.012,15.642,0.005,15.233999999999998,0.012,16.645,0.01,15.332,0.015,15.818999999999999,0.012,4.059249,0.044936,-5.62884,0.048473,16.097206,16.519999,15.494906,0.074794,0.047014,125.253568
13.15188,-26.54739,0.0,16.537,0.027,14.697000000000001,0.022,16.788999999999998,0.019,16.991,0.03,16.897,0.021,16.824,0.017,16.095,0.011,15.262999999999998,0.005,14.835999999999999,0.014,16.288999999999998,0.008,14.949000000000002,0.015,15.434000000000001,0.013,4.194675,0.035874,-5.657675,0.039818,15.730694,16.158772,15.114128,0.095863,0.038288,173.067758
13.22022,-26.54283,0.0,18.393,0.078,16.841,0.025,18.629,0.071,18.63,0.12,18.869,0.083,18.796,0.049,18.104,0.034,17.396,0.015,17.053,0.024,18.259999999999998,0.017,17.1,0.019,17.527,0.018,4.128277,0.111999,-5.812501,0.120868,17.838924,18.193954,17.2742,0.30727,0.118223,175.955031
13.1943,-26.52847,0.0,17.994999999999997,0.049,16.462000000000003,0.03,18.227,0.07,18.357,0.081,18.63,0.109,18.362000000000002,0.045,17.719,0.029,16.99,0.012,16.652,0.022,17.938,0.019,16.701,0.017,17.134999999999998,0.019,4.096956,0.091412,-5.665174,0.097421,17.453674,17.852451,16.889305,-0.095216,0.100629,195.733608
13.16148,-26.52456,0.0,16.491,0.015,14.610000000000001,0.024,16.733999999999998,0.022,16.873,0.026,16.852,0.018,16.727,0.017,16.003,0.013,15.184999999999999,0.006,14.747,0.016,16.197,0.015,14.867,0.016,15.363,0.016,4.164535,0.035537,-5.72863,0.039052,15.642323,16.05884,15.021766,0.02296,0.038148,226.140349
13.17177,-26.45526,1.0,17.628999999999998,0.039,16.054000000000002,0.026,17.84,0.042,18.04,0.051,18.052999999999997,0.037,18.001,0.036,17.343,0.022,16.588,0.009,16.178,0.017,17.53,0.015,16.307000000000002,0.018,16.755,0.014,4.100765,0.072747,-5.680046,0.08004,17.023365,17.425383,16.477882,0.020845,0.075779,461.649349
13.13342,-26.45199,1.0,18.240000000000002,0.074,16.921,0.033,18.505,0.067,18.76,0.134,18.766,0.07,18.676,0.06,18.158,0.031,17.425,0.014,17.031,0.031,18.298,0.016,17.14,0.023,17.558,0.017,4.156688,0.11444,-5.814281,0.116615,17.85102,18.211828,17.316721,0.270868,0.112586,502.587964
13.23536,-26.6558,1.0,18.07,0.047,16.604,0.034,18.229,0.051,18.526,0.118,18.58,0.057,18.458,0.059,17.804,0.031,17.102999999999998,0.01,16.692,0.02,18.016,0.017,16.841,0.017,17.281,0.014,4.322929,0.095504,-5.410434,0.104407,17.544521,17.946703,17.004154,0.133622,0.117222,303.615551
13.18168,-26.63179,0.0,17.609,0.048,16.171999999999997,0.046,17.966,0.062,18.164,0.074,18.11,0.051,18.036,0.056,17.432,0.042,16.601,0.027,16.278,0.037,17.622,0.044,16.402,0.054,16.842,0.047,4.045785,0.086813,-5.7692,0.095427,17.33273,17.630846,16.663786,0.009037,0.097513,178.399748
13.10426,-26.62335,1.0,17.658,0.041,16.061,0.026,17.807,0.043,18.036,0.061,18.066,0.042,17.951,0.037,17.349999999999998,0.02,16.586,0.009,16.209,0.015,17.516,0.009,16.307000000000002,0.012,16.748,0.011,4.259652,0.066821,-5.684345,0.07169,17.023403,17.418903,16.466806,0.024134,0.079286,308.204895
13.15043,-26.61843,0.0,15.764000000000001,0.011,13.459000000000001,0.022,15.922,0.013,16.101,0.015,15.979000000000001,0.012,15.847999999999999,0.013,14.992,0.009,14.088000000000001,0.005,13.61,0.013,15.222999999999999,0.012,13.739999999999998,0.016,14.286999999999999,0.013,4.285444,0.049964,-5.359306,0.062307,14.59853,15.055143,13.901807,0.027971,0.054886,177.791312
13.15886,-26.61911,1.0,16.161,0.013,14.086,0.022,16.345,0.015,16.547,0.023,16.451999999999998,0.012,16.36,0.011,15.515999999999998,0.01,14.66,0.005,14.229,0.012,15.732,0.007,14.342000000000002,0.013,14.847999999999999,0.009,4.041803,0.030079,-5.776521,0.031019,15.126796,15.586884,14.497592,0.094082,0.030803,162.357116
13.18233,-26.61439,0.0,18.0,0.056,16.305,0.027,18.278,0.056,18.444,0.081,18.529999999999998,0.05,18.43,0.045,17.735,0.033,16.849999999999998,0.017,16.451,0.033,17.884,0.017,16.518,0.027,17.04,0.02,4.143976,0.08571,-5.686835,0.095082,17.389622,17.770863,16.825361,0.219794,0.09497,116.147898
13.18117,-26.61298,1.0,16.259999999999998,0.018,14.194999999999999,0.019,16.441,0.022,16.713,0.021,16.555,0.015,16.463,0.018,15.666999999999998,0.011,14.797,0.006,14.354,0.014,15.875999999999998,0.011,14.482,0.016,15.004000000000001,0.014,4.177342,0.031228,-5.68285,0.034354,15.282075,15.722771,14.637406,0.13217,0.034349,111.863028
13.18225,-26.61107,1.0,17.360999999999997,0.039,15.851999999999999,0.018,17.514,0.043,17.775000000000002,0.058,17.891,0.034,17.665,0.033,17.12,0.022,16.372,0.013,15.992,0.021,17.282,0.018,16.027,0.032,16.54,0.023,3.734093,0.120294,-4.863139,0.128089,17.00906,17.181923,16.260935,0.500788,0.124953,104.360544
13.15688,-26.60846,1.0,17.703000000000003,0.044,16.122999999999998,0.02,17.767,0.046,18.029,0.064,17.99,0.045,18.004,0.048,17.358,0.039,16.671,0.01,16.238,0.013,17.598,0.013,16.361,0.013,16.855,0.01,4.135693,0.073513,-5.656623,0.085821,17.110153,17.473114,16.54146,0.059859,0.083633,137.779115
13.19258,-26.60817,1.0,16.933,0.026,15.162999999999998,0.02,17.094,0.021,17.332,0.036,17.297,0.021,17.239,0.023,16.538999999999998,0.012,15.722999999999999,0.008,15.303999999999998,0.013,16.7,0.013,15.414000000000001,0.016,15.901,0.012,4.172463,0.046333,-5.647636,0.049435,16.14938,16.575161,15.562622,0.141132,0.053458,92.979733
13.16986,-26.60147,0.0,17.083,0.039,15.456000000000001,0.019,17.397,0.028,17.559,0.044,17.604,0.024,17.492,0.027,16.820999999999998,0.018,16.047,0.007,15.623000000000001,0.011,17.005,0.011,15.728000000000002,0.016,16.195,0.012,4.115136,0.056807,-5.70043,0.062686,16.496582,16.852095,15.881686,0.164558,0.062598,90.74842
13.15818,-26.60175,1.0,15.895000000000001,0.012,13.494000000000002,0.02,15.979,0.013,16.21,0.017,16.049,0.013,15.898,0.011,15.043,0.007,14.125999999999998,0.004,13.645,0.009,15.280999999999999,0.008,13.774999999999999,0.014,14.329999999999998,0.009,4.112191,0.022782,-5.826831,0.025503,14.601892,15.098102,13.935047,0.074038,0.024538,119.395933
13.19739,-26.59908,0.0,17.622,0.039,15.812,0.018,17.844,0.045,17.87,0.06,17.9,0.036,17.809,0.022,17.134999999999998,0.018,16.372999999999998,0.011,15.969000000000001,0.012,17.302,0.013,16.072,0.014,16.533,0.012,4.084529,0.071305,-6.193261,0.071971,16.837322,17.195288,16.23366,0.169234,0.072663,65.912703
13.2082,-26.59183,0.0,17.517000000000003,0.054,15.904000000000002,0.024,17.855999999999998,0.045,18.047,0.064,18.192999999999998,0.223,17.887,0.035,17.195,0.016,16.424,0.011,16.078,0.025,17.38,0.018,16.148,0.019,16.617,0.017,4.1677,0.066992,-5.872153,0.091754,16.887318,17.260687,16.307077,0.182649,0.074355,71.849942
13.18406,-26.58811,0.0,16.143,0.016,13.966,0.02,16.392,0.022,16.406,0.022,16.38,0.017,16.259,0.016,15.392,0.01,14.556999999999999,0.004,14.114,0.011,15.613,0.012,14.231000000000002,0.015,14.736,0.013,4.159298,0.030118,-5.673036,0.033094,15.049736,15.465513,14.385251,0.064986,0.031499,24.315095
13.18318,-26.58749,1.0,16.630000000000003,0.027,14.653,0.021,16.713,0.023,16.896,0.036,16.932,0.033,16.815,0.028,16.078,0.017,15.23,0.009,14.806999999999999,0.013,16.252,0.018,14.906000000000002,0.016,15.41,0.019,3.959967,0.037864,-5.801575,0.041784,15.712914,16.05998,15.022105,0.134835,0.040056,24.490151
13.25233,-26.58907,0.0,16.338,0.018,14.31,0.021,16.547,0.02,16.641000000000002,0.025,16.628999999999998,0.014,16.477,0.011,15.721,0.011,14.890999999999998,0.004,14.463000000000001,0.011,15.939,0.009,14.568000000000001,0.013,15.078,0.009,4.207456,0.03385,-5.608425,0.036315,15.367202,15.791593,14.734608,0.105399,0.037382,206.974124
13.17426,-26.58735,0.0,17.268,0.03,15.577,0.016,17.509,0.036,17.701,0.049,17.733999999999998,0.038,17.607,0.028,16.908,0.021,16.147,0.01,15.730999999999998,0.012,17.101,0.013,15.797,0.017,16.271,0.016,4.688875,0.098407,-5.544477,0.10325,16.62405,16.919584,15.962763,0.053208,0.098232,48.931177
13.23897,-26.58631,1.0,16.351999999999997,0.018,14.353,0.024,16.501,0.02,16.705000000000002,0.024,16.654,0.02,16.586,0.013,15.761,0.009,14.936,0.006,14.501999999999999,0.012,15.992,0.011,14.623000000000001,0.013,15.131,0.011,4.21105,0.034305,-5.787475,0.038567,15.409886,15.834416,14.769844,0.180271,0.042769,163.165216
13.2038,-26.58433,0.0,16.676000000000002,0.023,14.851999999999999,0.029,16.902,0.025,17.065,0.028,17.034,0.026,16.875,0.018,16.198999999999998,0.013,15.416,0.007,15.009999999999998,0.018,16.393,0.017,15.088000000000001,0.025,15.597999999999999,0.023,4.300136,0.046039,-5.448361,0.050299,15.923887,16.27342,15.264666,0.156828,0.049017,49.764892
13.08213,-26.58147,1.0,17.811999999999998,0.058,16.293999999999997,0.029,17.910999999999998,0.063,18.134,0.091,18.15,0.052,18.051,0.046,17.523,0.041,16.756,0.015,16.409,0.017,17.765,0.015,16.526,0.016,16.954,0.014,4.290656,0.086503,-5.657405,0.080345,17.231441,17.60763,16.664255,0.132712,0.082452,342.336944
13.1781,-26.57624,1.0,16.799,0.028,15.043000000000001,0.022,16.963,0.028,17.322,0.044,17.208,0.017,17.158,0.023,16.387,0.016,15.61,0.006,15.192,0.016,16.59,0.016,15.299,0.013,15.777999999999999,0.013,4.183483,0.045329,-5.672747,0.046486,16.05681,16.468613,15.451695,0.139212,0.046163,40.490667
13.1823,-26.57357,1.0,15.982000000000001,0.011,13.811000000000002,0.021,16.122,0.016,16.345,0.023,16.235,0.011,16.126,0.014,15.309999999999999,0.008,14.424,0.004,13.974,0.011,15.517,0.009,14.087,0.016,14.607,0.013,4.038895,0.025986,-5.787245,0.028243,14.919999,15.359519,14.244709,0.111199,0.026721,38.054141
13.17314,-26.56955,0.0,18.441000000000003,0.087,16.747999999999998,0.037,18.505,0.066,18.517,0.091,18.773999999999997,0.066,18.767,0.062,17.957,0.044,17.302,0.024,16.947,0.038,18.168,0.035,17.007,0.04,17.488,0.029,4.052965,0.10471,-5.730449,0.114885,17.789392,18.100552,17.188154,0.1804,0.11461,68.056807
13.19071,-26.57167,1.0,16.869999999999997,0.023,15.241999999999999,0.017,16.982,0.031,17.304000000000002,0.044,17.266,0.023,17.261,0.019,16.55,0.012,15.800999999999998,0.009,15.405000000000001,0.01,16.732,0.012,15.472999999999999,0.018,15.974,0.008,4.193179,0.060089,-6.254963,0.065833,16.314148,16.596506,15.639656,-0.025424,0.06318,40.159325
13.1872,-26.57516,1.0,16.011000000000003,0.013,13.819999999999999,0.021,16.127,0.015,16.385,0.017,16.241,0.012,16.147,0.014,15.288,0.007,14.425,0.005,13.966999999999999,0.011,15.532,0.012,14.083000000000002,0.013,14.614999999999998,0.012,4.202259,0.028663,-5.722755,0.037166,14.895726,15.350369,14.232183,0.128848,0.03012,27.176883
13.1691,-26.57574,0.0,17.171,0.027,15.407000000000002,0.02,17.394,0.031,17.576,0.044,17.485,0.021,17.439,0.025,16.751,0.015,15.983999999999998,0.008,15.568999999999999,0.016,16.903,0.014,15.641000000000002,0.017,16.15,0.015,4.113921,0.054596,-5.634398,0.055901,16.439577,16.801792,15.821769,0.12525,0.054531,67.123565
13.19884,-26.5741,1.0,17.625999999999998,0.044,15.879,0.022,17.855,0.042,18.151,0.072,18.025,0.046,17.97,0.033,17.24,0.024,16.480999999999998,0.012,16.034,0.016,17.369,0.015,16.18,0.017,16.644,0.014,3.619915,0.073152,-5.454796,0.082414,16.895535,17.285318,16.331362,-0.071577,0.078984,45.470596
13.20152,-26.57415,0.0,16.450000000000003,0.016,14.407000000000002,0.024,16.679,0.019,16.792,0.028,16.717,0.02,16.598,0.016,15.826999999999998,0.012,15.006999999999998,0.006,14.556000000000001,0.015,16.034,0.011,14.686,0.014,15.175999999999998,0.016,4.060965,0.035249,-5.759492,0.038913,15.473355,15.888175,14.83707,0.158985,0.03744,51.994812
13.20383,-26.57279,1.0,17.104,0.043,15.559,0.031,17.345,0.055,17.644000000000002,0.071,17.541999999999998,0.04,17.52,0.034,16.813,0.035,16.102,0.017,15.732,0.033,17.025,0.036,15.807000000000002,0.035,16.27,0.027,4.10826,0.05898,-5.657992,0.065355,16.644585,16.895002,15.954638,0.15065,0.064989,60.869378
13.12841,-26.56975,1.0,17.488999999999997,0.044,15.949,0.026,17.717,0.038,17.831,0.062,17.923,0.039,17.896,0.039,17.255,0.021,16.483999999999998,0.01,16.069,0.015,17.418,0.011,16.173000000000002,0.014,16.642,0.014,4.159372,0.078497,-5.786712,0.074736,16.90868,17.309948,16.347195,0.147374,0.079981,198.780111
13.18991,-26.56192,0.0,16.924999999999997,0.024,15.189000000000002,0.027,17.14,0.025,17.373,0.044,17.298,0.024,17.203,0.02,16.538999999999998,0.016,15.742999999999999,0.007,15.328,0.015,16.707,0.015,15.438000000000002,0.018,15.916999999999998,0.015,4.13792,0.045626,-5.627847,0.050435,16.208153,16.59294,15.5921,0.1417,0.048295,74.599282
13.18163,-26.55162,1.0,17.301000000000002,0.026,15.636000000000001,0.025,17.492,0.031,17.737000000000002,0.045,17.781,0.038,17.646,0.03,16.983,0.017,16.212,0.009,15.794,0.017,17.145,0.013,15.898,0.018,16.358999999999998,0.015,4.399732,0.086652,-5.364138,0.089346,16.685955,17.05274,16.067562,0.265272,0.088516,113.660156
13.15909,-26.55049,0.0,16.942,0.027,15.258000000000001,0.019,17.205,0.023,17.315,0.036,17.378999999999998,0.03,17.274,0.021,16.569,0.015,15.802,0.009,15.399999999999999,0.013,16.791999999999998,0.013,15.5,0.017,15.977,0.014,4.184388,0.047063,-5.666635,0.052176,16.286303,16.681423,15.689651,0.194633,0.050562,149.388045
13.20235,-26.52982,1.0,17.972,0.056,16.512,0.036,18.171,0.051,18.533,0.078,18.448999999999998,0.049,18.451,0.047,17.727,0.023,16.997,0.008,16.645,0.02,17.918,0.016,16.742,0.019,17.160999999999998,0.015,4.373529,0.088301,-5.585339,0.098196,17.430735,17.81435,16.892088,0.052756,0.099979,195.355445
13.20791,-26.51947,1.0,17.985999999999997,0.054,16.548000000000002,0.045,18.232,0.056,18.48,0.095,18.516,0.054,18.454,0.043,17.816,0.038,17.131,0.02,16.742,0.036,17.985,0.029,16.857,0.03,17.287,0.032,4.224347,0.098638,-5.695766,0.10599,17.634295,17.928549,16.999687,0.019495,0.10498,235.848677
13.27683,-26.51375,1.0,16.409999999999997,0.014,14.475,0.022,16.567999999999998,0.016,16.799,0.032,16.772,0.017,16.651,0.013,15.867999999999999,0.009,15.055,0.005,14.623000000000001,0.009,16.095,0.01,14.743000000000002,0.012,15.23,0.013,4.141717,0.039621,-6.068503,0.042667,15.531691,15.948452,14.892221,0.153417,0.04431,377.439492
13.21609,-26.49671,0.0,17.697000000000003,0.044,16.11,0.022,17.929,0.043,18.112000000000002,0.07,18.099,0.046,18.046,0.044,17.337,0.032,16.575,0.023,16.22,0.034,17.541,0.025,16.332,0.032,16.733999999999998,0.031,4.212964,0.07953,-5.957782,0.084277,17.18922,17.539331,16.60277,-0.056623,0.082538,321.856569
13.26843,-26.62074,0.0,16.323999999999998,0.017,14.226999999999999,0.019,16.504,0.019,16.606,0.023,16.581999999999997,0.013,16.447,0.011,15.663,0.007,14.818999999999999,0.005,14.376999999999999,0.01,15.873000000000001,0.01,14.506,0.013,15.001999999999999,0.009,4.168482,0.030805,-5.715211,0.034302,15.278932,15.721791,14.647719,0.078541,0.034768,291.717619
13.20584,-26.6206,1.0,17.470999999999997,0.039,15.892000000000001,0.02,17.647,0.041,18.099,0.06,17.967,0.033,17.816,0.035,17.222,0.019,16.442,0.011,16.028,0.02,17.4,0.015,16.156000000000002,0.018,16.608999999999998,0.011,4.103782,0.063692,-5.654999,0.07194,16.878027,17.276014,16.30403,0.131268,0.07617,147.779322
13.19691,-26.59533,1.0,16.250999999999998,0.016,14.191,0.021,16.354,0.021,16.658,0.027,16.520999999999997,0.017,16.439,0.016,15.658000000000001,0.012,14.782999999999998,0.007,14.357,0.016,15.863,0.012,14.465,0.018,14.979,0.015,4.173525,0.029985,-5.731047,0.032292,15.276819,15.689736,14.613542,0.162308,0.030963,53.38929
13.19647,-26.59323,0.0,16.999000000000002,0.043,15.365,0.024,17.25,0.056,17.439,0.059,17.340999999999998,0.051,17.171,0.046,16.602,0.03,15.831,0.02,15.416999999999998,0.031,16.797,0.031,15.615000000000002,0.017,16.025,0.038,4.23909,0.048517,-5.489618,0.054307,16.346401,16.582644,15.570366,0.13331,0.052708,46.504412
13.1078,-26.58963,1.0,17.134,0.041,15.656,0.023,17.383,0.045,17.699,0.06,17.608999999999998,0.045,17.542,0.042,16.903,0.028,16.14,0.012,15.756999999999998,0.019,17.162,0.011,15.874000000000002,0.022,16.316,0.018,4.172202,0.055977,-5.587964,0.056559,16.632866,16.991272,16.034506,0.183679,0.061742,260.638192
13.15825,-26.5866,1.0,17.586,0.04,16.048000000000002,0.02,17.739,0.052,18.122,0.084,18.022,0.033,18.029,0.038,17.36,0.023,16.59,0.009,16.181,0.022,17.541,0.019,16.287,0.017,16.747,0.023,4.27149,0.069554,-5.711099,0.080431,17.05889,17.402843,16.46195,-0.078887,0.079027,98.305403
13.13213,-26.58588,0.0,18.372,0.082,16.784,0.024,18.674,0.09,18.684,0.103,18.706999999999997,0.061,18.655,0.063,18.003,0.03,17.294999999999998,0.011,16.904,0.029,18.192999999999998,0.019,17.043,0.018,17.432,0.017,4.124706,0.103579,-5.563205,0.107233,17.730202,18.125973,17.197866,0.05494,0.11475,182.054343
13.15513,-26.57988,1.0,16.045,0.014,13.857000000000001,0.019,16.221,0.013,16.451,0.016,16.305999999999997,0.012,16.188,0.012,15.344999999999999,0.008,14.463999999999999,0.004,14.0,0.01,15.575,0.01,14.122,0.012,14.651,0.013,4.049979,0.027894,-5.604294,0.030693,14.925125,15.402909,14.280879,0.041255,0.029563,107.728622
13.18951,-26.56825,1.0,17.592,0.046,16.066000000000003,0.051,17.724,0.063,18.162,0.083,17.954,0.057,17.975,0.049,17.283,0.047,16.564999999999998,0.029,16.229,0.048,17.503,0.037,16.285,0.067,16.694,0.059,4.159628,0.077151,-5.61705,0.086444,17.283298,17.35775,16.46614,-0.077983,0.08524,51.722233
13.17783,-26.56708,1.0,17.720999999999997,0.047,16.200000000000003,0.027,17.91,0.06,18.223,0.071,18.217,0.041,18.212,0.036,17.489,0.029,16.761,0.01,16.347,0.024,17.628,0.027,16.447,0.02,16.908,0.02,3.888383,0.103551,-4.774231,0.116265,17.272072,17.559105,16.613052,-0.209114,0.116198,65.642302
13.1761,-26.56297,0.0,16.853,0.019,14.929,0.023,17.029,0.021,17.182000000000002,0.032,17.141,0.02,17.067,0.018,16.294,0.01,15.497999999999998,0.006,15.062000000000001,0.012,16.512999999999998,0.012,15.198,0.011,15.687000000000001,0.014,4.115659,0.042139,-5.820388,0.046911,15.949727,16.376947,15.352653,0.07149,0.045356,81.103409
13.17774,-26.56467,1.0,18.182000000000002,0.056,16.644,0.033,18.378,0.067,18.52,0.08,18.592,0.068,18.707,0.065,17.898,0.036,17.175,0.019,16.788999999999998,0.041,18.043,0.031,16.878,0.043,17.363,0.032,4.339964,0.109589,-5.251561,0.124545,17.69578,17.988857,17.095396,-0.229802,0.125157,73.188424
13.18276,-26.56348,1.0,17.247999999999998,0.036,15.595,0.028,17.445999999999998,0.034,17.712,0.036,17.673,0.028,17.648,0.025,16.933,0.016,16.168,0.009,15.756,0.021,17.088,0.015,15.838000000000001,0.026,16.306,0.02,4.425192,0.058799,-5.848064,0.066569,16.658506,16.975979,16.016714,0.172421,0.064415,71.412679
13.18819,-26.56299,1.0,16.067,0.024,14.020000000000001,0.033,16.211,0.031,16.485,0.034,16.346,0.023,16.264,0.02,15.466999999999999,0.023,14.616,0.013,14.163999999999998,0.025,15.684999999999999,0.026,14.294,0.036,14.809000000000001,0.027,4.236536,0.027833,-5.701553,0.030543,15.145617,15.55483,14.449812,0.129249,0.029495,70.814545
13.15731,-26.56297,1.0,16.272,0.016,14.228,0.022,16.415,0.017,16.692,0.024,16.598,0.013,16.446,0.014,15.671,0.008,14.820999999999998,0.006,14.373999999999999,0.011,15.890999999999998,0.01,14.487000000000002,0.015,15.006,0.015,4.155532,0.03019,-5.641557,0.03447,15.268578,15.729981,14.644678,0.123304,0.032086,122.658739
13.24566,-26.56086,1.0,18.046999999999997,0.062,16.561999999999998,0.033,18.117,0.05,18.402,0.085,18.436999999999998,0.051,18.342,0.054,17.779,0.025,17.07,0.011,16.639,0.023,17.967,0.017,16.815,0.02,17.227,0.013,4.225111,0.09609,-5.70171,0.107776,17.493538,17.885963,16.959995,0.163451,0.107585,200.24857
13.22809,-26.55835,0.0,17.838,0.062,16.040999999999997,0.03,18.204,0.062,18.212,0.091,18.418,0.07,18.249,0.068,17.453,0.039,16.662,0.065,16.194,0.051,17.631,0.055,16.333000000000002,0.042,16.739,0.037,4.159748,0.076778,-5.867997,0.082119,17.169786,17.413885,16.461842,0.028795,0.088802,154.585282
13.18809,-26.55165,1.0,17.192,0.043,15.677000000000001,0.03,17.348,0.042,17.671,0.047,17.762,0.028,17.718,0.032,16.991,0.02,16.213,0.008,15.809000000000001,0.019,17.172,0.015,15.900000000000002,0.021,16.384,0.018,4.202186,0.060755,-5.768066,0.06478,16.658615,17.00725,16.049849,0.098157,0.06854,111.382785
13.21661,-26.54174,0.0,17.784,0.054,16.198999999999998,0.031,18.048,0.052,18.269000000000002,0.062,18.172,0.032,18.105,0.045,17.407,0.022,16.724,0.009,16.335,0.02,17.643,0.013,16.436,0.017,16.887,0.014,4.102711,0.079018,-5.739616,0.100914,17.160637,17.555288,16.614378,0.091999,0.08349,172.835609
13.20528,-26.52423,0.0,18.155,0.058,16.717,0.028,18.487,0.084,18.675,0.107,18.715,0.063,18.572,0.055,18.005,0.03,17.27,0.013,16.836,0.036,18.163999999999998,0.016,16.984,0.023,17.423,0.02,4.269734,0.109479,-5.71758,0.117331,17.741123,18.084612,17.155682,0.108976,0.114836,217.069157
13.22889,-26.6591,1.0,18.095999999999997,0.069,16.586,0.029,18.336,0.067,18.705000000000002,0.134,18.683999999999997,0.069,18.479,0.048,17.876,0.025,17.13,0.014,16.723,0.025,18.035999999999998,0.017,16.846,0.016,17.281,0.014,3.968501,0.094393,-5.690868,0.107747,17.55394,17.944157,17.010633,0.11334,0.118316,304.64454
13.16383,-26.63293,0.0,15.908,0.075,13.636999999999999,0.018,16.160999999999998,0.015,16.248,0.017,16.160999999999998,0.012,15.984000000000002,0.01,15.143999999999998,0.008,14.253,0.005,13.786999999999999,0.011,15.376999999999999,0.007,13.915,0.01,14.445,0.007,4.194123,0.02481,-5.732765,0.026205,14.726603,15.211377,14.073945,0.0628,0.026599,197.771392
13.21305,-26.61314,1.0,17.671,0.046,16.076,0.031,17.848,0.043,18.144000000000002,0.075,18.084999999999997,0.043,18.009,0.038,17.323999999999998,0.017,16.582,0.01,16.178,0.018,17.500999999999998,0.017,16.283,0.016,16.735,0.009,4.386423,0.077314,-5.731629,0.090181,17.067547,17.415054,16.460014,0.189588,0.107436,135.475628
13.18718,-26.60643,0.0,16.216,0.013,14.113999999999999,0.017,16.394,0.017,16.533,0.02,16.479,0.015,16.335,0.014,15.538,0.006,14.704999999999998,0.006,14.254000000000001,0.009,15.759999999999998,0.009,14.372,0.013,14.876999999999999,0.011,4.289215,0.042735,-5.425327,0.046933,15.169616,15.608118,14.526485,0.115087,0.045282,85.815331
13.1671,-26.60035,1.0,16.72,0.03,15.078000000000001,0.034,16.926,0.037,17.17,0.052,17.145999999999997,0.035,17.075,0.029,16.407,0.027,15.613,0.012,15.216000000000001,0.027,16.611,0.03,15.331,0.034,15.811,0.027,4.0873,0.050749,-6.229311,0.057072,16.147724,16.472462,15.480263,0.099543,0.05517,93.834035
