RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.455971,-46.411513,0.0,8.526107,0.038604,-2.209734,0.040454,16.271185,16.837933,15.54328,0.188114,0.041115,130.489729,16.516973,16.510567,16.529234,16.682871,16.633929,16.137243,15.812246,15.245277,15.014637,14.735235,14.44981,14.331314,0.036,0.027,0.035,0.041,0.04,0.05,0.037,0.019,0.032,0.016,0.048,0.033
154.401366,-46.434542,1.0,8.242517,0.037544,-2.147171,0.037699,16.188175,16.735016,15.393483,0.185823,0.038923,79.614598,16.466162,16.406669,16.547273,16.585843,16.579803,16.087865,15.812735,15.19447,14.944755,14.72112,14.349523,14.275908,0.054,0.028,0.05,0.046,0.052,0.049,0.039,0.022,0.029,0.018,0.075,0.037
154.412457,-46.428997,1.0,8.466743,0.012156,-1.93496,0.012617,13.524706,14.141977,12.731173,0.181029,0.013957,63.578399,14.231909,14.116874,14.191908,14.258748,14.140762,13.550603,13.242059,12.543814,12.273088,11.955005,11.678424,11.506969,0.014,0.021,0.014,0.018,0.03,0.04,0.031,0.011,0.028,0.013,0.04,0.027
154.418234,-46.444537,0.0,8.434333,0.039481,-1.934046,0.040728,16.338808,16.88186,15.620974,0.14221,0.041869,121.145381,16.46873,16.465494,16.514284,16.752052,16.615298,16.076101,15.821363,15.196966,15.039469,14.666519,14.491429,14.395164,0.03,0.032,0.032,0.046,0.056,0.052,0.031,0.021,0.028,0.021,0.051,0.03
154.412402,-46.438926,1.0,8.255069,0.08533,-2.057473,0.089725,14.910767,15.490599,14.098149,-0.448548,0.090966,97.808882,15.144924,15.189505,15.231241,15.341261,15.283103,14.661579,14.39126,13.703919,13.466219,13.146453,12.887804,12.761854,0.021,0.027,0.018,0.035,0.033,0.043,0.03,0.017,0.028,0.014,0.051,0.034
154.417998,-46.437072,1.0,8.573971,0.01692,-1.796253,0.016295,14.030003,14.663073,13.251194,0.170903,0.016921,95.665966,14.428924,14.358505,14.390241,14.530261,14.462103,13.876579,13.60526,12.932919,12.673219,12.402453,12.111804,11.980854,0.021,0.022,0.016,0.023,0.033,0.039,0.037,0.014,0.031,0.013,0.049,0.034
154.409202,-46.427755,0.0,8.867284,0.021795,-1.917057,0.024091,13.514354,14.056667,12.683935,0.081977,0.024457,56.86026,14.100909,13.968874,14.042908,14.143748,14.037762,13.464603,13.118059,12.412814,12.177088,11.848005,11.585424,11.454969,0.022,0.025,0.03,0.037,0.031,0.041,0.029,0.017,0.02,0.021,0.035,0.026
154.409984,-46.424801,1.0,8.219183,0.01607,-1.956036,0.015945,14.102989,14.698604,13.316743,0.189928,0.017581,47.281871,14.685909,14.674874,14.796908,14.798748,14.728762,14.101603,13.774059,13.064814,12.862088,12.559005,12.222424,12.102969,0.02,0.032,0.024,0.027,0.035,0.036,0.03,0.016,0.031,0.019,0.047,0.028
154.413123,-46.422108,1.0,8.239418,0.028497,-1.848919,0.024937,15.025856,15.542503,14.241362,0.201164,0.026388,42.231865,15.342909,15.385874,15.453908,15.540748,15.450762,15.002603,14.644059,14.020814,13.789088,13.519005,13.248424,13.052969,0.027,0.036,0.023,0.03,0.036,0.04,0.037,0.018,0.032,0.025,0.056,0.035
154.414533,-46.413574,1.0,7.906284,0.117425,-2.783318,0.119825,15.685339,15.994984,14.747499,0.254522,0.122688,27.875196,15.807297,15.832938,15.933109,16.054848,16.000931,15.506408,15.167727,14.577477,14.378224,14.011941,13.795863,13.672134,0.039,0.049,0.044,0.049,0.039,0.043,0.042,0.028,0.039,0.041,0.061,0.043
154.414987,-46.423447,0.0,8.10485,0.036091,-1.932711,0.035476,16.042036,16.44928,15.212326,0.20255,0.038587,48.84161,16.255909,16.249874,16.321908,16.456748,16.313762,15.911603,15.568059,14.934814,14.762088,14.386005,14.185424,13.968969,0.051,0.066,0.057,0.073,0.05,0.056,0.058,0.041,0.05,0.05,0.067,0.055
154.416467,-46.429799,0.0,8.328481,0.041423,-1.904597,0.041511,16.193089,16.641573,15.362794,0.148089,0.041387,70.281185,16.364503,16.42556,16.382111,16.535563,16.452908,15.986784,15.724437,15.119266,14.867319,14.490815,14.292358,14.148761,0.035,0.049,0.042,0.071,0.037,0.046,0.047,0.026,0.038,0.039,0.057,0.047
154.422083,-46.42875,1.0,7.979718,0.040138,-2.129285,0.038829,14.380893,14.949559,13.506501,0.309761,0.039468,74.698076,14.883503,14.82856,14.957111,15.018563,14.900908,14.267784,13.958437,13.232266,13.019319,12.627815,12.360358,12.229761,0.047,0.061,0.056,0.059,0.047,0.063,0.054,0.042,0.048,0.059,0.08,0.056
154.423766,-46.430167,1.0,8.338085,0.031816,-1.884717,0.030475,15.621226,16.221247,14.854295,0.179946,0.031531,81.290944,16.009503,16.02556,16.149111,16.204563,16.202908,15.586784,15.277437,14.641266,14.368319,14.126815,13.748358,13.652761,0.029,0.019,0.018,0.04,0.04,0.057,0.043,0.015,0.031,0.014,0.056,0.044
154.427145,-46.424125,1.0,8.282542,0.066689,-2.004406,0.060921,16.81286,17.247465,15.992908,0.081527,0.067074,72.302955,16.956849,16.890049,17.00943,17.046764,17.060382,16.543559,16.23096,15.724657,15.455682,15.209228,14.927027,14.843992,0.042,0.037,0.044,0.083,0.047,0.042,0.031,0.03,0.038,0.027,0.066,0.034
154.41098,-46.425568,0.0,8.665893,0.048415,-1.780359,0.04408,15.217782,15.618804,14.352823,0.164291,0.051525,50.743324,15.432909,15.430874,15.458908,15.597748,15.530762,14.934603,14.643059,13.990814,13.781088,13.435005,13.197424,13.043969,0.034,0.051,0.052,0.053,0.027,0.043,0.044,0.036,0.041,0.047,0.063,0.047
154.409555,-46.423327,0.0,8.483502,0.040049,-2.296879,0.041584,16.042557,16.353882,15.130216,0.323322,0.042384,41.941709,16.187909,16.205874,16.266908,16.440748,16.292762,15.845603,15.453059,14.897814,14.760088,14.375005,14.162424,14.021969,0.031,0.033,0.033,0.042,0.041,0.052,0.039,0.029,0.036,0.026,0.062,0.047
154.426145,-46.431184,1.0,7.958202,0.493796,-1.466981,0.480753,16.804768,17.06222,15.819562,-0.661702,0.498939,87.858792,16.506653,16.496604,16.578609,16.799914,16.701167,16.152711,15.948958,15.341869,15.191484,14.817705,14.655785,14.52634,0.037,0.04,0.051,0.074,0.046,0.03,0.041,0.026,0.029,0.041,0.049,0.033
154.415011,-46.417184,0.0,8.257905,0.041366,-2.044527,0.043898,15.658227,15.891896,14.590078,0.144089,0.045515,33.403751,16.004297,15.989938,15.840109,16.102848,15.947931,15.486408,15.136727,14.516477,14.294224,13.919941,13.656863,13.540134,0.056,0.097,0.074,0.102,0.042,0.053,0.065,0.071,0.072,0.086,0.083,0.078
154.412546,-46.416162,1.0,8.665737,0.102055,-1.967271,0.102484,16.934248,17.032904,15.866586,0.411919,0.114569,26.265103,16.978297,16.980938,17.024109,17.106848,17.100931,16.727408,16.407727,15.807477,15.431224,15.224941,14.863863,14.963134,0.068,0.07,0.071,0.081,0.073,0.055,0.054,0.054,0.053,0.053,0.062,0.052
154.413749,-46.415154,1.0,8.553844,0.041218,-1.520623,0.041972,15.277534,15.664409,14.387003,-0.062365,0.044167,27.401174,15.681297,15.612938,15.709109,15.790848,15.697931,15.159408,14.846727,14.199477,13.981224,13.584941,13.389863,13.249134,0.054,0.057,0.062,0.067,0.054,0.053,0.055,0.037,0.05,0.057,0.059,0.055
154.415583,-46.428529,1.0,8.492752,0.051155,-2.065325,0.044231,16.425112,16.933363,15.639998,0.087827,0.046392,65.21335,16.744503,16.64156,16.705111,16.886563,16.803908,16.294784,16.028437,15.404266,15.234319,14.873815,14.604358,14.467761,0.059,0.044,0.046,0.07,0.053,0.056,0.059,0.038,0.048,0.036,0.066,0.048
154.425931,-46.429054,0.0,8.346322,0.022022,-1.854419,0.022233,15.119198,15.697701,14.315442,0.218446,0.023827,81.762087,15.571849,15.592049,15.59343,15.691764,15.581382,15.039559,14.75596,14.039657,13.811682,13.489228,13.192027,13.086992,0.023,0.03,0.021,0.036,0.038,0.043,0.032,0.019,0.035,0.024,0.061,0.036
154.421507,-46.426058,1.0,8.357507,0.015967,-1.877963,0.016478,14.348537,14.962299,13.537209,0.189704,0.017131,66.391198,14.980503,14.96056,15.091111,15.066563,14.984908,14.353784,14.026437,13.302266,13.049319,12.734815,12.438358,12.310761,0.036,0.027,0.034,0.039,0.038,0.048,0.043,0.021,0.034,0.025,0.051,0.036
154.41566,-46.414976,0.0,8.266019,0.126027,-1.088079,0.128879,14.915569,15.322056,14.011706,-0.008214,0.133276,31.695956,15.106395,15.109172,15.110971,15.24275,15.097011,14.637852,14.324135,13.699783,13.494298,13.143384,12.923319,12.806073,0.032,0.039,0.038,0.042,0.033,0.038,0.032,0.025,0.031,0.036,0.051,0.032
154.385784,-46.420625,0.0,8.359674,0.022032,-2.03679,0.022342,14.748289,15.285305,13.959721,0.234266,0.023418,52.693101,15.255365,15.277875,15.310853,15.353573,15.268966,14.685607,14.394839,13.736674,13.51771,13.201746,12.904297,12.770853,0.026,0.026,0.024,0.032,0.034,0.045,0.033,0.016,0.026,0.017,0.051,0.026
154.389252,-46.421252,0.0,8.209913,0.027962,-1.893737,0.028224,15.475525,15.898773,14.644766,0.286194,0.030182,47.274202,15.641365,15.676875,15.656853,15.881573,15.834966,15.289607,14.966839,14.379674,14.19371,13.856746,13.567297,13.498853,0.023,0.029,0.037,0.041,0.034,0.039,0.033,0.018,0.033,0.027,0.063,0.033
154.38959,-46.425196,1.0,8.274923,0.025824,-1.546335,0.025633,15.045528,15.562569,14.244174,0.161822,0.026978,57.233198,15.463365,15.439875,15.545853,15.615573,15.562966,14.987607,14.696839,13.999674,13.77871,13.497746,13.209297,13.083853,0.022,0.028,0.036,0.026,0.038,0.041,0.043,0.025,0.028,0.018,0.054,0.04
154.394742,-46.428632,1.0,8.771374,0.080545,-1.606091,0.069707,16.739262,16.712818,15.521859,0.190194,0.075018,62.03072,16.807466,16.832315,16.930558,16.991064,16.93258,16.554457,16.235396,15.586176,15.159149,14.706749,14.53428,14.669271,0.087,0.089,0.079,0.09,0.092,0.072,0.092,0.093,0.087,0.092,0.09,0.069
154.395111,-46.419229,0.0,8.237732,0.023212,-2.303516,0.023019,15.177852,15.720904,14.407636,0.15249,0.024536,31.886003,15.800904,15.992796,15.8896,16.086073,15.998663,15.209636,14.905395,14.180757,13.951418,13.654138,13.379498,13.301844,0.025,0.027,0.029,0.032,0.044,0.05,0.036,0.019,0.03,0.019,0.067,0.036
154.396755,-46.426815,1.0,8.91413,0.086039,-2.216444,0.086221,15.092179,15.587793,14.295607,0.576246,0.090704,54.217331,15.712466,15.712315,15.777558,15.833064,15.83858,15.208457,14.863396,14.160176,13.992149,13.580749,13.30528,13.215271,0.024,0.026,0.022,0.035,0.031,0.046,0.033,0.017,0.028,0.017,0.044,0.029
154.399526,-46.422504,1.0,7.986212,0.01695,-1.879414,0.017317,14.208923,14.781786,13.416271,0.15006,0.018833,37.382588,15.107466,15.070315,15.179558,15.141064,15.11058,14.425457,14.071396,13.359176,13.110149,12.734749,12.43828,12.322271,0.025,0.027,0.023,0.035,0.029,0.044,0.027,0.019,0.027,0.018,0.048,0.027
154.401649,-46.430375,1.0,8.097151,0.021747,-2.02991,0.022829,14.372264,14.994807,13.579802,0.17334,0.023568,64.599805,15.00759,15.005523,15.099985,15.110343,15.032549,14.39007,14.063535,13.358948,13.119895,12.775063,12.495363,12.383597,0.02,0.026,0.015,0.021,0.039,0.044,0.031,0.017,0.026,0.017,0.05,0.033
154.404511,-46.427084,0.0,8.198223,0.087141,-2.589765,0.088382,16.312992,16.57827,15.388232,0.19656,0.093483,52.671404,16.38359,16.495523,16.451985,16.529343,16.466549,15.98407,15.671535,15.036948,14.760895,14.521063,14.285363,14.047597,0.036,0.064,0.045,0.06,0.039,0.049,0.042,0.053,0.031,0.039,0.045,0.036
154.386037,-46.42521,0.0,8.279869,0.031622,-1.914207,0.033598,14.25184,14.766321,13.339066,0.098985,0.032192,62.95262,14.929365,14.914875,14.954853,15.038573,14.907966,14.279607,13.934839,13.233674,12.99971,12.705746,12.365297,12.266853,0.022,0.023,0.02,0.023,0.047,0.053,0.039,0.017,0.035,0.014,0.06,0.035
154.388739,-46.426415,0.0,9.0864,0.053417,-1.473412,0.052945,15.565445,16.079578,14.79259,0.203088,0.056748,62.018776,15.901365,15.937875,15.952853,16.113573,16.019966,15.485607,15.152839,14.526674,14.33071,14.033746,13.715297,13.576853,0.02,0.025,0.026,0.03,0.043,0.043,0.04,0.014,0.028,0.015,0.049,0.029
154.393777,-46.426717,0.0,8.516626,0.0209,-2.148691,0.021482,14.337523,14.912186,13.543043,0.134967,0.022585,56.586899,15.196466,15.173315,15.236558,15.242064,15.14958,14.517457,14.189396,13.467176,13.206149,12.892749,12.55028,12.402271,0.026,0.028,0.024,0.03,0.038,0.041,0.029,0.018,0.028,0.025,0.044,0.028
154.395419,-46.422149,0.0,7.916774,0.147016,-1.898364,0.122625,16.845497,16.495941,15.359364,0.056256,0.141342,40.094901,16.472466,16.520315,16.517558,16.680064,16.62658,16.121457,15.849396,15.234176,15.029149,14.672749,14.44928,14.269271,0.054,0.074,0.051,0.075,0.049,0.042,0.046,0.042,0.049,0.052,0.051,0.048
154.400579,-46.424298,1.0,8.304859,0.037099,-2.029576,0.037447,16.104555,16.574053,15.345485,0.198598,0.038965,43.152018,16.30259,16.319523,16.265985,16.534343,16.532549,15.99707,15.641535,15.084948,14.881895,14.639063,14.308363,14.137597,0.026,0.032,0.025,0.049,0.052,0.062,0.03,0.023,0.023,0.021,0.071,0.031
154.390612,-46.429584,1.0,8.626037,0.015939,-1.80086,0.015705,14.197806,14.806331,13.418893,0.179528,0.016846,69.31588,15.184466,15.112315,15.210558,15.204064,15.15158,14.429457,14.144396,13.370176,13.103149,12.812749,12.44328,12.285271,0.025,0.027,0.016,0.022,0.035,0.041,0.039,0.015,0.03,0.017,0.046,0.033
154.398701,-46.429272,1.0,8.173539,0.022272,-1.859483,0.022374,15.002416,15.476239,14.215061,0.178266,0.024247,61.599504,15.491466,15.517315,15.595558,15.659064,15.60958,15.074457,14.733396,14.099176,13.889149,13.547749,13.25328,13.141271,0.029,0.043,0.038,0.047,0.041,0.044,0.044,0.028,0.039,0.031,0.061,0.042
154.387804,-46.421895,0.0,8.199777,0.045095,-2.012556,0.045201,16.203518,16.628237,15.391055,0.102259,0.047742,51.49869,16.429365,16.461875,16.435853,16.640573,16.579966,16.088607,15.766839,15.149674,14.97771,14.561746,14.373297,14.347853,0.035,0.032,0.034,0.063,0.051,0.053,0.046,0.025,0.037,0.025,0.055,0.046
154.387457,-46.415898,0.0,8.251398,0.02337,-1.82434,0.023475,15.24609,15.795734,14.492541,0.159516,0.024497,41.487266,15.908147,15.873997,15.89487,16.013229,15.824318,15.377629,15.046213,14.366909,14.150134,13.808076,13.515469,13.405294,0.023,0.028,0.02,0.029,0.042,0.049,0.036,0.022,0.028,0.019,0.061,0.033
154.402386,-46.422069,1.0,8.897169,0.074847,-2.021281,0.073255,16.168686,16.345978,15.170633,0.036172,0.072583,34.643254,16.03359,16.091523,16.177985,16.276343,16.197549,15.80507,15.468535,14.885948,14.732895,14.328063,14.177363,14.084597,0.061,0.075,0.071,0.095,0.067,0.062,0.08,0.05,0.059,0.089,0.069,0.075
154.394263,-46.432226,1.0,8.028501,0.038856,-2.035056,0.041883,16.317034,16.828733,15.564323,0.320338,0.041693,74.652935,16.487162,16.487669,16.547273,16.710843,16.649803,16.171865,15.816735,15.25947,15.091755,14.69512,14.485523,14.413908,0.034,0.03,0.038,0.037,0.048,0.055,0.042,0.021,0.034,0.012,0.051,0.038
154.384984,-46.421259,0.0,8.033315,0.07207,-2.133189,0.071505,16.004145,15.967297,14.664296,0.155364,0.074741,55.619034,15.652365,16.331875,16.418853,15.918573,15.767966,15.915607,15.587839,14.974674,14.14371,14.426746,14.242297,14.147853,0.099,0.044,0.058,0.043,0.102,0.094,0.046,0.122,0.044,0.028,0.11,0.057
154.393577,-46.409385,1.0,8.551876,0.012273,-2.001252,0.0128,13.314157,13.959263,12.491824,0.190886,0.013978,26.831984,14.328904,14.266796,14.3056,14.310073,14.117663,13.446636,13.100395,12.345757,12.077418,11.744138,11.447498,11.301844,0.016,0.019,0.027,0.028,0.027,0.039,0.029,0.009,0.025,0.013,0.029,0.026
154.397098,-46.410294,1.0,8.046212,0.022688,-1.829923,0.021202,14.460257,14.982879,13.646707,0.14987,0.021833,17.534193,14.939904,14.975796,15.0686,15.152073,15.136663,14.455636,14.130395,13.448757,13.217418,12.900138,12.628498,12.467844,0.141,0.025,0.033,0.03,0.036,0.044,0.036,0.014,0.027,0.049,0.041,0.033
154.398763,-46.406375,0.0,8.506298,0.039221,-1.569054,0.04231,15.385323,15.805396,14.535443,0.254042,0.043067,24.802957,15.665331,15.682842,15.760821,15.823542,15.692936,15.229582,14.857816,14.200655,14.025693,13.652732,13.461285,13.277844,0.03,0.041,0.036,0.043,0.033,0.039,0.037,0.025,0.032,0.033,0.048,0.04
154.400463,-46.408699,1.0,7.60957,0.073965,-2.54155,0.068741,16.075855,16.396917,15.158894,-0.414674,0.074628,15.437803,16.280331,16.268842,16.413821,16.474542,16.422936,15.890582,15.551816,14.812655,14.812693,14.457732,14.193285,14.060844,0.045,0.041,0.042,0.048,0.039,0.056,0.041,0.027,0.037,0.036,0.056,0.046
154.40323,-46.416473,0.0,7.585286,0.072458,-2.192013,0.073436,15.500697,15.893002,14.65692,-0.166438,0.076493,14.410943,15.805904,15.816796,15.8516,16.029073,15.937663,15.377636,15.051395,14.450757,14.245418,13.892138,13.660498,13.551844,0.029,0.039,0.037,0.039,0.045,0.049,0.034,0.023,0.037,0.023,0.051,0.034
154.40366,-46.42207,1.0,8.576426,0.02797,-1.699346,0.026888,15.321454,15.81685,14.533034,0.204252,0.028896,34.55793,15.54759,15.608523,15.616985,15.736343,15.710549,15.20407,14.888535,14.298948,14.047895,13.658063,13.553363,13.346597,0.029,0.028,0.031,0.045,0.038,0.04,0.037,0.021,0.036,0.022,0.047,0.038
154.404987,-46.419777,1.0,8.415616,0.029862,-1.820881,0.029462,15.717083,16.210346,14.953916,0.208353,0.030922,26.585192,15.93359,16.023523,16.078985,16.136343,16.114549,15.64807,15.286535,14.751948,14.509895,14.178063,13.960363,13.848597,0.038,0.031,0.033,0.035,0.054,0.052,0.045,0.022,0.039,0.027,0.054,0.043
154.408189,-46.415081,0.0,8.295096,0.02862,-1.852466,0.029923,15.615828,16.090513,14.82036,0.091329,0.03178,15.116893,16.154297,16.144938,16.162109,16.232848,16.041931,15.680408,15.318727,14.623477,14.459224,14.083941,13.854863,13.735134,0.032,0.033,0.038,0.028,0.045,0.037,0.041,0.019,0.031,0.021,0.053,0.035
154.41127,-46.41335,0.0,8.875692,0.028732,-1.679756,0.028342,14.864967,15.395941,14.072394,0.181129,0.029704,19.747145,15.467297,15.488938,15.480109,15.556848,15.440931,14.928408,14.595727,13.913477,13.699224,13.317941,13.095863,12.962134,0.029,0.027,0.026,0.026,0.031,0.038,0.036,0.014,0.031,0.013,0.055,0.032
154.390347,-46.412205,0.0,8.143402,0.030351,-2.172447,0.029466,14.756178,15.290323,13.95454,0.149284,0.031054,32.454255,15.451147,15.432997,15.45087,15.534229,15.416318,14.860629,14.502213,13.799909,13.583134,13.235076,12.938469,12.786294,0.022,0.035,0.027,0.03,0.035,0.047,0.03,0.023,0.031,0.02,0.054,0.027
154.395223,-46.414439,0.0,8.557924,0.080388,-2.190559,0.076201,16.528309,16.62499,15.451422,0.534498,0.088776,21.535024,16.405904,16.521796,16.4996,16.653073,16.531663,16.172636,15.883395,15.289757,15.111418,14.730138,14.568498,14.493844,0.043,0.041,0.039,0.054,0.042,0.049,0.046,0.028,0.036,0.035,0.052,0.036
154.409872,-46.416554,1.0,8.595181,0.029747,-2.31523,0.030797,15.379724,15.840248,14.559702,0.117424,0.034056,21.739228,15.753297,15.848938,15.955109,16.038848,15.937931,15.313408,15.062727,14.437477,14.164224,13.939941,13.611863,13.477134,0.033,0.03,0.025,0.037,0.034,0.037,0.034,0.022,0.038,0.028,0.063,0.036
154.396514,-46.40946,1.0,8.337697,0.26927,-2.334229,0.451314,16.653675,15.969395,14.82129,0.199233,0.300735,20.27805,15.766904,15.792796,15.8226,16.043073,15.946663,15.535636,15.216395,14.623757,14.485418,14.108138,13.956498,13.841844,0.033,0.047,0.062,0.049,0.035,0.036,0.045,0.034,0.036,0.038,0.049,0.043
154.406999,-46.413845,0.0,8.497962,0.025977,-2.140088,0.026879,14.989636,15.471061,14.123731,0.134831,0.027765,10.17112,15.423297,15.419938,15.466109,15.543848,15.421931,14.891408,14.542727,13.914477,13.647224,13.418941,13.026863,13.149134,0.058,0.049,0.072,0.067,0.057,0.061,0.067,0.068,0.073,0.068,0.061,0.066
154.392903,-46.405594,1.0,8.172587,0.041753,-2.173338,0.042199,16.41367,16.802835,15.554887,0.242831,0.045826,35.974796,16.670331,16.723842,16.791821,17.044542,16.953936,16.329582,15.970816,15.320655,15.009693,14.766732,14.480285,14.400844,0.05,0.095,0.036,0.038,0.058,0.071,0.041,0.065,0.071,0.024,0.071,0.047
154.400245,-46.40326,0.0,8.149989,0.079483,-1.760905,0.085491,16.741901,16.978271,15.788693,-0.152277,0.087978,34.086571,16.734331,16.776842,16.702821,16.930542,16.891936,16.365582,16.005816,15.469655,15.291693,14.893732,14.735285,14.588844,0.061,0.066,0.071,0.088,0.048,0.055,0.053,0.052,0.055,0.065,0.068,0.061
154.392467,-46.413633,0.0,7.964879,0.121388,-1.44848,0.118695,16.879295,17.04878,15.859553,0.349601,0.123206,27.49591,17.138904,17.124796,17.1946,17.303073,17.189663,16.812636,16.400395,15.905757,15.709418,15.363138,15.277498,14.909844,0.047,0.033,0.049,0.07,0.057,0.056,0.037,0.033,0.064,0.021,0.07,0.052
154.402705,-46.404946,1.0,8.18946,0.038652,-2.311876,0.041405,14.981642,15.350932,14.062556,0.158362,0.040252,27.152435,15.222331,15.231842,15.402821,15.458542,15.355936,14.722582,14.423816,13.736655,13.525693,13.173732,12.917285,12.761844,0.033,0.061,0.046,0.039,0.034,0.038,0.049,0.037,0.042,0.052,0.056,0.046
154.395642,-46.415403,0.0,8.797759,0.102793,-1.263848,0.106119,16.810673,16.93199,15.794982,0.434958,0.108146,21.99309,16.914904,16.982796,16.9436,17.179073,17.001663,16.607636,16.281395,15.692757,15.535418,15.083138,14.978498,14.802844,0.044,0.046,0.044,0.048,0.056,0.05,0.05,0.041,0.051,0.028,0.063,0.045
154.404093,-46.411716,0.0,8.497977,0.01588,-1.608443,0.016435,13.919194,14.430064,13.028578,0.17389,0.016658,3.197352,14.660904,14.654796,14.7056,14.698073,14.563663,13.962636,13.583395,12.797757,12.636418,12.189138,11.991498,11.788844,0.022,0.053,0.021,0.033,0.033,0.039,0.035,0.035,0.04,0.034,0.053,0.043
154.409516,-46.412509,0.0,8.789989,0.058124,-1.875314,0.058961,16.654066,16.8016,15.640027,0.145141,0.064447,15.139949,17.000297,17.069938,17.097109,17.128848,17.105931,16.637408,16.286727,15.638477,15.525224,15.031941,14.955863,14.798134,0.058,0.045,0.043,0.064,0.052,0.049,0.043,0.027,0.042,0.033,0.066,0.044
