RA,Dec,pop,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r,U,F378,F395,F410,F430,G,F515,R,F660,I,F861,Z,err_U,err_Z,err_F378,err_F395,err_F410,err_F430,err_F515,err_F660,err_F861,err_G,err_I,err_R
154.560239,-46.450844,1.0,8.444237,0.05813,-2.010675,0.054944,16.93479,17.501287,16.20851,0.111765,0.054139,412.89859,17.056959,17.042037,17.081604,17.331073,17.298441,16.813381,16.500067,15.90897,15.66604,15.403594,15.116181,15.000613,0.031,0.027,0.038,0.06,0.054,0.064,0.038,0.019,0.029,0.021,0.054,0.033
154.548173,-46.439255,1.0,8.201783,0.039846,-2.010804,0.036228,16.138767,16.70064,15.407569,0.208603,0.036507,371.922227,16.325959,16.344037,16.479604,16.583073,16.562441,16.018381,15.738067,15.11297,14.88404,14.664594,14.332181,14.229613,0.036,0.026,0.027,0.045,0.044,0.046,0.032,0.016,0.03,0.012,0.052,0.035
154.534735,-46.434181,0.0,8.409254,0.039632,-1.958934,0.035634,16.112228,16.678833,15.368999,0.208648,0.035953,335.11663,16.364959,16.419037,16.412604,16.571073,16.458441,15.992381,15.719067,15.08997,14.84604,14.565594,14.290181,14.165613,0.03,0.029,0.032,0.038,0.04,0.049,0.048,0.019,0.03,0.018,0.053,0.035
154.544731,-46.427858,1.0,8.452295,0.037657,-2.014512,0.037764,16.26283,16.815536,15.542342,0.207038,0.038068,355.048126,16.427959,16.407037,16.518604,16.629073,16.652441,16.145381,15.822067,15.27897,15.01004,14.763594,14.470181,14.375613,0.024,0.029,0.042,0.041,0.049,0.055,0.034,0.021,0.03,0.017,0.053,0.038
154.545473,-46.411308,1.0,8.365049,0.049158,-1.967079,0.047971,16.773596,17.321032,16.0481,0.208037,0.050161,352.620293,16.902759,16.911442,17.027173,17.126879,17.039034,16.598604,16.323742,15.691071,15.481506,15.16434,14.924089,14.797714,0.039,0.027,0.057,0.061,0.038,0.065,0.035,0.015,0.03,0.023,0.054,0.038
154.548218,-46.412139,1.0,8.286846,0.021269,-2.008477,0.02054,14.948921,15.55791,14.188095,0.16945,0.021241,359.408925,15.383759,15.381442,15.435173,15.519879,15.463034,14.881604,14.611742,13.951071,13.677506,13.40834,13.117089,13.002714,0.019,0.019,0.021,0.021,0.032,0.047,0.033,0.015,0.026,0.014,0.065,0.027
154.510501,-46.439571,1.0,8.347769,0.053015,-2.047,0.049259,16.771431,17.334106,16.054455,0.208648,0.051672,283.065469,16.757492,16.858416,17.045224,17.047198,17.023079,16.559888,16.246509,15.711182,15.454223,15.20137,14.911483,14.831902,0.035,0.028,0.043,0.05,0.051,0.054,0.042,0.012,0.031,0.02,0.061,0.034
154.502872,-46.440459,1.0,8.214335,0.030943,-2.001387,0.027368,15.6243,16.19914,14.863497,0.155839,0.02866,266.565899,15.773492,15.770416,15.919224,16.012198,15.995079,15.428888,15.142509,14.538182,14.284223,14.02837,13.733483,13.625902,0.025,0.022,0.024,0.03,0.042,0.047,0.039,0.014,0.029,0.014,0.05,0.039
154.508395,-46.437328,1.0,8.320834,0.038627,-1.918695,0.036449,16.210493,16.79192,15.475972,0.14867,0.037033,275.441451,16.296492,16.333416,16.411224,16.580198,16.522079,16.005888,15.724509,15.121182,14.889223,14.58937,14.351483,14.242902,0.036,0.022,0.029,0.035,0.045,0.051,0.042,0.018,0.03,0.016,0.056,0.041
154.505666,-46.433908,0.0,8.376323,0.025036,-1.957591,0.024318,15.396219,15.996465,14.635804,0.22188,0.025212,265.215617,15.699492,15.715416,15.719224,15.875198,15.750079,15.232888,14.953509,14.331182,14.075223,13.80037,13.528483,13.383902,0.024,0.02,0.023,0.033,0.038,0.053,0.04,0.013,0.026,0.015,0.052,0.03
154.516468,-46.424828,1.0,8.169893,0.030375,-1.826213,0.029214,14.950654,15.47202,14.110095,0.208302,0.03037,284.072038,15.219492,15.224416,15.307224,15.440198,15.356079,14.771888,14.455509,13.813182,13.577223,13.28237,13.006483,12.903902,0.022,0.032,0.027,0.032,0.045,0.052,0.039,0.021,0.032,0.028,0.06,0.042
154.522274,-46.430106,1.0,8.289577,0.019504,-2.14993,0.019237,14.767242,15.372546,14.001941,0.197688,0.02005,301.717368,15.137492,15.124416,15.195224,15.244198,15.210079,14.617888,14.335509,13.697182,13.432223,13.17937,12.872483,12.754902,0.016,0.024,0.022,0.023,0.034,0.034,0.039,0.013,0.03,0.013,0.045,0.034
154.496163,-46.423911,1.0,8.572668,0.038115,-2.019555,0.0367,16.260435,16.832691,15.497645,0.198832,0.03858,233.83355,16.380492,16.426416,16.505224,16.650198,16.606079,16.037888,15.747509,15.156182,14.910223,14.66737,14.352483,14.234902,0.036,0.027,0.039,0.038,0.032,0.043,0.048,0.015,0.034,0.017,0.055,0.039
154.527007,-46.414064,1.0,8.172312,0.037645,-2.064168,0.037044,16.222422,16.80305,15.485971,0.210389,0.038308,306.807117,16.434759,16.469442,16.547173,16.641879,16.608034,16.096604,15.832742,15.232071,14.959506,14.68534,14.407089,14.324714,0.035,0.031,0.032,0.049,0.035,0.056,0.035,0.021,0.024,0.015,0.064,0.031
154.523165,-46.392637,0.0,8.317623,0.047714,-2.086562,0.05106,16.668625,17.265965,15.930333,0.204247,0.049052,305.733483,16.794737,16.847452,16.931109,16.989921,16.903569,16.486773,16.196074,15.58804,15.359903,15.106491,14.787191,14.698324,0.051,0.027,0.043,0.054,0.039,0.043,0.044,0.018,0.039,0.017,0.052,0.04
154.495964,-46.396603,1.0,8.175265,0.046008,-2.000255,0.04462,16.425072,16.829586,15.570585,0.295827,0.046933,236.738332,16.428662,16.624707,16.719702,16.788687,16.869248,16.301865,15.990558,15.379115,15.152859,14.909661,14.603127,14.525247,0.067,0.025,0.04,0.056,0.052,0.057,0.051,0.018,0.039,0.021,0.062,0.044
154.506026,-46.381901,1.0,8.272116,0.038491,-2.179182,0.04133,16.32072,16.89665,15.584382,0.123244,0.042547,277.509322,16.432737,16.426452,16.447109,16.701921,16.653569,16.123773,15.853074,15.26104,15.011903,14.761491,14.461191,14.375324,0.033,0.032,0.026,0.053,0.055,0.054,0.033,0.02,0.03,0.017,0.06,0.035
154.510043,-46.381187,1.0,8.411592,0.049173,-1.978182,0.050017,16.770784,17.345903,16.037785,0.21221,0.051006,287.691735,16.918737,16.892452,16.849109,17.045921,17.139569,16.562773,16.247074,15.69804,15.468903,15.211491,14.905191,14.791324,0.044,0.029,0.041,0.05,0.044,0.055,0.041,0.015,0.033,0.016,0.062,0.042
154.757749,-46.538744,0.0,8.481259,0.056184,-1.816505,0.056657,16.877518,17.379025,16.21397,0.251071,0.051062,989.102964,17.118192,17.177568,17.17992,17.423603,17.34282,16.906106,16.56138,16.042326,15.821598,15.507272,15.309816,15.149894,0.045,0.027,0.048,0.044,0.045,0.063,0.043,0.026,0.037,0.025,0.06,0.035
154.766003,-46.484822,1.0,8.130184,0.045877,-1.914738,0.045397,16.560352,17.067572,15.883877,0.203841,0.043367,936.318454,16.839192,16.894568,16.95592,17.136603,17.07982,16.621106,16.28938,15.746326,15.494598,15.263272,14.927816,14.822894,0.043,0.029,0.037,0.064,0.042,0.052,0.047,0.019,0.03,0.017,0.058,0.036
154.665698,-46.486796,1.0,8.195086,0.04546,-1.965183,0.042835,16.413042,16.887203,15.671077,0.23502,0.04287,703.428346,16.699465,16.720464,16.837719,16.909424,16.913564,16.37742,16.066703,15.476522,15.242023,14.934696,14.598411,14.482074,0.023,0.039,0.036,0.043,0.049,0.042,0.033,0.015,0.032,0.016,0.048,0.03
154.700122,-46.450058,0.0,8.198869,0.035209,-1.802355,0.033484,15.885925,16.428223,15.177887,0.182233,0.03074,748.518984,16.412023,16.382486,16.4049,16.55865,16.447964,15.9775,15.676906,15.073145,14.80249,14.521396,14.236109,14.105306,0.027,0.022,0.029,0.034,0.043,0.045,0.034,0.015,0.027,0.014,0.07,0.029
154.675531,-46.434066,0.0,8.452878,0.059984,-2.001286,0.050957,16.755901,17.279177,16.066648,0.219133,0.050184,679.731756,17.164023,17.139486,17.1469,17.39965,17.223964,16.8175,16.481906,15.939145,15.68549,15.418396,15.114109,15.027306,0.037,0.026,0.039,0.064,0.045,0.041,0.032,0.02,0.031,0.016,0.063,0.036
154.810355,-46.43348,1.0,8.132177,0.050205,-2.099544,0.048611,16.756012,17.234404,16.103683,0.14362,0.045698,1012.67854,16.781994,16.87837,16.992623,17.151387,17.12006,16.679887,16.384272,15.868744,15.641415,15.395757,15.127186,15.068728,0.031,0.027,0.034,0.049,0.044,0.051,0.032,0.018,0.027,0.02,0.075,0.034
154.788946,-46.426413,1.0,8.442308,0.035934,-2.089963,0.033695,16.070065,16.573606,15.393558,0.210907,0.033155,958.100974,16.272994,16.31537,16.423623,16.580387,16.50006,16.044887,15.745272,15.220744,14.954415,14.696757,14.430186,14.329728,0.029,0.027,0.031,0.036,0.035,0.048,0.034,0.021,0.03,0.019,0.062,0.031
154.725043,-46.35655,0.0,8.313476,0.021973,-1.87279,0.023657,15.325889,15.977201,14.533377,0.225588,0.024237,823.687679,16.152994,16.13237,16.149623,16.224387,16.10906,15.511887,15.181272,14.477744,14.182415,13.858757,13.530186,13.404728,0.017,0.021,0.022,0.032,0.032,0.046,0.029,0.017,0.026,0.016,0.06,0.028
154.76071,-46.339367,1.0,8.247034,0.030219,-2.066319,0.034495,15.94529,16.544409,15.193441,0.12819,0.033178,925.619683,16.474994,16.42637,16.516623,16.637387,16.65506,16.049887,15.756272,15.089744,14.795415,14.534757,14.226186,14.082728,0.024,0.031,0.03,0.036,0.033,0.043,0.026,0.019,0.027,0.018,0.058,0.027
154.735042,-46.311574,0.0,8.334318,0.045887,-1.967008,0.047653,16.73229,17.28275,15.927299,0.23984,0.048738,900.3936,16.982152,16.996978,17.165814,17.12563,16.991947,16.621931,16.31429,15.684106,15.439663,15.152881,14.862915,14.751736,0.035,0.027,0.069,0.077,0.051,0.05,0.042,0.017,0.03,0.022,0.057,0.033
154.655949,-46.441964,0.0,8.252988,0.025877,-1.903582,0.023866,15.286552,15.84192,14.564326,0.203598,0.024168,635.562873,15.819023,15.857486,15.9089,16.06665,15.939964,15.4135,15.113906,14.461145,14.20349,13.931396,13.623109,13.496306,0.025,0.025,0.02,0.031,0.035,0.046,0.035,0.018,0.029,0.016,0.056,0.031
154.622205,-46.414192,1.0,8.264988,0.053516,-1.966616,0.056933,16.011507,16.55494,15.254695,0.217124,0.054885,543.072126,16.180554,16.218325,16.28512,16.392893,16.319147,15.85297,15.567243,14.97787,14.72638,14.449448,14.202371,14.076116,0.027,0.024,0.032,0.034,0.039,0.053,0.037,0.015,0.029,0.016,0.067,0.034
154.626514,-46.40877,1.0,8.195182,0.032316,-2.067497,0.033382,15.996912,16.57402,15.268647,0.139426,0.033083,553.919866,16.200554,16.163325,16.26412,16.406893,16.361147,15.87097,15.558243,14.99987,14.72038,14.484448,14.195371,14.097116,0.03,0.024,0.026,0.048,0.047,0.048,0.036,0.015,0.026,0.016,0.061,0.031
154.66406,-46.409147,0.0,8.445134,0.027879,-1.828006,0.029624,15.730681,16.30824,14.993354,0.185132,0.029242,647.062205,16.297023,16.355486,16.3859,16.51165,16.451964,15.8755,15.559906,14.911145,14.63549,14.358396,14.041109,13.897306,0.027,0.023,0.033,0.04,0.036,0.046,0.034,0.017,0.032,0.014,0.051,0.036
154.691978,-46.371615,0.0,8.426433,0.034632,-2.035487,0.039493,16.2514,16.85833,15.490262,0.182256,0.038421,731.436376,16.866994,16.80437,16.834623,16.993387,16.83306,16.357887,16.050272,15.405744,15.120415,14.821757,14.501186,14.376728,0.03,0.027,0.034,0.052,0.046,0.039,0.038,0.018,0.028,0.014,0.062,0.032
154.64191,-46.387875,0.0,8.190378,0.015361,-2.022906,0.01671,14.368539,15.055422,13.558062,0.182935,0.01627,598.673771,15.146554,15.127325,15.17912,15.141893,15.111147,14.42697,14.117243,13.38087,13.08638,12.808448,12.466371,12.347116,0.019,0.026,0.02,0.025,0.033,0.042,0.027,0.019,0.027,0.014,0.046,0.03
154.632689,-46.328756,0.0,8.178914,0.047318,-1.915834,0.051333,16.840061,17.41851,16.113253,0.295944,0.050747,644.332921,17.028152,17.017978,17.067814,17.27163,17.157947,16.691931,16.41729,15.814106,15.556663,15.308881,15.037915,14.926736,0.045,0.035,0.07,0.06,0.033,0.056,0.035,0.024,0.032,0.019,0.057,0.035
154.577421,-46.404754,1.0,8.267255,0.022685,-1.739425,0.022833,15.157324,15.786864,14.381499,0.186619,0.02336,432.812594,15.599554,15.597325,15.69112,15.763893,15.704147,15.13497,14.836243,14.16287,13.89538,13.617448,13.296371,13.185116,0.022,0.028,0.022,0.03,0.037,0.042,0.033,0.021,0.032,0.015,0.053,0.032
154.570299,-46.396612,1.0,8.175403,0.032884,-2.179341,0.032658,16.028658,16.577805,15.220965,0.138724,0.033525,418.188221,16.275554,16.360325,16.40212,16.593893,16.582147,15.90397,15.566243,14.93887,14.70238,14.383448,14.116371,14.026116,0.035,0.038,0.038,0.054,0.054,0.044,0.041,0.023,0.032,0.026,0.054,0.034
154.558379,-46.378526,1.0,8.237661,0.046527,-2.11267,0.047452,16.69844,17.249027,15.98482,0.150983,0.0466,403.688159,16.882701,16.900832,17.010711,17.117451,17.068763,16.556968,16.296206,15.691903,15.461168,15.202195,14.940913,14.80205,0.037,0.028,0.054,0.062,0.041,0.048,0.035,0.021,0.036,0.016,0.053,0.034
154.585557,-46.371931,0.0,8.421806,0.028292,-2.129073,0.030864,15.769941,16.383211,15.009832,0.19031,0.02926,475.217287,16.172152,16.162978,16.132814,16.33963,16.218947,15.698931,15.37929,14.740106,14.490663,14.191881,13.911915,13.784736,0.024,0.041,0.039,0.042,0.046,0.038,0.033,0.013,0.027,0.013,0.063,0.029
154.582595,-46.367893,1.0,8.25746,0.011795,-1.918064,0.013291,13.641314,14.288423,12.854598,0.164598,0.012831,472.972242,14.304152,14.144978,14.198814,14.31963,14.191947,13.631931,13.33529,12.624106,12.347663,12.052881,11.745915,11.613736,0.015,0.019,0.019,0.019,0.032,0.04,0.039,0.011,0.027,0.013,0.046,0.03
154.575458,-46.360143,1.0,8.388216,0.029109,-2.094381,0.031744,15.832911,16.433575,15.081319,0.194346,0.030089,466.91371,16.187152,16.180978,16.266814,16.38863,16.298947,15.749931,15.44829,14.832106,14.560663,14.281881,14.011915,13.894736,0.028,0.025,0.027,0.034,0.044,0.046,0.03,0.011,0.024,0.013,0.067,0.03
154.533525,-46.392773,1.0,8.412102,0.0265,-2.047295,0.027325,15.384257,15.995659,14.621569,0.147145,0.026889,330.688024,15.717737,15.659452,15.732109,15.854921,15.747569,15.252773,14.937074,14.32504,14.060903,13.821491,13.491191,13.402324,0.026,0.024,0.031,0.038,0.044,0.044,0.037,0.018,0.027,0.015,0.052,0.029
154.546755,-46.389034,0.0,8.531843,0.03629,-1.869206,0.03619,16.205303,16.788086,15.451205,0.251595,0.037626,365.717781,16.385737,16.462452,16.497109,16.543921,16.567569,16.020773,15.701074,15.12304,14.871903,14.666491,14.318191,14.198324,0.03,0.021,0.03,0.047,0.038,0.053,0.04,0.018,0.034,0.015,0.054,0.04
154.543671,-46.385788,1.0,8.321021,0.036678,-1.931219,0.038476,16.178028,16.775278,15.427106,0.250936,0.03714,361.212653,16.357737,16.307452,16.436109,16.569921,16.512569,16.016773,15.709074,15.11104,14.851903,14.602491,14.320191,14.196324,0.027,0.025,0.031,0.058,0.038,0.042,0.041,0.019,0.033,0.019,0.053,0.036
154.544501,-46.38369,1.0,8.165353,0.043009,-1.9835,0.045725,16.517685,17.081274,15.785525,0.130361,0.04396,365.276829,16.620737,16.595452,16.703109,16.873921,16.787569,16.296773,16.016074,15.42404,15.189903,14.990491,14.661191,14.584324,0.033,0.029,0.041,0.068,0.048,0.048,0.044,0.017,0.031,0.015,0.055,0.037
154.534751,-46.370575,0.0,8.37522,0.026238,-2.015619,0.026796,15.489478,16.077646,14.745946,0.183352,0.025873,359.297647,15.879701,15.877832,15.907711,16.085451,15.964763,15.424968,15.143206,14.528903,14.247168,13.974195,13.693913,13.60205,0.023,0.028,0.021,0.03,0.041,0.044,0.03,0.014,0.024,0.015,0.071,0.03
154.540844,-46.35837,0.0,8.540353,0.03974,-1.707383,0.042094,16.368202,16.92417,15.653748,0.280091,0.041804,392.938694,16.554701,16.642832,16.614711,16.784451,16.786763,16.246968,15.961206,15.356903,15.137168,14.902195,14.606913,14.47805,0.038,0.022,0.04,0.042,0.04,0.044,0.037,0.014,0.035,0.011,0.056,0.035
154.537953,-46.359822,1.0,8.338627,0.050789,-1.845173,0.054508,16.886812,17.413485,16.187485,0.194372,0.054019,384.110981,16.940701,17.024832,17.067711,17.184451,17.131763,16.742968,16.429206,15.924903,15.659168,15.346195,15.107913,15.04405,0.039,0.032,0.047,0.056,0.055,0.046,0.042,0.02,0.032,0.019,0.06,0.035
154.537437,-46.362129,0.0,8.543282,0.028199,-1.867433,0.030106,15.687411,16.240412,14.944069,0.191309,0.029216,378.950718,16.048701,15.998832,16.012711,16.158451,16.091763,15.573968,15.306206,14.708903,14.447168,14.200195,13.918913,13.78705,0.019,0.027,0.039,0.036,0.032,0.048,0.032,0.016,0.028,0.014,0.055,0.029
154.534377,-46.347289,1.0,8.27584,0.050384,-2.221486,0.053771,16.871477,17.424541,16.169462,0.185788,0.05491,401.061425,16.918701,16.967832,17.066711,17.311451,17.222763,16.749968,16.446206,15.858903,15.642168,15.342195,15.123913,15.00705,0.04,0.025,0.05,0.062,0.051,0.057,0.038,0.018,0.04,0.022,0.056,0.034
154.609546,-46.35203,1.0,8.300923,0.042666,-1.815406,0.04694,16.656784,17.251747,15.906657,0.222033,0.047484,556.235036,16.904152,16.921978,16.972814,17.09163,17.054947,16.544931,16.25129,15.623106,15.379663,15.135881,14.818915,14.696736,0.047,0.028,0.05,0.064,0.059,0.059,0.038,0.017,0.032,0.018,0.052,0.033
154.586731,-46.347888,0.0,8.1609,0.037851,-2.093237,0.039807,16.275993,16.86528,15.53534,0.183393,0.037677,511.200142,16.531152,16.568978,16.570814,16.77763,16.695947,16.167931,15.83429,15.236106,15.003663,14.771881,14.463915,14.347736,0.032,0.028,0.039,0.047,0.036,0.054,0.04,0.014,0.039,0.016,0.057,0.037
154.578224,-46.334349,1.0,8.281071,0.021832,-1.982092,0.023966,15.227237,15.835563,14.465937,0.164217,0.023611,517.322282,15.637152,15.589978,15.713814,15.77763,15.707947,15.154931,14.86729,14.203106,13.930663,13.672881,13.389915,13.263736,0.024,0.03,0.032,0.03,0.033,0.036,0.029,0.013,0.026,0.017,0.06,0.027
154.613611,-46.323891,1.0,8.411471,0.034466,-2.124497,0.038208,16.10998,16.675278,15.382988,0.145779,0.035141,611.818131,16.249152,16.290978,16.419814,16.53163,16.457947,15.967931,15.66229,15.103106,14.835663,14.577881,14.335915,14.196736,0.032,0.025,0.042,0.063,0.038,0.043,0.031,0.015,0.029,0.017,0.059,0.028
154.556552,-46.328471,1.0,8.382249,0.015064,-2.093072,0.016291,14.237119,14.881196,13.45621,0.195331,0.015803,485.941363,15.02875,14.970807,15.116732,15.114333,15.088108,14.347559,14.033571,13.309494,13.040296,12.757458,12.425146,12.289718,0.016,0.023,0.021,0.024,0.03,0.036,0.03,0.016,0.033,0.016,0.046,0.029
154.576156,-46.33461,1.0,8.418374,0.022112,-2.042218,0.024387,15.126816,15.741942,14.360958,0.178876,0.023918,512.502671,15.590152,15.557978,15.646814,15.72463,15.626947,15.044931,14.75829,14.114106,13.827663,13.565881,13.276915,13.163736,0.024,0.019,0.021,0.031,0.034,0.041,0.031,0.011,0.026,0.012,0.061,0.029
154.542542,-46.314831,1.0,8.352875,0.051051,-2.023964,0.054028,16.873047,17.42459,16.158854,0.124292,0.053586,492.966124,17.15575,17.145807,17.312732,17.367333,17.359108,16.834559,16.536571,15.940494,15.680296,15.420458,15.118146,15.028718,0.038,0.024,0.051,0.057,0.045,0.051,0.048,0.022,0.036,0.017,0.052,0.032
154.687757,-46.341618,1.0,8.215899,0.046979,-1.779548,0.051002,16.875238,17.470924,16.123657,0.243385,0.051969,750.86152,17.091152,17.120978,17.299814,17.36163,17.278947,16.779931,16.47529,15.838106,15.592663,15.345881,15.026915,14.948736,0.043,0.028,0.057,0.083,0.054,0.04,0.032,0.016,0.032,0.022,0.061,0.032
154.66212,-46.322209,1.0,8.292103,0.011336,-1.925799,0.012547,13.591387,14.212227,12.824475,0.178384,0.012257,720.131361,14.173152,14.047978,14.107814,14.21463,14.101947,13.543931,13.25029,12.547106,12.299663,12.051881,11.731915,11.608736,0.02,0.022,0.022,0.023,0.024,0.036,0.035,0.012,0.029,0.013,0.041,0.029
154.680179,-46.322467,0.0,8.140428,0.026037,-1.976151,0.029312,15.646496,16.265945,14.880363,0.19429,0.028044,760.034397,16.075152,16.059978,16.086814,16.22763,16.129947,15.582931,15.26929,14.628106,14.362663,14.113881,13.808915,13.683736,0.026,0.023,0.027,0.032,0.028,0.041,0.035,0.015,0.034,0.015,0.058,0.035
154.615146,-46.312061,1.0,8.33994,0.023095,-2.083377,0.026038,15.307816,15.88273,14.553214,0.220517,0.024066,638.242627,15.575152,15.563978,15.669814,15.78063,15.773947,15.191931,14.88529,14.284106,14.011663,13.743881,13.488915,13.402736,0.021,0.029,0.026,0.03,0.038,0.039,0.026,0.021,0.031,0.017,0.059,0.031
154.643957,-46.300354,1.0,8.072869,0.016898,-2.051704,0.017981,14.586703,15.189736,13.83273,0.18484,0.017923,721.178013,14.999152,14.974978,15.103814,15.18963,15.097947,14.509931,14.20029,13.566106,13.305663,13.040881,12.764915,12.661736,0.02,0.027,0.028,0.028,0.031,0.041,0.028,0.015,0.028,0.013,0.066,0.025
154.596494,-46.268125,1.0,8.350655,0.035255,-2.114345,0.03988,16.304306,16.823622,15.608516,0.21733,0.038051,707.322376,16.64994,16.615759,16.741609,16.845944,16.832997,16.307217,16.005752,15.433341,15.173539,14.942397,14.661727,14.534509,0.037,0.024,0.04,0.034,0.034,0.046,0.031,0.018,0.035,0.016,0.054,0.032
154.678631,-46.236281,1.0,8.254076,0.026323,-2.127556,0.028674,15.702399,16.258768,14.976508,0.241626,0.028517,932.978366,16.21394,16.167759,16.221609,16.308944,16.275997,15.749217,15.426752,14.816341,14.573539,14.309397,14.000727,13.869509,0.025,0.019,0.034,0.034,0.024,0.035,0.034,0.017,0.036,0.013,0.048,0.032
154.020598,-46.591717,0.0,8.307044,0.053454,-1.81143,0.050202,16.851133,17.319021,16.218126,0.143135,0.054507,1147.283142,17.040579,17.241951,17.216672,17.457499,17.258141,16.922985,16.63561,16.048631,15.795647,15.583973,15.307649,15.17089,0.037,0.029,0.042,0.06,0.06,0.048,0.055,0.023,0.034,0.021,0.052,0.044
154.178054,-46.629633,1.0,8.566512,0.023781,-1.993906,0.024365,15.537371,16.059982,14.847135,0.137764,0.025354,960.634524,15.945683,15.986719,15.986548,16.184739,16.158691,15.624878,15.318159,14.694333,14.460165,14.195597,13.90644,13.780418,0.031,0.03,0.029,0.032,0.054,0.057,0.047,0.027,0.028,0.023,0.064,0.036
154.363469,-46.59696,1.0,8.263815,0.022138,-1.945509,0.022714,15.293161,15.834857,14.587625,0.179859,0.023426,671.492657,15.67834,15.740383,15.786394,15.909902,15.883204,15.353069,15.044946,14.45529,14.192679,13.930132,13.608904,13.507991,0.025,0.032,0.022,0.023,0.043,0.046,0.039,0.027,0.034,0.021,0.075,0.038
154.325341,-46.57814,1.0,8.686319,0.017091,-1.915175,0.017308,14.642449,15.240022,13.892677,0.189303,0.018145,627.007466,15.36334,15.346383,15.430394,15.461902,15.408204,14.797069,14.480946,13.80729,13.520679,13.224132,12.922904,12.766991,0.03,0.021,0.02,0.019,0.043,0.048,0.039,0.021,0.025,0.021,0.061,0.032
154.347839,-46.550734,1.0,8.245609,0.043188,-2.083928,0.039521,16.458515,16.960094,15.769177,0.17975,0.042452,516.457451,16.736993,16.70365,16.758382,16.979593,16.902466,16.451219,16.130507,15.601549,15.333609,15.060035,14.787047,14.684608,0.038,0.034,0.029,0.047,0.05,0.05,0.035,0.022,0.03,0.021,0.059,0.037
154.257241,-46.605478,0.0,8.329762,0.023477,-1.881923,0.023841,15.42889,16.009514,14.680857,0.187117,0.024799,783.547322,15.823546,15.825163,15.845671,16.015015,15.926757,15.396482,15.104936,14.4719,14.202729,13.914388,13.635095,13.491533,0.026,0.026,0.033,0.042,0.048,0.057,0.046,0.025,0.027,0.023,0.062,0.035
154.236938,-46.560672,1.0,8.099999,0.05784,-2.183402,0.056988,16.90721,17.403421,16.245739,0.216567,0.061669,674.478043,16.845546,17.005163,17.007671,17.247015,17.191757,16.742482,16.450936,15.9749,15.706729,15.529388,15.242095,15.112533,0.043,0.036,0.044,0.061,0.06,0.059,0.044,0.026,0.041,0.022,0.058,0.045
154.293498,-46.567155,0.0,8.273648,0.017811,-1.995721,0.018099,14.728596,15.316503,13.943379,0.222018,0.018977,619.930154,15.261546,15.296163,15.331671,15.341015,15.281757,14.725482,14.401936,13.7399,13.469729,13.169388,12.865095,12.751533,0.034,0.028,0.02,0.029,0.042,0.044,0.035,0.019,0.031,0.023,0.06,0.031
154.305275,-46.509486,0.0,8.423915,0.050269,-1.760205,0.044777,16.600435,17.118277,15.913715,0.255524,0.047938,425.684473,16.951964,17.048469,17.101914,17.202696,17.135058,16.679715,16.378186,15.792568,15.529949,15.270967,14.978765,14.849019,0.031,0.027,0.031,0.061,0.053,0.057,0.044,0.024,0.036,0.022,0.061,0.037
154.281305,-46.507747,1.0,8.348261,0.034693,-1.776583,0.030778,15.831764,16.352175,15.14448,0.139376,0.032551,457.540775,16.200964,16.327469,16.394914,16.501696,16.454058,15.924715,15.635186,15.034568,14.766949,14.494967,14.228765,14.103019,0.034,0.027,0.037,0.044,0.043,0.057,0.035,0.024,0.037,0.019,0.063,0.042
154.280401,-46.504162,1.0,8.06236,0.057902,-1.949206,0.051988,16.865139,17.359604,16.203465,0.177145,0.055952,449.474047,17.081964,17.142469,17.248914,17.471696,17.412058,16.891715,16.578186,16.022568,15.813949,15.481967,15.263765,15.133019,0.036,0.025,0.048,0.072,0.051,0.056,0.041,0.021,0.038,0.022,0.05,0.041
154.263117,-46.505167,1.0,8.372222,0.036484,-1.823106,0.03242,15.950554,16.464869,15.258043,0.153764,0.03395,482.095807,16.371964,16.413469,16.482914,16.586696,16.540058,16.043715,15.737186,15.159568,14.867949,14.571967,14.331765,14.198019,0.032,0.027,0.027,0.039,0.041,0.053,0.039,0.02,0.03,0.02,0.056,0.037
154.170841,-46.585431,1.0,8.479281,0.049838,-1.827349,0.046818,16.800869,17.305452,16.138746,0.208229,0.052964,848.453699,17.078683,17.106719,17.117548,17.312739,17.261691,16.859878,16.528159,15.963333,15.714165,15.504597,15.17444,15.040418,0.039,0.029,0.049,0.066,0.048,0.049,0.057,0.024,0.039,0.024,0.057,0.044
154.132646,-46.543308,1.0,8.431286,0.057049,-1.855128,0.050137,16.864267,17.348078,16.221746,0.143396,0.055737,820.026664,17.208432,17.227491,17.256984,17.48857,17.435863,16.989802,16.659948,16.118909,15.889659,15.649149,15.341207,15.198019,0.05,0.029,0.05,0.069,0.049,0.053,0.055,0.025,0.041,0.025,0.061,0.054
154.083541,-46.544952,1.0,8.372452,0.033252,-1.884403,0.029854,15.785322,16.299772,15.100267,0.209721,0.03224,925.35669,16.218683,16.207719,16.281548,16.394739,16.371691,15.855878,15.579159,14.998333,14.712165,14.469597,14.16044,14.046418,0.035,0.033,0.027,0.039,0.047,0.054,0.044,0.028,0.035,0.021,0.061,0.044
