# ra,dec,X,Y,Vx,e_Vx,Vy,e_Vy,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_pmra_corr,ra_pmdec_corr,dec_pmra_corr,dec_pmdec_corr,pmra_pmdec_corr,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_expected_sig_to_noise,rv_chisq_pvalue,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,RVcormerg,e_RVcormerg,s_RVcormerg,N,flagXM,flagRV,flagBinary,Gmag,Survey
6.567391,-72.083417,-602.198288,-10.418897,5.277433,0.016046,-2.048036,0.016671,4689632738492989184,0.18724968770900183,0.01465689,5.295733968677468,0.016046265,-2.000297276448373,0.016670704,-0.034499448,-0.20129068,-0.108313665,-0.03082821,0.06367399,0.06195717,1.0125546,14.047549,14.57122,13.370289,-10.091963,4.046416,2,15,5,6.3796225,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,12.895999999999999,0.021,13.782,0.012,15.61,0.012,15.704,0.085,15.485999999999999,0.009,15.297,0.035,14.439,0.008,13.511,0.013,13.053,0.035,14.765999999999998,0.009,13.242,0.023,15.507000000000001,0.01,-14.058,0.254,0.0,1,,0.0,,14.06,APOGEE
6.629671,-72.062435,-671.928319,64.451456,5.070815,0.031256,-2.609001,0.033967,4689632768549982976,0.0664187072809646,0.029531334,5.096839913879579,0.031255573,-2.5578343930232084,0.033966914,-0.0719259,-0.18896,-0.085276425,-0.050084777,-0.049665935,0.024113085,1.0531728,15.810521,16.232153,15.179123,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5499.6826,2.9283,-0.2777,11312.966,0.4399,0.3593,0.1927,1.0,14.716,0.027,15.491,0.013,16.837,0.035,17.061999999999998,0.161,16.847,0.02,16.753,0.068,16.049,0.013,15.245000000000001,0.015,14.844999999999999,0.028,16.345,0.011,15.011,0.021,16.618000000000002,0.023,,,,,,,,,
6.649691,-72.060245,-694.205799,72.109422,5.036431,0.030227,-2.407401,0.031431,4689632772852669696,0.20323642540507803,0.027212253,5.061213965409804,0.030227106,-2.354908462041547,0.031430803,-0.054786958,-0.19642967,-0.050814226,-0.014630074,-0.068624645,0.050886888,1.417538,15.030874,15.460051,14.348312,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,13.88,0.02,14.703,0.013,16.224999999999998,0.021,16.340999999999998,0.114,16.155,0.015,16.052,0.045,15.318999999999999,0.008,14.449000000000002,0.012,14.024999999999999,0.033,15.599999999999998,0.008,14.215,0.017,16.080000000000002,0.015,,,,,,,,,
6.486239,-72.068366,-512.744721,44.512223,5.631731,0.046297,-2.010832,0.052094,4689632875931934080,0.10526735440741872,0.0433121,5.647029673961672,0.046296626,-1.9675076213910436,0.05209415,-0.016758898,-0.21240902,-0.079246275,-0.025345786,0.06959574,0.06013381,0.96832836,16.642332,17.06232,16.068245,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,15.624999999999998,0.031,16.41,0.021,17.814999999999998,0.08,17.916999999999998,0.295,17.637,0.048,17.574,0.103,16.948999999999998,0.021,16.139,0.019,15.759999999999998,0.041,17.172,0.014,15.931000000000001,0.028,17.542,0.051,,,,,,,,,
6.482203,-72.078097,-508.004628,9.517792,5.215856,0.019645,-2.203109,0.021581,4689632875931949312,0.19143185014068115,0.018338066,5.232497500357377,0.019644469,-2.1633239053505466,0.021581328,-0.07536361,-0.19645542,-0.030737042,0.009993276,0.09271117,0.01853385,1.0151943,14.842034,15.316311,14.200497,-13.544089,7.552986,2,17,10,4.2459598,,5000.0,3.0,-0.75,NOT_AVAILABLE,false,false,true,true,5230.119,3.4813,-0.1019,2730.8623,0.3751,0.3021,0.1611,0.0,13.752,0.022,14.565000000000001,0.013,16.227999999999998,0.02,16.215,0.103,16.168999999999997,0.014,15.965,0.044,15.158999999999999,0.009,14.303999999999998,0.012,13.884,0.035,15.468999999999998,0.008,14.065999999999999,0.025,16.033,0.016,-18.752,0.365,0.0,1,,0.0,,14.8554,GES
6.54542,-72.061842,-578.53988,67.460861,5.651226,0.026907,-2.587899,0.02988,4689632910291646976,0.19218979919488463,0.025213435,5.673458333641223,0.026907336,-2.53883263162992,0.029879905,-0.10907966,-0.16013846,-0.06364454,-0.0014034971,0.094220415,0.024783082,0.9963934,15.54501,15.973883,14.920655,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5265.604,3.6662,-0.4301,2534.198,0.2996,0.2435,0.131,1.0,14.478,0.021,15.222000000000001,0.015,16.506,0.03,16.688,0.136,16.613999999999997,0.024,16.533,0.065,15.793,0.014,14.986,0.016,14.631999999999998,0.032,16.098,0.015,14.764,0.026,16.384,0.025,,,,,,,,,
6.546,-72.062831,-579.152576,63.895471,5.877962,0.03582,-2.727886,0.040502,4689632910291649152,0.1452591059196948,0.033777505,5.901425487945168,0.035819557,-2.676792913831743,0.04050198,-0.12309131,-0.15581706,-0.06667525,-0.0036556995,0.09921647,0.023808982,1.0140923,16.170877,16.606953,15.550531,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5430.349,3.5146,-0.2494,5214.0737,0.4037,0.3296,0.1771,1.0,15.074,0.025,15.853000000000002,0.02,17.241,0.048,17.381,0.213,17.264000000000003,0.035,17.205000000000002,0.093,16.445999999999998,0.019,15.614999999999998,0.016,15.227,0.031,16.721999999999998,0.013,15.341000000000001,0.028,17.028000000000002,0.044,,,,,,,,,
6.536825,-72.06325,-568.967381,62.477244,5.486536,0.015064,-2.400456,0.016602,4689632910291652480,0.2010302616535152,0.014381567,5.50681356734801,0.015064263,-2.3536101678067136,0.016601713,-0.12440986,-0.18086451,-0.06247455,-7.0763816E-4,0.10037715,0.012497408,0.96572083,14.168933,14.674113,13.508622,-24.924046,5.619006,2,10,5,6.004536,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,13.040999999999999,0.025,13.89,0.014,15.820999999999998,0.016,15.729,0.079,15.645000000000001,0.011,15.34,0.034,14.52,0.007,13.623999999999999,0.012,13.186,0.034,14.840999999999998,0.01,13.369,0.021,15.614,0.014,,,,,,,,,
6.511896,-72.063508,-541.322913,61.776956,5.460646,0.034582,-2.127091,0.038003,4689632910291657984,0.18890029289464141,0.03200697,5.47773144902429,0.03458157,-2.0827432189524346,0.038003262,-0.082580075,-0.1673037,-0.08632695,-0.016425489,0.06763695,0.06650591,0.96136767,16.005564,16.43338,15.411408,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5061.4995,2.9755,-0.6958,6901.6743,0.0548,0.0443,0.0238,0.0,14.969,0.027,15.716000000000001,0.018,17.183999999999997,0.051,17.108999999999998,0.164,17.131,0.025,16.908,0.075,16.265,0.013,15.494,0.018,15.088999999999999,0.035,16.561,0.012,15.268,0.025,16.851,0.044,,,,,,,,,
6.5141,-72.064683,-543.731151,57.52819,5.203996,0.036145,-2.151996,0.040521,4689632910291660160,0.2246105407294543,0.033711914,5.22136763989197,0.036145244,-2.1095374049672357,0.040521704,-0.18225023,-0.2772802,0.0022160592,0.056807764,-0.06470059,-0.0014386222,0.9867017,15.972582,16.41294,15.35476,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5243.6772,3.7221,-0.3803,2847.8015,0.2747,0.2229,0.1197,1.0,14.902,0.023,15.684000000000001,0.018,17.078999999999997,0.045,17.182,0.188,17.03,0.026,16.990000000000002,0.077,16.254,0.013,15.425,0.017,15.030000000000001,0.031,16.506999999999998,0.012,15.184000000000001,0.024,16.87,0.031,,,,,,,,,
6.489636,-72.056906,-516.828767,85.73951,5.15119,0.039107,-2.130487,0.04347,4689632944651388544,0.30764659607127853,0.0366584,5.1675374663582,0.03910648,-2.090559090151878,0.04346997,-0.06272443,-0.14753677,-0.075056955,-0.007976597,0.041667785,0.078742184,0.96947235,16.241692,16.66176,15.62438,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5189.381,4.1717,-0.695,2122.8618,0.2068,0.1681,0.0907,1.0,15.173,0.028,15.93,0.014,17.195,0.047,17.68,0.257,17.249000000000002,0.031,17.265,0.092,16.533,0.015,15.693999999999999,0.016,15.297,0.033,16.778,0.011,15.468,0.027,17.13,0.035,,,,,,,,,
6.499287,-72.06293,-527.360116,63.969204,5.016112,0.040924,-2.339995,0.048839,4689632944651398272,0.2563305951980219,0.03906628,5.034453997582139,0.040923096,-2.300299791372523,0.04883907,-0.09651955,-0.1815763,-0.12818311,-0.050779376,0.010007526,0.028446151,1.0025463,16.370937,16.797247,15.779296,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5043.634,4.2701,-0.9875,1836.9696,0.0109,0.0088,0.0047,0.0,15.344,0.025,16.075,0.015,17.479,0.069,17.494999999999997,0.212,17.499000000000002,0.038,17.283,0.089,16.641,0.015,15.844000000000001,0.019,15.437000000000001,0.037,16.913999999999998,0.013,15.628,0.023,17.444,0.055,,,,,,,,,
6.459553,-72.061175,-483.354063,70.619746,5.679538,0.038375,-2.318424,0.045163,4689632944651404288,0.2310637439928173,0.03920926,5.696186214295734,0.03837518,-2.2772475117647457,0.045163564,-0.053545028,-0.21077669,-0.102265924,0.0075760335,0.15035892,0.11038951,1.0247557,16.150488,16.597763,15.539303,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5332.8657,3.7047,-0.5197,3299.25,0.3023,0.2458,0.1318,1.0,15.109,0.024,15.870000000000001,0.019,17.243,0.043,17.532,0.235,17.311,0.032,17.214000000000002,0.093,16.451999999999998,0.017,15.616,0.017,15.232,0.036,16.711,0.012,15.383,0.026,16.933,0.047,,,,,,,,,
6.45789,-72.063998,-481.437273,60.471759,5.094558,0.035741,-2.311971,0.042512,4689632944651409408,0.22156195451343352,0.038126826,5.111111020556766,0.035740852,-2.2751704227612635,0.042512767,0.032789063,-0.27850574,-0.14805125,-0.030444095,0.10206042,0.16341332,1.4322954,15.523073,15.893883,14.85418,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5697.907,4.1263,-1.1338,1740.65,0.5511,0.4544,0.248,0.0,14.397,0.024,15.161999999999999,0.014,16.711,0.029,16.64,0.14,16.598,0.019,16.42,0.055,15.732,0.008,14.921,0.016,14.535,0.031,16.000999999999998,0.009,14.699000000000002,0.023,16.476,0.022,,,,,,,,,
6.511605,-72.055079,-541.246251,92.121451,5.457193,0.013478,-2.462822,0.014814,4689632974708827776,0.21587539966958538,0.012972941,5.476987082935605,0.013478288,-2.4185181509305096,0.014814463,-0.11868364,-0.25022516,-0.09735736,-0.015780441,0.056279566,0.025126169,0.97645396,13.808208,14.335602,13.128395,-19.14552,2.665715,2,12,9,7.352477,,4750.0,1.5,-0.75,NOT_AVAILABLE,false,false,false,true,5399.3774,2.891,0.0089,3953.2917,0.5714,0.4554,0.2407,0.0,12.650999999999998,0.024,13.532,0.013,15.613999999999997,0.012,15.468,0.074,15.35,0.009,15.049,0.028,14.198,0.008,13.268999999999998,0.014,12.817,0.035,14.523,0.01,13.003,0.022,15.415,0.01,-20.42,0.276,0.0,1,,0.0,,13.82,APOGEE
6.512834,-72.050879,-542.731519,107.232512,4.994318,0.019426,-2.499223,0.02178,4689632979011110272,0.1652687086125467,0.019016534,5.014470581439734,0.019426402,-2.458566830067225,0.02177966,-0.13164288,-0.2674643,-0.06772316,0.028895369,0.015633395,0.042375617,0.9839948,14.718786,15.218483,14.058962,-27.3416,9.071739,2,9,4,3.4539857,,4750.0,2.0,-1.0,VARIABLE,true,false,true,true,5443.339,3.1719,-0.0683,4438.76,0.632,0.5101,0.2725,1.0,13.630999999999998,0.022,14.495999999999999,0.014,16.096999999999998,0.017,16.179,0.104,16.090000000000003,0.013,15.938000000000002,0.044,15.136,0.009,14.232,0.013,13.782,0.035,15.436999999999998,0.012,13.958000000000002,0.022,15.974,0.015,,,,,,,,,
6.646994,-72.035946,-692.121443,159.612627,5.410391,0.015635,-2.372145,0.016716,4689633047730531840,0.22278932786981098,0.014475597,5.434682050757152,0.015635015,-2.316010445185225,0.016716123,-0.09587795,-0.2100192,-0.045550376,-0.011266758,-0.03928788,0.0014674865,1.0025,14.288712,14.803011,13.617124,-28.551952,8.195574,2,16,5,5.6067224,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,5358.406,2.9829,-0.0415,4742.791,0.6122,0.4912,0.2614,1.0,13.142000000000001,0.023,14.006,0.012,15.732999999999997,0.016,15.847999999999999,0.085,15.671999999999999,0.011,15.513000000000002,0.037,14.669999999999998,0.008,13.759,0.012,13.306999999999999,0.035,14.979,0.011,13.48,0.021,15.669,0.013,,,,,,,,,
6.614253,-72.042695,-655.53208,135.683555,4.878957,0.050194,-2.493777,0.057671,4689633047730550400,0.2891881190937722,0.045798194,4.903201479104184,0.05019381,-2.4458034410863156,0.05767174,-0.07639647,-0.1582262,-0.05377763,-0.027642215,0.06443553,-0.053528886,1.4133197,16.066923,16.503193,15.443992,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5120.6978,4.1322,-0.4527,2124.0671,0.1724,0.1393,0.0747,0.0,15.014999999999999,0.026,15.773,0.015,17.195,0.052,17.211,0.174,17.165,0.033,17.105,0.083,16.341,0.012,15.524999999999999,0.015,15.134,0.031,16.625,0.011,15.307000000000002,0.024,17.071,0.037,,,,,,,,,
6.615937,-72.048012,-657.212741,116.525452,5.231954,0.039344,-2.739992,0.044879,4689633047730561408,0.1588486094464115,0.036986876,5.25867368780383,0.039343327,-2.6883975509047717,0.044879325,-0.078357704,-0.18809259,-0.03780379,0.00274366,0.010643572,0.034763575,1.0021092,16.369537,16.782986,15.747598,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5329.845,3.7691,-0.4753,3371.0728,0.2439,0.1984,0.1063,1.0,15.325000000000001,0.027,16.071,0.015,17.194,0.053,17.410999999999998,0.221,17.334000000000003,0.041,17.223,0.093,16.570999999999998,0.02,15.799,0.013,15.361,0.029,16.929,0.011,15.594000000000001,0.021,17.085,0.043,,,,,,,,,
6.623748,-72.049022,-665.842694,112.803061,5.488863,0.023035,-2.111113,0.025273,4689633047730561792,0.20039173711406816,0.021785457,5.5096542406061095,0.023035286,-2.056306683889975,0.025273088,-0.06464651,-0.204907,-0.038368355,0.0060533816,0.021390088,0.027990058,1.0010154,15.211121,15.674267,14.584043,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5121.156,3.5698,-0.3222,2364.2842,0.2493,0.2008,0.1076,0.0,14.136999999999999,0.022,14.925999999999998,0.015,16.416999999999998,0.024,16.457,0.122,16.399,0.016,16.238,0.05,15.511,0.009,14.686,0.014,14.274999999999999,0.031,15.803999999999998,0.01,14.439,0.023,16.247,0.02,,,,,,,,,
6.567972,-72.040896,-604.225617,142.642452,5.238913,0.016658,-1.978906,0.01777,4689633082090295808,0.190064912908209,0.015594785,5.256605616801937,0.016658155,-1.9314675990807677,0.017770555,-0.108802855,-0.17607646,-0.083033994,-0.012918561,0.08021042,0.058915954,1.0121387,14.302783,14.816707,13.632126,-8.711154,5.7543864,2,19,10,5.937313,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,4895.595,2.8886,-0.4913,2878.856,0.2473,0.1959,0.1046,1.0,13.162999999999998,0.022,14.032,0.013,15.788999999999998,0.016,15.876999999999999,0.09,15.691,0.011,15.543,0.039,14.674,0.008,13.768,0.013,13.318999999999999,0.033,14.995999999999999,0.011,13.495000000000001,0.02,15.690999999999999,0.012,,,,,,,,,
6.654895,-72.019659,-701.50708,218.152004,5.662245,0.030775,-2.46925,0.029079,4689633116449981568,0.21505534695915382,0.024809083,5.687843242465598,0.030775487,-2.409757502449682,0.02907859,-0.03385415,-0.25011924,0.0028692808,0.0046333214,-0.047407933,-0.04056224,1.0174255,15.464442,15.922657,14.836957,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5414.608,3.5013,-0.1592,3827.7761,0.4516,0.3673,0.1969,1.0,14.395999999999999,0.025,15.196000000000002,0.014,16.599,0.027,16.794,0.135,16.616999999999997,0.018,16.519000000000002,0.061,15.762,0.012,14.940999999999999,0.015,14.524999999999999,0.035,16.058,0.012,14.702000000000002,0.023,16.478,0.025,,,,,,,,,
6.685728,-72.057781,-734.260937,80.553035,5.023164,0.028281,-2.572886,0.031319,4689633150809955712,0.18515515262474527,0.025541618,5.051178091201573,0.028280612,-2.517500281698174,0.031319767,-0.066107064,-0.19828223,-0.007146568,0.008205773,-0.1227712,0.009461064,0.96173394,15.709485,16.151407,15.096254,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5284.5923,3.663,-0.212,3160.171,0.2778,0.2256,0.1207,0.0,14.661,0.023,15.418,0.014,16.941,0.034,16.95,0.154,16.744999999999997,0.022,16.71,0.066,15.977999999999998,0.009,15.174,0.014,14.773,0.033,16.282999999999998,0.011,14.962,0.021,16.716,0.029,,,,,,,,,
6.76238,-72.034314,-820.298242,164.037993,5.316318,0.041785,-1.7387,0.048483,4689633185160170624,0.1415256785444885,0.035319984,5.337284275551227,0.041784033,-1.6733488240963732,0.048484124,-0.11730859,-0.16578113,-0.044146173,-0.0407104,0.06420352,-0.14633843,1.4461992,15.537159,15.890157,14.844531,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,1.0,14.382,0.023,15.161999999999999,0.013,16.442,0.024,16.586,0.124,16.481,0.02,16.424,0.051,15.718,0.012,14.919,0.015,14.535,0.03,16.003999999999998,0.013,14.689,0.025,16.266000000000002,0.019,,,,,,,,,
6.77902,-72.032091,-838.874302,171.809145,5.187966,0.0201,-1.985462,0.020881,4689633288248671616,0.18771701977142494,0.016068833,5.212499915426179,0.02010031,-1.920227207831385,0.020880641,-0.12859474,-0.25826314,0.05725269,0.063850865,0.0017866717,-0.09452623,1.0816163,14.383743,14.885648,13.725867,-8.962243,6.5147133,2,18,0,4.8483877,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,4886.442,3.0652,-0.3124,2627.5625,0.161,0.1276,0.0678,0.0,13.257,0.022,14.109000000000002,0.013,15.921999999999997,0.017,15.878,0.091,15.787,0.009,15.525000000000002,0.034,14.736999999999998,0.008,13.849,0.015,13.418,0.033,15.059999999999999,0.012,13.604,0.023,15.743000000000002,0.013,,,,,,,,,
6.876837,-71.997164,-949.274754,296.084224,5.16163,0.029473,-2.215442,0.033498,4689633391327838336,0.1817120011931528,0.025280226,5.192541632720736,0.029472021,-2.142088135538355,0.033498652,-0.12560391,-0.17340255,-0.0049296976,0.0012795359,-0.021611657,-0.079332806,1.0169779,15.54483,16.005562,14.924039,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5169.8945,3.5711,-0.4136,2721.0737,0.2774,0.2241,0.1204,1.0,14.482999999999999,0.025,15.267,0.014,16.625999999999998,0.027,16.849999999999998,0.141,16.68,0.021,16.597,0.06,15.855999999999998,0.011,15.024000000000001,0.017,14.614999999999998,0.033,16.137,0.014,14.788,0.022,16.529,0.028,,,,,,,,,
6.682182,-72.025765,-731.589245,195.845346,4.743407,0.036302,-2.186903,0.037953,4689633425687630848,0.20749314352569617,0.029828604,4.7670617818069925,0.036301713,-2.1348977470918404,0.037952863,-0.10377033,-0.08680566,-0.023433588,-0.016819466,-0.030674143,-0.13029233,1.0475708,15.812934,16.259378,15.200649,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5246.2427,3.7473,-0.3193,2606.691,0.2743,0.2225,0.1193,1.0,14.746,0.025,15.533000000000001,0.015,16.857999999999997,0.031,17.055,0.162,16.845,0.026,16.828,0.067,16.08,0.012,15.294,0.015,14.855,0.03,16.383,0.011,15.07,0.023,16.704,0.026,,,,,,,,,
6.761594,-72.013756,-820.333026,238.050097,5.219628,0.016546,-2.380857,0.017617,4689633460047342848,0.21234857433995677,0.01365403,5.248443817078538,0.01654555,-2.316713765960032,0.017617028,-0.09875923,-0.11545117,0.02546861,0.033822924,0.029336184,-0.019067395,0.9946451,14.086562,14.596845,13.419501,-16.016726,2.5884128,2,21,6,7.3149977,,4750.0,2.0,-0.75,NOT_AVAILABLE,false,false,true,true,4658.9263,1.8391,-1.1712,8779.047,2.0E-4,2.0E-4,1.0E-4,0.0,12.944999999999999,0.023,13.799,0.01,15.619,0.014,15.587999999999997,0.079,15.497000000000002,0.01,15.264,0.033,14.439,0.007,13.535,0.014,13.102,0.035,14.764,0.009,13.288,0.022,15.470000000000002,0.012,,,,,,,,,
6.671081,-72.017602,-719.573855,225.365164,5.136021,0.022449,-2.034593,0.023644,4689633494407098368,0.13049147072355205,0.018946268,5.15762357055066,0.022449343,-1.9792546233017199,0.023644459,-0.07281673,-0.19225322,-0.05476583,-0.04920324,-0.053971797,-0.074314915,1.0762411,14.846964,15.324896,14.207776,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,13.757,0.025,14.577000000000002,0.014,16.258,0.022,16.24,0.111,16.139000000000003,0.013,15.906000000000002,0.046,15.148,0.009,14.321000000000002,0.015,13.904,0.033,15.477,0.011,14.084,0.021,16.102,0.018,,,,,,,,,
6.723694,-72.013941,-778.19722,237.890444,5.23663,0.041975,-2.894633,0.045225,4689633524476976768,0.23322304943081745,0.0354697,5.269952471100762,0.04197485,-2.8335607148060697,0.045225397,-0.100696094,-0.1729295,-0.0035562413,0.002970816,-0.062033877,-0.0555131,1.0125264,16.319778,16.743734,15.709196,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5180.682,4.1678,-0.6911,2222.732,0.1912,0.1554,0.0839,1.0,15.272999999999998,0.026,16.035,0.013,17.294,0.063,17.483,0.21,17.154000000000003,0.062,17.329,0.096,16.595,0.02,15.800999999999998,0.016,15.393,0.032,16.886,0.015,15.563000000000002,0.026,17.275000000000002,0.048,,,,,,,,,
6.765579,-72.004086,-825.190379,272.807267,4.99247,0.044288,-2.590896,0.044907,4689633528766809472,0.20533501569024976,0.035026584,5.024040310509636,0.04428822,-2.529188829063773,0.044907358,-0.11357078,-0.08398291,0.004996371,0.003362534,-0.022386892,-0.051498935,0.9753391,16.270086,16.705997,15.665304,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5123.1943,4.1925,-0.7681,2040.4558,0.1571,0.1273,0.0688,1.0,15.214,0.027,15.983,0.014,17.06,0.048,17.29,0.18,17.217,0.035,17.189,0.082,16.514,0.016,15.753,0.015,15.344999999999999,0.037,16.819,0.012,15.510000000000002,0.025,17.029,0.036,,,,,,,,,
6.751581,-72.009008,-809.409572,255.278861,5.093376,0.029627,-2.430068,0.030848,4689633528766816256,0.1810890636241323,0.02429768,5.122407393302711,0.029626865,-2.36831956382179,0.030847784,-0.12143793,-0.22077006,0.03525182,0.041374754,-0.07585733,-0.0782303,0.9559029,15.535093,15.988569,14.917512,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5518.9062,3.6048,-0.1531,3438.7043,0.4978,0.4065,0.2181,1.0,14.476999999999999,0.028,15.266000000000002,0.012,16.602999999999998,0.025,16.75,0.142,16.661,0.022,16.560000000000002,0.06,15.838000000000001,0.012,15.023,0.016,14.619,0.034,16.14,0.011,14.779,0.026,16.487000000000002,0.024,,,,,,,,,
6.806335,-71.998238,-870.790338,293.283285,5.271281,0.011867,-2.527061,0.013553,4689633558823826816,0.21861293537687335,0.010345262,5.303714151921418,0.011866912,-2.458334354292195,0.013552868,-0.16924316,-0.19883446,0.0063414956,0.01382121,0.05977627,-0.12967268,1.0166003,12.429381,13.111311,11.632362,-23.416058,0.72369295,1,22,5,30.139826,0.012686841,4500.0,1.5,-0.5,NOT_AVAILABLE,false,false,false,true,,,,,,,,0.0,11.065,0.016,12.15,0.008,14.994,0.008,14.968999999999998,0.053,14.548,0.006,14.173000000000002,0.022,13.070999999999998,0.007,11.847000000000001,0.009,11.280000000000001,0.029,13.402999999999999,0.01,11.480999999999998,0.014,14.924,0.009,-23.828,0.054,0.02,2,,0.0,,12.4386,APOGEE;Gaia
6.775406,-72.00917,-835.891064,254.370081,5.112141,0.03733,-1.989817,0.042164,4689633563126551680,0.20253940370843693,0.031808164,5.136615742480841,0.037329383,-1.9258421213237096,0.042164292,-0.12999737,-0.15522616,-0.021437056,-0.011956151,0.035213664,-0.07511805,1.0055747,16.061987,16.48328,15.428232,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5366.587,3.6038,-0.3966,3978.6128,0.3766,0.3068,0.1652,1.0,14.874,0.022,15.565999999999999,0.024,17.066,0.041,17.320999999999998,0.205,17.106,0.027,17.025000000000002,0.087,16.156,0.026,15.328,0.022,14.948,0.024,16.493,0.015,15.137,0.023,16.923000000000002,0.036,,,,,,,,,
6.481235,-72.046699,-507.790787,122.553332,5.339188,0.019614,-2.253982,0.021222,4689633696284068480,0.1628263481939813,0.019661857,5.35617568264952,0.019613853,-2.2133434905167704,0.021222055,-0.10337463,-0.17878523,-0.06744558,0.0033707053,0.08140492,0.055106115,0.9728124,14.681286,15.149735,14.025831,-3.5620713,12.973348,2,13,9,4.2810717,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,5468.7476,3.2159,-0.1276,4145.003,0.5753,0.4664,0.2497,1.0,13.557999999999998,0.023,14.378,0.013,15.873999999999999,0.017,16.024,0.1,15.863000000000001,0.014,15.766000000000002,0.041,14.979,0.01,14.125,0.012,13.692999999999998,0.033,15.283999999999999,0.009,13.877000000000002,0.021,15.759,0.018,,,,,,,,,
6.456464,-72.053301,-480.132643,98.990086,5.650693,0.01762,-2.071767,0.019823,4689633700565630848,0.17995306393778895,0.01728929,5.665452100832309,0.017620035,-2.0310971188760005,0.019823296,-0.06751263,-0.15113339,-0.0827975,-0.0040442273,0.19166498,0.05903825,1.0052869,14.365968,14.859779,13.71302,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5584.665,2.6671,0.0109,7966.071,0.5713,0.4606,0.2441,0.0,13.246999999999998,0.022,14.078,0.013,15.852999999999998,0.019,15.808999999999997,0.085,15.706000000000001,0.013,15.48,0.037,14.697,0.006,13.818999999999999,0.014,13.376000000000001,0.034,15.024999999999999,0.01,13.571000000000002,0.021,15.657,0.016,,,,,,,,,
6.532949,-72.037011,-565.469175,156.967441,5.546824,0.022782,-1.873189,0.02354,4689633734925324928,0.18918097501227626,0.02160985,5.562486378405156,0.022782383,-1.82620639650008,0.023540528,-0.08314295,-0.14136422,-0.045500606,0.03232876,0.08943823,0.099442855,0.9138054,14.971857,15.451085,14.327646,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5291.8384,3.4913,-0.0999,2925.248,0.447,0.3605,0.1926,1.0,13.877999999999998,0.027,14.693000000000001,0.015,16.259999999999998,0.021,16.333,0.122,16.229999999999997,0.018,16.103,0.049,15.309999999999999,0.009,14.395,0.018,14.018,0.033,15.594999999999999,0.01,14.190999999999999,0.023,16.144000000000002,0.017,,,,,,,,,
