# ra,dec,X,Y,Vx,e_Vx,Vy,e_Vy,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_pmra_corr,ra_pmdec_corr,dec_pmra_corr,dec_pmdec_corr,pmra_pmdec_corr,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_expected_sig_to_noise,rv_chisq_pvalue,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,RVcormerg,e_RVcormerg,s_RVcormerg,N,flagXM,flagRV,flagBinary,Gmag,Survey
5.681915,-72.012699,379.877876,245.805642,5.119428,0.012548,-3.252382,0.012867,4689642737171879936,0.17760160184584622,0.012055107,5.1009055424734315,0.012548408,-3.2813832687889106,0.012866677,-0.22973755,-0.24847023,-0.03928633,0.05182217,0.021909747,-0.08791207,1.0498016,13.403391,13.968612,12.690534,-23.517822,2.2097392,2,18,9,16.020056,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,false,true,5475.5967,2.5625,-0.008,5252.721,0.8019,0.637,0.3375,1.0,12.184,0.021,13.124,0.014,15.178999999999998,0.011,15.294,0.068,14.998,0.008,14.777000000000001,0.028,13.843,0.006,12.84,0.011,12.358,0.035,14.175,0.008,12.556999999999999,0.018,15.082,0.009,-25.658,0.207,0.0,1,,0.0,,13.416,GALAH
5.727672,-72.000598,329.224557,289.63947,5.47253,0.024158,-2.788498,0.025981,4689642737178050944,0.188882293558208,0.021929903,5.458772477612729,0.024158088,-2.815363492655945,0.025980875,-0.22654866,-0.18859553,-0.04574858,0.005955451,0.026842574,-0.1695362,0.9701663,15.112019,15.583161,14.479327,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5394.601,3.496,-0.1295,3251.1716,0.4699,0.3813,0.2042,1.0,14.022999999999998,0.023,14.835999999999999,0.014,16.232999999999997,0.02,16.401999999999997,0.13,16.278,0.016,16.214000000000002,0.053,15.393,0.009,14.575,0.014,14.151,0.037,15.733999999999998,0.01,14.326,0.021,16.11,0.018,,,,,,,,,
5.704644,-72.00406,354.775188,277.045235,5.440514,0.016145,-2.80756,0.018048,4689642737178088064,0.20378649572293378,0.015537839,5.425580300129726,0.016145306,-2.8363430383958184,0.018048352,-0.19865695,-0.24155605,-0.015137609,0.065114364,0.023088913,-0.05710667,1.0006193,14.257455,14.763968,13.59645,-18.8376,3.326806,2,16,10,6.4014907,,4750.0,1.5,-1.0,NOT_AVAILABLE,false,false,true,true,4867.35,2.5844,-0.36,4890.0005,0.1495,0.1182,0.0627,0.0,13.121999999999998,0.025,13.975000000000001,0.015,15.86,0.015,15.776,0.083,15.697999999999999,0.011,15.409000000000002,0.036,14.619,0.008,13.719000000000001,0.013,13.267,0.038,14.925999999999998,0.007,13.457,0.022,15.673000000000002,0.012,,,,,,,,,
5.710177,-72.005177,348.599566,273.056609,5.606195,0.023182,-3.044286,0.024923,4689642737178089472,0.257462398357289,0.022111436,5.59028729819792,0.023181813,-3.073429543514507,0.024922991,-0.18405002,-0.234578,-0.024592027,0.05395778,-0.031598546,-0.06497706,1.3818347,14.41756,14.896883,13.73235,-15.462082,4.6004386,2,14,6,6.067647,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,5433.758,2.9809,-0.0677,5174.358,0.6341,0.511,0.2725,1.0,13.241999999999999,0.022,14.081,0.015,15.655999999999999,0.018,15.857,0.091,15.648000000000001,0.016,15.530000000000001,0.039,14.716000000000001,0.013,13.82,0.013,13.372,0.029,15.024000000000001,0.011,13.556000000000001,0.018,15.525000000000002,0.018,,,,,,,,,
5.71187,-72.007426,346.674979,264.96861,5.586226,0.015539,-2.668101,0.016465,4689642737178099584,0.17480156945094932,0.01489224,5.572351309397385,0.015538616,-2.696988007577829,0.016464885,-0.20568542,-0.2558802,-0.026155956,0.055877432,-0.03342176,-0.08561147,1.0026197,14.128857,14.615338,13.4822645,-11.799573,4.622854,2,12,7,6.6560516,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,false,true,5762.938,2.238,-0.0372,14967.342,0.6805,0.5527,0.2938,1.0,13.019,0.024,13.854,0.014,15.442999999999998,0.011,15.572,0.075,15.42,0.01,15.266000000000002,0.034,14.471,0.008,13.599,0.012,13.175,0.038,14.773,0.009,13.34,0.021,15.367,0.011,,,,,,,,,
5.69709,-72.010025,363.059887,255.525032,5.002431,0.045205,-3.338442,0.045411,4689642737178127616,0.1440716415254987,0.03908245,4.984268904028344,0.04520494,-3.3655223967353445,0.04541059,-0.19333947,-0.38808006,0.09306168,0.13439521,-0.17075488,-0.13705744,1.0499828,16.342962,16.77363,15.734274,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5155.0015,4.1701,-0.7812,2186.0,0.1659,0.1348,0.0728,1.0,15.284999999999998,0.029,16.067,0.018,17.147,0.055,17.471999999999998,0.216,17.457,0.043,17.247,0.094,16.627,0.017,15.817,0.017,15.419,0.04,16.903,0.012,15.597999999999999,0.024,17.009,0.048,,,,,,,,,
6.37518,-72.263985,-385.538626,-658.872041,5.269851,0.037958,-1.998458,0.038618,4689574979769600000,0.15711017115513476,0.032882903,5.281449932608395,0.037958417,-1.967668057654791,0.03861791,-0.048381995,-0.09891865,0.03078162,0.051500894,0.155071,-0.005817944,0.93734014,16.011839,16.456564,15.400679,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5382.5347,3.7166,-0.1893,3483.8843,0.3544,0.2886,0.1546,0.0,14.955,0.024,15.732,0.017,17.069,0.037,17.107,0.171,17.055999999999997,0.03,16.963,0.081,16.294,0.014,15.484000000000002,0.016,15.099999999999998,0.033,16.59,0.009,15.241,0.022,16.879,0.033,,,,,,,,,
6.432129,-72.257069,-448.160803,-634.36854,4.720062,0.023423,-2.565532,0.023774,4689575014129325568,0.19222915395298376,0.020557519,4.737386481418593,0.023422943,-2.533464982340292,0.023774002,-0.04313857,-0.15000923,0.06048393,0.08002088,0.111940034,0.0039777886,0.9479594,15.040891,15.515764,14.4003525,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5337.1567,3.4171,-0.1296,3471.833,0.4588,0.3709,0.1983,1.0,13.955,0.022,14.767,0.015,16.247,0.023,16.365,0.118,16.223,0.012,16.106,0.054,15.361,0.009,14.513000000000002,0.014,14.096,0.031,15.671,0.008,14.275000000000002,0.023,16.139,0.017,,,,,,,,,
6.408011,-72.269303,-421.420757,-678.233044,5.513687,0.027899,-2.429137,0.028492,4689575014129339904,0.17701901646448032,0.024946451,5.529108687916258,0.027898597,-2.3939044143754833,0.028492592,-0.057260394,-0.10274357,0.04223357,0.06348842,0.14323004,-0.03480974,0.99031574,15.384143,15.847465,14.749737,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5784.981,2.8841,-0.0683,10669.0625,0.6183,0.5046,0.2689,0.0,14.293999999999999,0.024,15.100000000000001,0.017,16.549999999999997,0.026,16.604,0.13,16.563000000000002,0.02,16.436,0.057,15.690999999999999,0.011,14.864999999999998,0.016,14.428999999999998,0.031,15.986999999999998,0.009,14.602,0.024,16.446,0.022,,,,,,,,,
6.483373,-72.233741,-505.021013,-550.793907,4.985772,0.04496,-2.591439,0.04489,4689575117208792704,0.09606902717941043,0.03947115,5.005444148850998,0.044960126,-2.5533067552360222,0.044889912,-0.09083131,-0.1238268,-0.029296523,-0.024256459,0.10572015,-0.09828812,1.0274522,16.217182,16.658762,15.616593,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5234.9336,4.1503,-0.5592,2293.915,0.2218,0.1804,0.0972,1.0,15.159,0.026,15.937999999999999,0.017,17.169,0.038,17.378999999999998,0.193,17.319000000000003,0.031,17.256,0.093,16.474999999999998,0.019,15.696000000000002,0.015,15.299,0.031,16.777,0.01,15.464000000000002,0.025,17.205000000000002,0.032,,,,,,,,,
5.620271,-72.016669,448.309774,231.089114,4.699364,0.030282,-2.501122,0.031702,4689642805897699968,0.12998625243978199,0.028847152,4.682522855242851,0.030282503,-2.5325452228805814,0.031701617,-0.12396174,-0.24779125,0.009122291,0.07343689,-0.09971061,-0.053259574,1.0976962,15.627533,16.085379,15.003042,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5214.38,3.6943,-0.328,2542.7769,0.2926,0.2368,0.127,1.0,14.546999999999999,0.026,15.341000000000001,0.018,16.616999999999997,0.038,16.872999999999998,0.149,16.802999999999997,0.026,16.73,0.071,15.913999999999998,0.012,15.085999999999999,0.014,14.709,0.039,16.221999999999998,0.013,14.856000000000002,0.024,16.627000000000002,0.025,,,,,,,,,
5.603381,-72.019493,467.010961,220.794257,5.058954,0.035595,-2.005277,0.034628,4689642805897728128,0.1531818783074307,0.031725507,5.04485442119592,0.035595406,-2.0405349280099245,0.03462825,-0.12804414,-0.32555008,0.024535455,0.07857906,-0.054633893,-0.0701069,0.9744864,15.992552,16.432072,15.383434,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5187.0195,4.125,-0.4174,2186.264,0.1941,0.1574,0.0844,0.0,14.931,0.027,15.693999999999999,0.017,17.174999999999997,0.047,17.166,0.179,17.099000000000004,0.03,16.984,0.084,16.262999999999998,0.014,15.462,0.015,15.043,0.037,16.534,0.01,15.233,0.022,16.895,0.031,,,,,,,,,
6.320821,-72.253273,-326.11662,-619.987001,5.687698,0.04888,-2.694624,0.04784,4689575151574545664,0.24060577826079935,0.042072225,5.70094803513759,0.048879802,-2.666531607667195,0.047840256,-0.054079093,-0.15616554,-0.003927459,0.038973887,0.13880739,0.038644515,0.9821199,16.42868,16.867432,15.820731,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5103.385,4.3014,-0.7299,1813.0399,0.1349,0.1092,0.0589,1.0,15.373,0.029,16.135,0.017,17.429,0.055,17.514,0.197,17.505000000000003,0.039,17.468,0.106,16.69,0.02,15.915,0.016,15.495000000000001,0.037,16.971,0.01,15.675,0.024,17.415,0.048,,,,,,,,,
5.547939,-72.012591,528.817666,245.183326,5.007195,0.040855,-2.379094,0.03779,4689642835947407872,0.07682614776686761,0.03512777,4.9882687254304,0.040855538,-2.4185760957952245,0.03778992,-0.1411822,-0.198622,0.054293733,0.1208051,-0.025139619,-0.025662264,1.9702593,15.03694,15.464677,14.378908,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5842.365,3.3774,-0.227,3932.9265,0.6774,0.5555,0.2982,0.0,13.903999999999998,0.023,14.702000000000002,0.013,16.22,0.023,16.267,0.106,16.131999999999998,0.017,15.981000000000002,0.046,15.259,0.011,14.437000000000001,0.014,14.046,0.03,15.572,0.01,14.214000000000002,0.017,16.023,0.022,-16.923,0.399,0.0,1,,0.0,,15.0445,GES
6.334924,-72.245758,-341.73145,-593.009596,5.363307,0.017534,-1.97195,0.018294,4689575220287755136,0.18280018171351156,0.016524723,5.373446230314893,0.017533507,-1.9442054560934812,0.018293696,-0.0381645,-0.13767982,0.061114203,0.034907136,-0.049568266,0.04567763,1.0827754,14.143046,14.647647,13.481152,-22.033924,5.016768,2,16,5,6.2027383,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,4716.4756,1.5764,-1.2247,10799.162,0.0071,0.0056,0.003,0.0,13.005999999999998,0.027,13.867999999999999,0.014,15.655999999999999,0.018,15.622,0.076,15.522,0.01,15.286999999999999,0.03,14.486,0.009,13.597000000000001,0.012,13.163,0.031,14.803999999999998,0.008,13.343,0.022,15.494,0.013,,,,,,,,,
5.524189,-72.02578,554.826203,197.491296,4.975916,0.01814,-2.750158,0.017797,4689642840257564032,0.20425978207736073,0.01599863,4.952960081513465,0.01814033,-2.791334812558449,0.017797094,-0.13453121,-0.35544837,-0.012037316,0.085191205,-0.0075481557,-0.012400189,0.99799776,14.393169,14.8901415,13.727992,-16.031973,4.9838467,2,19,10,6.251507,,5250.0,0.0,-0.5,NOT_AVAILABLE,false,false,true,true,5325.721,3.3704,-0.07,2704.8486,0.5562,0.4474,0.2389,1.0,13.246999999999998,0.025,14.107,0.015,15.735999999999997,0.013,15.869,0.091,15.731,0.011,15.553,0.038,14.742,0.007,13.846,0.011,13.396,0.035,15.053,0.008,13.594000000000001,0.02,15.635000000000002,0.012,,,,,,,,,
5.592605,-72.012311,479.171203,246.565899,5.840262,0.037855,-2.723986,0.041159,4689642870307542400,0.09605629373689141,0.035562616,5.82063852408079,0.037854813,-2.765721275912866,0.041159514,-0.13367414,-0.22314201,0.020038739,0.07360288,0.020447144,-0.02616568,1.0399071,16.177328,16.596773,15.55225,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5309.3037,3.663,-0.5688,3360.2234,0.28,0.2277,0.1223,1.0,15.092,0.028,15.838000000000001,0.016,17.186999999999998,0.045,17.412,0.226,17.229,0.035,17.196,0.085,16.405,0.014,15.594000000000001,0.016,15.190999999999999,0.03,16.689999999999998,0.012,15.379999999999999,0.023,17.066,0.038,,,,,,,,,
6.409979,-72.235732,-424.354337,-557.396814,5.480164,0.018512,-2.672709,0.018112,4689575284700379520,0.18773949984179775,0.01559164,5.497225645701692,0.018512106,-2.637503119639478,0.018111976,-0.0616663,-0.061611217,0.0060814535,0.0029761689,0.1604948,-0.026550932,1.0194376,14.118607,14.63991,13.42752,-18.722916,7.8291993,2,15,5,6.8596716,,5250.0,0.0,-0.5,VARIABLE,true,false,true,true,5429.3623,3.167,-0.0083,3224.9783,0.7342,0.5894,0.3146,1.0,12.961999999999998,0.023,13.864,0.014,15.596,0.012,15.66,0.082,15.567000000000002,0.01,15.391000000000002,0.034,14.555,0.007,13.585999999999999,0.012,13.123999999999999,0.028,14.863,0.008,13.311,0.022,15.530000000000001,0.01,,,,,,,,,
6.449207,-72.233869,-467.487683,-550.978167,5.472605,0.047246,-2.176054,0.046351,4689575323366940160,0.22668822683751255,0.038449153,5.487874674473713,0.04724603,-2.1373299485573747,0.04635104,-0.07534383,-0.023923011,-0.001985589,0.008125868,0.1587894,-0.0046338667,1.0317296,16.169079,16.615894,15.56587,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5180.395,4.1663,-0.5689,2108.131,0.206,0.1672,0.09,1.0,15.121999999999998,0.025,15.869,0.015,17.238999999999997,0.046,17.439999999999998,0.215,17.264000000000003,0.037,17.139,0.081,16.438,0.016,15.638000000000002,0.015,15.236999999999998,0.033,16.730999999999998,0.011,15.417000000000002,0.025,17.058,0.039,,,,,,,,,
6.436337,-72.221689,-453.651435,-507.036221,5.502872,0.052446,-2.956775,0.056819,4689575357726669312,0.28069134809606816,0.04457751,5.523037314278828,0.052445684,-2.918999219715798,0.05681949,-0.09376798,-0.10729955,-0.035550438,-0.0126555655,0.13441573,-0.06799604,0.971548,16.555088,16.990894,15.938855,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5461.7627,4.563,-0.5852,1340.6165,0.3676,0.3003,0.1614,0.0,15.504,0.026,16.27,0.017,17.689,0.074,17.794,0.236,17.576,0.043,17.492,0.101,16.872,0.025,16.027,0.015,15.628,0.033,17.142,0.012,15.796,0.025,17.533,0.052,,,,,,,,,
6.422473,-72.227217,-438.280156,-526.831345,5.589612,0.052732,-2.104528,0.054763,4689575357726675456,0.09153451823749564,0.046821382,5.603452918433972,0.052732497,-2.067466048148424,0.0547635,-0.08746509,-0.12224289,-0.036872894,-0.004627338,0.1974852,-0.038715456,0.98605865,16.55484,16.908064,15.910283,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5014.281,4.2928,-1.2424,1784.8939,0.0209,0.0169,0.0092,1.0,15.432999999999998,0.026,16.159,0.019,17.442,0.051,17.506,0.212,17.424,0.044,17.38,0.094,16.704,0.021,15.957999999999998,0.018,15.536999999999999,0.025,16.989,0.021,15.715,0.027,17.194,0.05,,,,,,,,,
5.661734,-72.006025,402.45635,269.699086,5.24965,0.022529,-3.153749,0.022251,4689642904696175488,0.19608084036089632,0.020274432,5.230619890338893,0.022529481,-3.1852442042210254,0.02225088,-0.17565227,-0.33433354,0.009425382,0.086626,-0.051475793,-0.06487306,1.0261278,14.962477,15.429902,14.320518,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5282.417,3.4929,-0.1153,2839.6929,0.3918,0.3166,0.1691,0.0,13.863999999999999,0.023,14.672,0.016,16.349,0.025,16.349,0.116,16.218000000000004,0.016,15.997,0.046,15.262999999999998,0.009,14.41,0.013,14.084,0.046,15.57,0.009,14.173000000000002,0.02,16.165,0.017,,,,,,,,,
5.648659,-72.007658,416.960038,263.731369,5.527221,0.023029,-3.204529,0.023414,4689642908976839808,0.18317086216924153,0.02180731,5.507179240860669,0.023029,-3.238886603310145,0.023414126,-0.19919787,-0.2461011,-0.01945969,0.05440861,0.013456308,-0.072319396,0.98675203,15.082947,15.529619,14.442226,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5196.605,3.6241,-0.1807,2305.9036,0.2921,0.2357,0.1259,0.0,13.979999999999999,0.026,14.765,0.017,16.285999999999998,0.023,16.255,0.114,16.264000000000003,0.017,16.063000000000002,0.047,15.332999999999998,0.011,14.521,0.015,14.114,0.032,15.643999999999998,0.013,14.29,0.022,16.073,0.024,-22.225,0.371,0.0,1,,0.0,,15.0955,GES
6.737454,-72.338738,-779.623658,-931.474717,5.237161,0.040588,-2.418377,0.03264,4689575598244928384,0.1823272376173981,0.027220244,5.265539731189506,0.040589634,-2.3561486050407567,0.032639407,-0.086071566,-0.08856966,0.116538584,0.09693873,0.10928135,-0.09571982,0.9988585,15.52563,15.975711,14.910642,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5057.6304,3.3944,-0.4007,3305.2832,0.1302,0.1049,0.0562,0.0,14.472,0.024,15.245999999999999,0.019,16.730999999999998,0.027,16.648,0.132,16.644,0.019,16.545,0.056,15.817999999999998,0.014,14.997,0.016,14.591000000000001,0.031,16.096999999999998,0.01,14.780000000000001,0.024,16.518,0.022,,,,,,,,,
6.671602,-72.3473,-707.372745,-961.482958,5.697494,0.020506,-2.579092,0.018764,4689575632604683648,0.19171647150321747,0.015558832,5.724992142978385,0.02050678,-2.517660954477826,0.018764487,0.009721615,-0.068285055,0.09855338,0.09487678,0.051048744,0.029038526,0.959011,14.29514,14.798689,13.633293,-21.31269,3.834721,2,17,6,5.858418,,4750.0,2.0,-1.0,NOT_AVAILABLE,false,false,true,true,5405.018,2.8812,-0.0722,5663.742,0.6044,0.4866,0.2593,1.0,13.161,0.026,14.021,0.016,15.660999999999998,0.011,15.774999999999999,0.082,15.621,0.01,15.481000000000002,0.037,14.646999999999998,0.01,13.762,0.014,13.309999999999999,0.03,14.965,0.008,13.489,0.023,15.586000000000002,0.01,,,,,,,,,
5.717865,-71.975669,340.589547,379.327381,5.381264,0.045681,-2.988082,0.051363,4689643007746511616,0.12298077958000983,0.044278987,5.366038571595698,0.04568043,-3.015372731291105,0.051363643,-0.21423194,-0.18726738,-0.058947265,0.012733439,-0.011178067,-0.09513609,0.94598746,16.641758,17.066465,16.05418,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5162.277,3.6207,-0.4315,4457.937,0.0984,0.08,0.0429,1.0,15.592999999999998,0.029,16.348,0.015,17.519,0.063,17.776999999999997,0.244,17.682000000000002,0.045,17.503,0.107,16.901,0.015,16.124,0.015,15.704,0.035,17.172,0.012,15.886,0.026,17.548000000000002,0.049,,,,,,,,,
6.62741,-72.333729,-659.623296,-912.12856,5.568227,0.036544,-2.472142,0.033338,4689575804403365248,0.2171935307105419,0.02643604,5.592797961082192,0.0365441,-2.416209314567556,0.033338048,-0.03742365,-0.06837549,0.107261136,0.116913706,0.05946048,0.04224426,1.0496938,15.625078,16.075356,15.008437,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5264.1094,4.0973,-0.3063,1997.0275,0.2975,0.2413,0.1293,0.0,14.565,0.027,15.346,0.017,16.82,0.033,16.828,0.141,16.799,0.024,16.618000000000002,0.068,15.893999999999998,0.012,15.094999999999999,0.017,14.692,0.032,16.191,0.009,14.856000000000002,0.024,16.682000000000002,0.026,,,,,,,,,
6.717503,-72.329186,-758.232082,-896.835655,5.477379,0.045139,-2.547754,0.04121,4689575868816517760,0.19463819577814873,0.033663668,5.50645076774014,0.045139834,-2.4844931780309305,0.041209593,-0.051460948,-0.050676007,0.066325076,0.072687715,0.06004159,-0.01775663,0.99919933,16.056658,16.49208,15.455154,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5572.467,3.9932,-0.284,2344.0583,0.3898,0.3186,0.1705,0.0,15.005999999999998,0.024,15.77,0.017,17.183999999999997,0.045,17.23,0.185,17.134999999999998,0.031,17.017,0.075,16.306,0.012,15.539000000000001,0.016,15.129999999999999,0.031,16.612,0.012,15.308,0.022,16.972,0.028,,,,,,,,,
6.742922,-72.304697,-787.061218,-809.008958,5.212067,0.012851,-2.503848,0.013515,4689575941842517120,0.20556603833705983,0.010650629,5.241679351663565,0.012851297,-2.4414297480562515,0.013515454,-0.17098676,-0.024901075,-0.0091015035,-0.0024778843,0.20511056,-0.15209009,1.0081179,13.130357,13.73609,12.389273,-7.863687,0.96745855,2,24,4,19.468878,,4500.0,2.0,-0.75,NOT_AVAILABLE,false,false,false,true,4889.2944,2.5475,-0.1766,2993.5532,0.5951,0.4635,0.2452,1.0,11.866,0.022,12.857,0.014,15.209999999999997,0.011,15.207,0.062,14.902,0.007,14.637,0.026,13.636,0.007,12.567,0.012,12.05,0.031,13.968,0.009,12.245999999999999,0.017,15.113,0.008,-7.095,1.783,0.0,1,,1.5,,13.1429,Gaia
5.685863,-71.983983,376.068481,349.207571,5.410904,0.027651,-2.961634,0.030206,4689643012055889408,0.18602487640373483,0.026900323,5.394224589677529,0.027651358,-2.9919417055553557,0.0302057,-0.18790443,-0.25147438,-0.03176877,0.052517448,-0.06037311,-0.07194161,0.9570212,15.576934,15.950602,14.897125,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5368.9653,3.1895,-0.7601,5567.052,0.3585,0.292,0.1576,1.0,14.408,0.032,15.163,0.017,16.416,0.026,16.512999999999998,0.124,16.485,0.023,16.394000000000002,0.058,15.724,0.016,14.936,0.02,14.512999999999998,0.029,16.018,0.02,14.714000000000002,0.03,16.242,0.024,-11.046,0.094,0.0,1,,1.0,,15.5871,GES
5.789815,-71.999854,260.105465,292.620624,4.656309,0.025368,-2.401186,0.025915,4689643046415648128,0.16635475602106806,0.023295624,4.646958413834637,0.02536772,-2.419249423774875,0.025914615,-0.27709502,-0.3248282,0.04374028,0.12234904,-0.015522587,-0.1614013,1.0017848,15.15472,15.612552,14.5300255,,,,,,,,,,,NOT_AVAILABLE,false,false,false,true,5752.1694,3.3903,-0.0695,4343.4233,0.5661,0.4621,0.2465,0.0,14.074,0.025,14.870000000000001,0.013,16.509,0.027,16.485,0.12,16.377000000000002,0.018,16.219,0.056,15.436,0.009,14.607,0.014,14.190999999999999,0.034,15.742999999999999,0.009,14.382000000000001,0.023,16.258,0.02,-35.221,0.413,0.0,1,,0.0,,15.1672,GES
6.805837,-72.295473,-856.331123,-776.662415,5.566568,0.020534,-2.594803,0.021902,4689576319799379072,0.17394458816112113,0.017302318,5.5998926666769,0.02053352,-2.522293191745644,0.02190235,-0.17373471,-0.059717912,0.020114616,0.024157304,0.12846391,-0.1465739,0.9356071,14.517885,15.008546,13.866025,-19.01517,3.581495,2,18,2,4.848129,,4750.0,2.0,-1.0,NOT_AVAILABLE,false,false,true,true,5385.588,3.2139,-0.1002,3782.254,0.5504,0.4441,0.2372,1.0,13.395000000000001,0.022,14.242,0.014,15.808999999999997,0.015,15.933,0.09,15.781,0.01,15.674,0.039,14.86,0.009,13.989,0.013,13.546,0.032,15.169,0.009,13.737000000000002,0.021,15.766000000000002,0.013,,,,,,,,,
5.803552,-72.001923,244.796958,285.229455,5.117675,0.040421,-3.198681,0.047149,4689643076497199616,0.2722180542424608,0.037670363,5.105959633277211,0.040420588,-3.217366675805945,0.047149155,-0.33667144,-0.05163603,-0.18399099,-0.11806774,0.21908052,-0.26166812,1.2459677,15.6998825,16.081001,15.014028,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5401.66,3.7061,-0.5731,2544.4358,0.4503,0.3672,0.1987,0.0,14.554,0.02,15.334,0.015,16.81,0.03,16.938,0.157,16.833,0.023,16.644000000000002,0.066,15.922999999999998,0.014,15.088999999999999,0.016,14.672999999999998,0.034,16.198,0.01,14.847000000000001,0.024,16.646,0.025,,,,,,,,,
6.951749,-72.261755,-1017.929046,-657.560042,5.660559,0.018418,-2.282271,0.020085,4689576487313966464,0.21879315590717466,0.018039515,5.695167417726789,0.018417964,-2.1947670444995495,0.020085888,-0.12989485,-0.056692716,0.0022067425,0.13775894,0.13049674,0.02418234,0.9987185,14.217485,14.725626,13.551119,-19.739796,3.948868,2,18,2,7.100122,,5000.0,0.5,-1.0,NOT_AVAILABLE,false,false,true,true,5310.7524,3.2283,-0.0711,3086.7551,0.5601,0.4496,0.2397,1.0,13.089,0.023,13.945,0.016,15.613999999999997,0.012,15.747999999999998,0.082,15.568,0.009,15.433,0.037,14.567,0.007,13.675999999999998,0.013,13.238,0.031,14.898,0.01,13.423000000000002,0.021,15.55,0.011,,,,,,,,,
6.598648,-72.329177,-628.358469,-895.434046,5.403161,0.032589,-2.928988,0.02958,4689576525957869824,0.11212032017327622,0.024107136,5.430947881419109,0.03258948,-2.8772861148602336,0.029580295,-0.007832329,-0.052867457,0.16172823,0.16724467,0.09485273,0.06485337,0.9551094,15.460667,15.911539,14.843402,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5141.7515,3.408,-0.511,3170.3413,0.2112,0.1709,0.0919,1.0,14.389000000000001,0.027,15.177,0.017,16.508,0.027,16.605,0.126,16.543999999999997,0.019,16.469,0.063,15.754999999999999,0.013,14.937000000000001,0.016,14.517,0.03,16.051,0.009,14.697,0.023,16.38,0.018,,,,,,,,,
6.555821,-72.321203,-581.814438,-866.300744,5.645224,0.040387,-2.127861,0.037764,4689576594677342976,0.21717663505808008,0.030438082,5.663857127458736,0.040387742,-2.0779034870825126,0.037763845,-0.038447034,-0.22734262,0.14865088,0.16864811,0.16536306,0.011246247,1.0196474,15.859045,16.313892,15.241825,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5406.591,3.4366,-0.1292,5193.1426,0.4071,0.3313,0.1773,0.0,14.789,0.026,15.59,0.017,16.991,0.037,17.105999999999998,0.174,17.028,0.025,16.892,0.069,16.151,0.016,15.341999999999999,0.017,14.916,0.032,16.455,0.01,15.100000000000001,0.023,16.901,0.032,,,,,,,,,
5.844127,-71.992759,199.761389,318.370217,5.51936,0.032348,-2.817822,0.038809,4689643080775306496,0.18576913708580903,0.032153383,5.510942810892716,0.03234817,-2.8342651333772486,0.038808826,-0.18527715,-0.22381155,-0.026623307,0.05655887,-0.003030043,-0.048656106,1.010863,15.915876,16.359346,15.296024,,,,,,,,,,,NOT_AVAILABLE,false,false,true,true,5184.7964,4.1182,-0.3782,2124.4553,0.2311,0.187,0.1002,0.0,14.880999999999998,0.027,15.597999999999999,0.017,16.930999999999997,0.041,17.002,0.164,16.996000000000002,0.032,16.864,0.076,16.163,0.017,15.411999999999999,0.018,15.015999999999998,0.04,16.503999999999998,0.01,15.154,0.024,16.720000000000002,0.036,,,,,,,,,
