RA,Dec,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
5.904808,-72.12617,0.0,13.786,0.024,14.632000000000001,0.018,16.371,0.026,16.403,0.139,16.223,0.022,16.045,0.053,15.239999999999998,0.018,14.384,0.018,13.921,0.023,15.532999999999998,0.02,14.127000000000002,0.025,16.142,0.029,6.115156,0.028451,-3.178377,0.034826,15.008131,15.410473,14.320272,0.175653,0.027502,208.292754
5.804125,-72.12606,1.0,15.479000000000001,0.034,16.208,0.021,17.881999999999998,0.079,18.267,0.458,17.783,0.051,17.801000000000002,0.156,16.742,0.021,16.015,0.025,15.602,0.038,17.029,0.018,15.712,0.03,17.52,0.051,5.547868,0.045472,-3.310609,0.051227,16.503311,16.841043,15.874223,0.244319,0.045991,291.452857
5.739964,-72.12595,0.0,13.549000000000001,0.022,14.357,0.013,15.968,0.025,15.994999999999997,0.103,15.936000000000002,0.019,15.759,0.044,14.956,0.013,14.100000000000001,0.015,13.742999999999999,0.038,15.273,0.01,13.863,0.021,15.795000000000002,0.025,6.030858,0.019679,-1.99049,0.020747,14.677668,15.143105,14.022533,0.202899,0.018146,352.551815
6.329183,-72.12513,0.0,15.071,0.028,15.815000000000001,0.018,17.218,0.05,17.313,0.2,17.241999999999997,0.034,17.101,0.077,16.366,0.017,15.565999999999999,0.022,15.175999999999998,0.034,16.652,0.017,15.335,0.026,17.032,0.042,5.273839,0.039369,-1.868955,0.047122,16.161093,16.544361,15.511167,0.192536,0.034519,372.981714
6.220961,-72.12499,0.0,14.659,0.027,15.407,0.016,16.886,0.043,16.869999999999997,0.167,16.874000000000002,0.037,16.721,0.07,15.966000000000001,0.016,15.169,0.019,14.771,0.029,16.253,0.016,14.909000000000002,0.021,16.68,0.032,6.101956,0.041925,-1.813854,0.051965,15.738321,16.118748,15.087813,-0.041476,0.039536,269.078821
5.536385,-72.1239,0.0,13.043999999999999,0.021,13.902999999999999,0.014,15.732,0.018,15.663,0.079,15.556,0.011,15.329,0.032,14.527999999999999,0.008,13.636,0.014,13.192999999999998,0.032,14.835999999999999,0.01,13.381,0.02,15.562000000000001,0.015,5.261943,0.016581,-2.71579,0.016659,14.192558,14.688168,13.527224,0.201616,0.015298,560.325407
6.753717,-72.1227,0.0,15.255999999999998,0.026,16.027,0.015,17.342,0.044,17.396,0.194,17.396,0.037,17.285,0.082,16.578,0.014,15.774000000000001,0.015,15.405999999999999,0.034,16.868,0.011,15.559000000000001,0.025,17.222,0.047,4.938826,0.040412,-2.125431,0.046223,16.301773,16.74325,15.702477,0.204765,0.037657,821.217718
6.284634,-72.12383,1.0,13.124999999999998,0.022,13.974,0.011,15.733999999999998,0.017,15.835,0.091,15.624,0.015,15.462,0.04,14.619,0.008,13.701,0.011,13.262,0.029,14.925,0.011,13.457,0.018,15.600999999999999,0.015,5.23447,0.021142,-3.160627,0.024736,14.297136,14.775574,13.596681,0.157208,0.019319,326.768463
5.432614,-72.12259,1.0,13.993999999999998,0.024,14.809999999999999,0.017,16.325999999999997,0.022,16.459,0.125,16.298000000000002,0.017,16.157,0.05,15.390999999999998,0.01,14.553,0.016,14.128,0.036,15.704999999999998,0.009,14.304000000000002,0.025,16.158,0.018,5.57656,0.023773,-3.048552,0.022671,15.082775,15.555592,14.446113,0.197349,0.020418,670.388208
6.055434,-72.12292,0.0,12.279,0.018,13.176,0.01,15.354,0.017,15.308999999999997,0.079,15.078999999999999,0.011,14.772000000000002,0.03,13.884999999999998,0.011,12.902999999999999,0.012,12.433,0.033,14.183,0.013,12.625,0.019,15.199000000000002,0.017,5.241328,0.02563,-2.496315,0.020868,13.508482,13.985042,12.760212,0.249124,0.02182,153.953272
5.888007,-72.12274,1.0,13.499,0.025,14.263000000000002,0.013,15.889999999999997,0.025,15.995999999999999,0.099,15.842,0.014,15.733,0.043,14.896,0.011,14.011,0.014,13.614,0.028,15.158999999999999,0.013,13.793,0.019,15.761,0.02,5.285539,0.034272,-3.517981,0.033071,14.59232,15.006833,13.905496,0.17025,0.030369,211.641951
5.462775,-72.12173,0.0,14.528999999999998,0.023,15.295000000000002,0.015,16.77,0.036,16.735,0.14,16.769,0.023,16.577,0.056,15.852999999999998,0.012,15.053999999999998,0.017,14.658999999999999,0.033,16.151,0.01,14.826,0.025,16.591,0.024,5.025045,0.030151,-2.646887,0.028842,15.605149,16.036663,14.988151,0.186623,0.026269,637.193948
6.499116,-72.12159,0.0,14.732000000000001,0.025,15.518,0.016,16.971999999999998,0.037,17.061999999999998,0.164,16.96,0.027,16.839000000000002,0.07,16.097,0.011,15.251000000000001,0.015,14.84,0.031,16.391,0.011,15.028000000000002,0.026,16.865000000000002,0.032,5.673838,0.052935,-3.191038,0.052799,15.797268,16.236893,15.160476,0.322159,0.041504,545.605669
5.806314,-72.1217,0.0,12.488999999999999,0.023,13.391,0.014,15.533999999999999,0.015,15.46,0.074,15.276000000000002,0.01,14.929000000000002,0.028,14.076,0.006,13.125,0.013,12.648,0.034,14.393,0.009,12.838000000000001,0.02,15.338000000000001,0.012,5.366157,0.014669,-2.981841,0.016848,13.6689,14.198883,12.975742,0.201254,0.01434,280.987238
6.669968,-72.12068,0.0,14.699,0.023,15.475999999999999,0.014,16.811,0.028,16.883,0.156,16.86,0.023,16.768,0.064,16.021,0.011,15.231000000000002,0.016,14.838999999999999,0.034,16.337,0.011,15.0,0.025,16.639,0.028,5.192532,0.032199,-2.159411,0.033067,15.75426,16.198076,15.140504,0.178035,0.027364,728.887315
5.990228,-72.12144,0.0,12.472,0.023,13.38,0.017,15.622999999999998,0.036,15.343999999999998,0.082,15.246,0.017,14.937000000000001,0.035,14.050999999999998,0.013,13.097000000000001,0.019,12.651,0.03,14.364999999999998,0.018,12.841000000000001,0.02,15.281000000000002,0.022,4.60661,0.045253,-3.463655,0.034803,13.707822,14.151244,12.948194,0.531022,0.033632,149.227971
5.666555,-72.12004,0.0,14.036,0.021,14.835999999999999,0.013,16.342,0.035,16.424,0.121,16.278,0.025,16.144000000000002,0.052,15.413,0.015,14.609000000000002,0.014,14.155000000000001,0.031,15.738,0.011,14.366,0.021,16.171,0.031,5.026629,0.02747,-2.890913,0.028428,15.174585,15.578549,14.50036,0.2039,0.025362,418.916409
5.493521,-72.12009,1.0,11.783,0.017,12.758000000000001,0.012,14.997,0.009,15.035,0.058,14.751,0.006,14.499000000000002,0.024,13.518,0.007,12.472999999999999,0.011,11.972000000000001,0.032,13.849,0.008,12.155000000000001,0.018,14.891000000000002,0.007,4.961213,0.010875,-2.719329,0.011004,13.043139,13.630581,12.30604,0.209486,0.010352,602.787903
5.83768,-72.12032,0.0,15.097,0.031,15.91,0.024,18.154999999999998,0.122,17.634999999999998,0.301,17.741999999999997,0.06,17.382,0.104,16.573999999999998,0.029,15.652000000000001,0.023,15.326999999999998,0.049,16.802,0.021,15.381,0.026,17.539,0.058,5.506771,0.044273,-2.424098,0.04683,16.14331,16.51486,15.474725,0.138047,0.042951,249.146102
6.446136,-72.11985,0.0,15.275,0.023,16.007,0.015,17.509999999999998,0.052,17.423,0.203,17.334000000000003,0.031,17.271,0.089,16.562,0.014,15.77,0.017,15.378,0.032,16.832,0.015,15.556000000000001,0.022,17.228,0.044,5.898961,0.051383,-2.466483,0.058534,16.398708,16.729733,15.726247,0.326199,0.045848,487.575564
6.647673,-72.11923,0.0,13.089999999999998,0.02,13.962,0.014,15.875,0.017,15.782999999999998,0.087,15.681,0.01,15.406000000000002,0.037,14.59,0.009,13.699000000000002,0.014,13.247,0.033,14.913999999999998,0.008,13.442,0.021,15.722000000000001,0.013,5.255886,0.015937,-2.340193,0.016579,14.229903,14.737488,13.568099,0.203882,0.014659,703.712302
5.898086,-72.11837,1.0,14.755,0.03,15.539000000000001,0.02,17.092,0.057,17.191,0.243,16.911,0.052,17.362000000000002,0.137,16.201999999999998,0.021,15.308,0.017,14.844000000000001,0.03,16.432,0.018,15.048000000000002,0.022,16.726,0.042,5.214091,0.061603,-3.290684,0.071631,15.911446,16.140715,15.088772,0.207257,0.060275,192.668225
5.563749,-72.11936,1.0,12.400999999999998,0.02,13.331,0.013,15.32,0.01,15.399000000000001,0.07,15.139000000000001,0.008,14.936,0.03,14.033000000000001,0.006,13.056999999999999,0.013,12.575,0.035,14.357,0.008,12.768,0.02,15.229,0.009,5.115783,0.014294,-2.652184,0.015284,13.602976,14.153949,12.900467,0.213706,0.012724,526.850171
6.146703,-72.1197,0.0,14.557999999999998,0.028,15.350999999999999,0.028,16.857999999999997,0.048,16.962,0.207,16.759,0.036,16.733,0.079,15.928,0.028,15.114,0.029,14.687000000000001,0.035,16.198,0.029,14.887,0.028,16.694,0.03,6.298847,0.042152,-2.2607,0.044868,15.75872,15.997609,15.002668,0.102744,0.038523,194.079495
5.748825,-72.11838,1.0,11.48,0.019,12.509,0.011,15.043,0.01,15.064,0.058,14.706999999999999,0.007,14.402000000000001,0.021,13.349,0.006,12.221,0.01,11.68,0.032,13.677,0.008,11.879999999999999,0.017,14.943000000000001,0.009,5.456956,0.012864,-3.398716,0.012623,12.791729,13.423644,12.027809,0.254461,0.012099,332.033392
5.490651,-72.11784,1.0,11.634,0.016,12.638,0.011,15.014999999999997,0.008,15.043,0.062,14.718000000000002,0.006,14.445,0.022,13.440999999999999,0.007,12.349,0.01,11.823,0.033,13.762999999999998,0.008,12.021,0.018,14.926000000000002,0.007,5.301714,0.014917,-3.1737,0.014758,12.917593,13.527386,12.168432,0.232694,0.013411,604.098412
6.31676,-72.11812,0.0,15.005,0.026,15.715,0.021,17.084999999999997,0.038,17.137,0.173,17.103,0.034,16.992,0.085,16.285,0.021,15.495000000000001,0.022,15.067999999999998,0.029,16.543,0.023,15.273,0.028,16.942,0.035,5.411571,0.041898,-2.471005,0.055202,16.101486,16.48906,15.465177,0.224245,0.037978,350.285393
6.455199,-72.11778,0.0,15.034999999999998,0.029,15.798000000000002,0.018,17.276,0.044,17.272,0.19,17.290999999999997,0.034,17.056,0.084,16.375,0.013,15.559999999999999,0.018,15.163999999999998,0.033,16.621,0.013,15.349,0.025,16.986,0.035,5.592386,0.041604,-2.789055,0.045541,16.073214,16.505136,15.479644,0.212702,0.033482,495.168751
5.704468,-72.11756,0.0,14.645999999999999,0.025,15.398,0.014,16.991,0.032,16.977,0.156,16.938000000000002,0.025,16.764,0.069,15.998000000000001,0.013,15.154,0.015,14.754999999999999,0.031,16.277,0.011,14.958000000000002,0.023,16.755,0.03,4.9472,0.031812,-2.283226,0.033151,15.718054,16.155207,15.097795,0.232978,0.029971,376.451064
5.722166,-72.11746,0.0,14.711,0.026,15.453,0.018,16.99,0.039,17.134999999999998,0.213,16.961,0.025,16.782,0.072,16.05,0.014,15.267,0.02,14.829,0.038,16.332,0.013,15.015,0.024,16.787,0.029,4.497874,0.030278,-3.185449,0.031955,15.759573,16.188301,15.146121,0.190049,0.02855,358.012822
6.826958,-72.11478,0.0,13.037,0.021,13.899000000000001,0.013,15.750999999999998,0.015,15.718999999999998,0.083,15.592,0.012,15.350000000000001,0.033,14.530999999999999,0.007,13.64,0.014,13.192999999999998,0.031,14.861,0.01,13.373000000000001,0.02,15.604,0.012,5.06566,0.015647,-1.908,0.017731,14.173095,14.682008,13.507957,0.167029,0.014736,896.944193
5.908073,-72.11592,1.0,12.935999999999998,0.02,13.789000000000001,0.012,15.465,0.017,15.687999999999999,0.091,15.415999999999999,0.015,15.355,0.041,14.428999999999998,0.011,13.526,0.012,13.088999999999999,0.029,14.732,0.011,13.260000000000002,0.017,15.333000000000002,0.018,4.939008,0.042532,-1.509213,0.042332,14.119557,14.548088,13.396692,0.401003,0.03609,178.602192
6.983649,-72.11321,1.0,13.185,0.023,14.036999999999999,0.013,15.629999999999999,0.012,15.75,0.087,15.623,0.011,15.457,0.036,14.658000000000001,0.007,13.771,0.013,13.341000000000001,0.03,14.98,0.01,13.512,0.022,15.562000000000001,0.011,5.597161,0.016792,-2.250232,0.019357,14.312521,14.810933,13.65105,0.235119,0.015541,1068.436093
6.456619,-72.11462,0.0,15.075000000000001,0.028,15.835999999999999,0.017,17.311999999999998,0.042,17.349999999999998,0.192,17.256,0.035,17.185000000000002,0.094,16.379,0.015,15.581,0.014,15.186,0.035,16.673,0.012,15.368000000000002,0.025,17.108,0.042,4.615773,0.043367,-2.545087,0.049526,16.108236,16.54079,15.502545,0.258796,0.037484,493.853563
5.561171,-72.11428,0.0,12.85,0.022,13.716000000000001,0.014,15.674999999999997,0.013,15.61,0.079,15.47,0.009,15.178,0.031,14.355,0.008,13.46,0.014,13.003,0.034,14.675,0.009,13.188000000000002,0.022,15.5,0.011,5.493933,0.01401,-2.435505,0.014601,13.992089,14.503316,13.323542,0.215622,0.013194,525.237712
5.897369,-72.11436,1.0,13.008999999999999,0.023,13.883,0.015,15.768999999999998,0.033,15.878,0.108,15.732000000000001,0.018,15.492,0.045,14.544,0.01,13.617999999999999,0.017,13.152000000000001,0.032,14.826,0.012,13.333000000000002,0.02,15.711000000000002,0.021,5.603134,0.02386,-3.412169,0.028803,14.162809,14.632082,13.467562,0.240391,0.02513,183.53508
5.633218,-72.11361,0.0,11.163,0.016,12.234,0.011,15.056999999999999,0.008,14.980999999999998,0.059,14.610000000000001,0.005,14.208000000000002,0.021,13.111999999999998,0.006,11.927,0.009,11.366,0.032,13.447,0.008,11.573,0.015,14.901,0.008,5.862699,0.011946,-3.04353,0.012747,12.511466,13.174309,11.727834,0.218086,0.011232,447.33228
6.646059,-72.11237,0.0,11.801,0.018,12.771,0.011,15.192,0.01,15.04,0.059,14.840000000000002,0.007,14.443999999999999,0.021,13.521,0.006,12.492999999999999,0.012,11.983999999999998,0.033,13.855999999999998,0.008,12.190000000000001,0.018,15.033000000000001,0.008,5.622007,0.01093,-2.21575,0.011338,13.045263,13.630761,12.318336,0.192743,0.010319,697.699693
5.884097,-72.11296,1.0,13.357999999999999,0.019,14.143,0.016,15.803999999999998,0.023,15.922,0.108,15.703999999999999,0.019,15.622,0.044,14.739,0.017,13.91,0.019,13.469999999999999,0.022,15.056000000000001,0.019,13.648,0.02,15.561,0.024,5.854615,0.029014,-2.110342,0.029693,14.575019,14.91912,13.823361,0.203346,0.028531,191.937935
6.111228,-72.11207,1.0,13.034999999999998,0.022,13.873999999999999,0.012,15.692999999999998,0.024,15.793,0.11,15.558000000000002,0.017,15.383,0.047,14.492,0.012,13.606000000000002,0.012,13.172999999999998,0.026,14.834,0.012,13.374000000000002,0.019,15.530000000000001,0.021,5.047173,0.026014,-2.673872,0.025261,14.200232,14.627831,13.492322,0.180453,0.02319,147.218951
6.544079,-72.1105,1.0,14.495,0.019,15.286000000000001,0.014,16.741,0.032,16.997,0.168,16.703000000000003,0.021,16.641000000000002,0.064,15.905999999999999,0.012,15.04,0.013,14.623999999999999,0.032,16.169,0.007,14.808,0.018,16.627000000000002,0.025,5.195566,0.036987,-2.568914,0.042124,15.599916,16.025463,14.94211,0.174417,0.03492,585.41782
6.576786,-72.11029,0.0,13.092,0.02,13.945,0.011,15.806999999999999,0.016,15.713999999999999,0.079,15.622000000000002,0.009,15.370000000000001,0.036,14.568999999999999,0.006,13.684000000000001,0.013,13.241,0.034,14.878,0.009,13.437000000000001,0.019,15.614,0.013,5.268591,0.016699,-2.490688,0.01815,14.2295,14.717449,13.560836,0.198298,0.015713,620.901373
5.775363,-72.11031,0.0,15.188999999999998,0.032,15.940000000000001,0.02,17.683,0.072,17.374,0.228,17.832,0.075,17.373,0.1,16.528,0.02,15.725999999999999,0.02,15.302,0.042,16.798,0.016,15.463000000000001,0.026,17.513,0.065,4.891653,0.03756,-3.17084,0.039905,16.19995,16.622583,15.600294,0.234491,0.038134,293.897763
6.258206,-72.10987,1.0,12.970999999999998,0.018,13.823,0.011,15.396999999999998,0.015,15.596999999999998,0.087,15.406,0.014,15.301000000000002,0.033,14.462,0.011,13.555,0.011,13.122,0.025,14.756,0.012,13.293,0.017,15.32,0.016,4.200077,0.027576,-2.304275,0.029237,14.211387,14.614821,13.469231,0.333048,0.024926,279.212871
5.915592,-72.10935,1.0,13.865,0.028,14.782,0.026,16.849999999999998,0.057,17.066,0.249,16.475,0.026,16.648,0.116,15.378,0.015,14.507000000000001,0.024,14.035999999999998,0.041,15.681000000000001,0.017,14.239,0.029,16.618000000000002,0.037,5.09101,0.034218,-2.620091,0.028887,14.956002,15.358006,14.246825,0.202468,0.024809,156.533265
5.497124,-72.10844,1.0,14.255999999999998,0.023,15.032,0.015,16.25,0.03,16.534,0.13,16.375999999999998,0.023,16.333000000000002,0.062,15.588000000000001,0.017,14.779,0.016,14.373999999999999,0.03,15.889,0.017,14.557000000000002,0.025,16.166,0.024,5.221806,0.02507,-2.983408,0.027505,15.367303,15.796165,14.721032,0.226257,0.023236,590.729509
4.932756,-72.10565,0.0,12.653999999999998,0.024,13.535,0.017,15.639,0.013,15.486,0.071,15.357000000000001,0.008,15.015,0.029,14.195,0.008,13.280999999999999,0.014,12.812000000000001,0.034,14.529,0.01,13.003,0.022,15.413,0.011,5.32655,0.014531,-3.027543,0.013608,13.822079,14.350312,13.142499,0.196022,0.012595,1210.230273
5.572873,-72.10793,0.0,12.758999999999999,0.023,13.645,0.013,15.663,0.014,15.59,0.075,15.430000000000001,0.011,15.157,0.032,14.291999999999998,0.008,13.385000000000002,0.013,12.922,0.036,14.620999999999999,0.009,13.107,0.024,15.461000000000002,0.011,5.209639,0.014202,-3.000668,0.016474,13.920688,14.444427,13.24297,0.185234,0.013584,507.897989
6.274254,-72.10718,1.0,13.275,0.017,14.106000000000002,0.011,15.782999999999998,0.018,15.826,0.1,15.703000000000001,0.01,15.557000000000002,0.039,14.732,0.007,13.84,0.01,13.433,0.031,15.015999999999998,0.005,13.594000000000001,0.016,15.633,0.014,5.714281,0.083812,-1.782345,0.089819,14.564783,14.861976,13.733828,0.341222,0.073703,292.613047
7.021873,-72.10415,1.0,15.441,0.025,16.175,0.013,17.377,0.052,17.944,0.463,17.488,0.037,17.35,0.086,16.765,0.019,15.96,0.017,15.535999999999998,0.029,17.029999999999998,0.009,15.740000000000002,0.023,17.311,0.047,5.695137,0.045532,-2.167312,0.05236,16.492165,16.915941,15.889057,0.196047,0.041284,1107.862113
6.058571,-72.10571,1.0,12.967,0.025,13.899999999999999,0.02,15.840999999999998,0.038,16.016,0.146,15.734,0.022,15.57,0.058,14.533000000000001,0.014,13.609000000000002,0.021,13.108999999999998,0.036,14.901,0.021,13.297,0.021,15.888000000000002,0.027,4.392432,0.044646,-2.276382,0.050059,14.100565,14.472931,13.327517,0.269945,0.040393,96.060379
6.396365,-72.106,0.0,15.068,0.025,15.812000000000001,0.014,17.32,0.04,17.297,0.194,17.231,0.031,17.093,0.084,16.387999999999998,0.013,15.588000000000001,0.017,15.163999999999998,0.031,16.663,0.014,15.363,0.025,17.002000000000002,0.036,5.318477,0.039387,-1.950757,0.045981,16.140059,16.548246,15.513226,0.174847,0.034182,421.916857
6.442638,-72.10579,0.0,14.854999999999999,0.027,15.609000000000002,0.014,17.232,0.04,17.025,0.158,17.043999999999997,0.029,16.821,0.067,16.163,0.01,15.364999999999998,0.015,14.971,0.035,16.456,0.01,15.145,0.023,16.865000000000002,0.031,5.373468,0.036075,-2.342782,0.039832,15.896821,16.331903,15.283958,0.159255,0.031684,471.997104
6.976666,-72.10377,0.0,15.060999999999998,0.025,15.832999999999998,0.015,17.237,0.042,17.266,0.192,17.098,0.032,17.053,0.081,16.383,0.015,15.585,0.016,15.2,0.033,16.682,0.014,15.376000000000001,0.024,16.959,0.032,5.313574,0.038124,-2.397986,0.043365,16.117044,16.555841,15.503827,0.175902,0.034534,1057.872694
5.720869,-72.10584,0.0,14.883999999999999,0.024,15.677,0.015,17.331999999999997,0.043,17.278,0.221,17.222,0.038,17.02,0.085,16.265,0.015,15.431999999999999,0.017,15.030999999999999,0.027,16.529999999999998,0.012,15.184000000000001,0.025,17.156000000000002,0.046,5.315066,0.035494,-3.101309,0.036049,16.013405,16.402285,15.361609,0.207235,0.032842,346.443531
5.679984,-72.10552,0.0,14.176,0.028,14.966000000000001,0.014,16.616,0.032,16.503999999999998,0.13,16.500999999999998,0.022,16.367,0.06,15.553999999999998,0.01,14.725000000000001,0.015,14.3,0.034,15.841999999999999,0.009,14.485,0.026,16.442,0.024,5.702043,0.024623,-2.753834,0.025344,15.267299,15.71408,14.632518,0.184734,0.023254,390.162712
5.604995,-72.1051,0.0,14.873,0.021,15.64,0.012,17.087,0.039,17.203,0.19,17.092,0.029,16.859,0.066,16.21,0.013,15.424,0.016,15.001999999999999,0.03,16.494,0.009,15.188000000000002,0.025,16.965,0.033,5.521696,0.044259,-2.245493,0.044104,15.999866,16.400179,15.341333,0.169148,0.038029,471.129321
6.712358,-72.10427,1.0,14.655,0.024,15.43,0.016,16.823,0.031,16.968,0.172,16.813000000000002,0.021,16.714000000000002,0.067,15.986999999999998,0.011,15.187999999999999,0.018,14.788,0.034,16.285,0.011,14.955000000000002,0.025,16.738,0.029,5.37943,0.030472,-2.115608,0.035375,15.708605,16.149931,15.096342,0.131435,0.028554,766.671559
5.762681,-72.10529,0.0,12.575999999999999,0.022,13.463999999999999,0.014,15.497,0.012,15.401,0.073,15.270999999999999,0.009,14.940999999999999,0.027,14.125,0.007,13.199000000000002,0.01,12.736999999999998,0.033,14.447,0.008,12.925999999999998,0.017,15.325,0.01,5.512919,0.013698,-3.214756,0.014548,13.755736,14.275483,13.067821,0.20754,0.013386,301.411777
5.700377,-72.10505,0.0,14.659999999999998,0.021,15.416,0.018,16.831,0.04,16.872999999999998,0.176,16.810000000000002,0.024,16.688000000000002,0.074,15.982,0.018,15.170000000000002,0.019,14.782,0.029,16.252,0.017,14.962,0.018,16.572,0.044,5.524086,0.040195,-3.227036,0.042015,15.779045,16.168821,15.1329,0.226307,0.038704,367.761364
