RA,Dec,pop,Z,err_Z,R,err_R,F378,err_F378,F395,err_F395,F410,err_F410,F430,err_F430,F515,err_F515,F660,err_F660,F861,err_F861,G,err_G,I,err_I,U,err_U,pmra,e_pmra,pmdec,e_pmdec,g,bp,rp,par,e_par,r
5.888827,-72.17566,1.0,12.809,0.022,13.671,0.017,15.346,0.018,15.485,0.076,15.313,0.017,15.175,0.033,14.323999999999998,0.013,13.407,0.018,12.940000000000001,0.03,14.639,0.017,13.136,0.022,15.251000000000001,0.017,5.427231,0.017138,-2.00646,0.017144,14.023376,14.504907,13.319646,0.197008,0.015417,371.03887
6.564156,-72.17206,1.0,14.862,0.028,15.620000000000001,0.015,16.932,0.038,17.067999999999998,0.178,16.938000000000002,0.026,16.875,0.071,16.148,0.015,15.373000000000001,0.017,14.986,0.027,16.459,0.014,15.148,0.022,16.75,0.029,4.990089,0.051853,-2.280943,0.050263,16.02,16.363337,15.332167,0.281567,0.042491,680.708105
5.744462,-72.17181,1.0,14.588,0.039,15.219000000000001,0.045,16.101,0.031,16.404,0.134,16.271,0.034,16.321,0.067,15.681999999999999,0.036,15.008,0.046,14.620000000000001,0.038,15.934999999999999,0.045,14.838000000000001,0.035,15.933,0.024,5.546326,0.034009,-2.205787,0.033838,15.748557,16.023682,15.048217,0.168078,0.030802,448.716524
6.852408,-72.17023,1.0,13.327,0.023,14.181000000000001,0.016,15.863,0.014,15.995999999999999,0.096,15.774,0.011,15.634,0.036,14.812999999999999,0.007,13.918,0.016,13.477,0.031,15.131,0.008,13.661000000000001,0.023,15.785,0.014,5.344002,0.018231,-2.314924,0.020655,14.453806,14.959015,13.791214,0.229256,0.016574,969.968188
6.117255,-72.17048,0.0,13.938,0.021,14.697,0.012,16.173,0.023,16.201999999999998,0.101,16.039,0.024,15.932000000000002,0.041,15.258,0.014,14.463000000000001,0.013,14.065000000000001,0.026,15.538,0.013,14.234000000000002,0.019,16.026,0.025,5.181077,0.029496,-2.188643,0.029571,15.082515,15.461206,14.400283,0.136977,0.027225,337.419734
6.858483,-72.16668,1.0,14.412,0.023,15.199000000000002,0.017,16.538,0.019,16.675,0.135,16.597,0.017,16.485,0.056,15.768,0.01,14.940999999999999,0.016,14.544,0.034,16.059,0.009,14.722000000000001,0.024,16.431,0.02,5.460296,0.03041,-2.26874,0.032394,15.467584,15.920863,14.851047,0.161155,0.026269,972.281408
5.25559,-72.16689,1.0,15.336999999999998,0.024,16.089,0.018,17.304,0.045,17.451,0.219,17.472,0.041,17.305,0.092,16.641,0.017,15.866,0.015,15.457999999999998,0.036,16.913,0.013,15.641000000000002,0.029,17.242,0.039,5.289697,0.046176,-2.878255,0.043579,16.395485,16.824583,15.803964,0.194425,0.03735,902.721522
4.749626,-72.16357,0.0,14.411,0.024,15.167000000000002,0.017,16.663999999999998,0.025,16.611,0.123,16.573999999999998,0.022,16.396,0.055,15.71,0.012,14.937000000000001,0.016,14.509,0.037,16.025,0.012,14.708000000000002,0.026,16.378,0.021,5.226342,0.027363,-2.721224,0.026765,15.456884,15.906859,14.842436,0.214106,0.024401,1438.312479
5.565063,-72.16604,1.0,15.145000000000001,0.027,15.896,0.019,17.160999999999998,0.041,17.416999999999998,0.205,17.226,0.03,17.199,0.088,16.467,0.013,15.658000000000001,0.014,15.273,0.037,16.727,0.01,15.439,0.024,17.003,0.04,5.302837,0.044494,-2.948598,0.04388,16.206165,16.63304,15.602226,0.258808,0.038632,591.449926
5.772798,-72.16627,1.0,13.31,0.022,14.163,0.014,15.924999999999997,0.017,15.983999999999998,0.1,15.774,0.012,15.637,0.043,14.791,0.009,13.893999999999998,0.012,13.442,0.035,15.100999999999999,0.011,13.636,0.022,15.760000000000002,0.014,5.234522,0.019326,-2.207303,0.019637,14.440589,14.939796,13.772881,0.172692,0.017031,412.857746
6.470373,-72.16294,0.0,14.129,0.024,14.911000000000001,0.016,16.551,0.027,16.453,0.115,16.392000000000003,0.018,16.23,0.049,15.486,0.011,14.655999999999999,0.016,14.29,0.034,15.799,0.008,14.434000000000001,0.024,16.307000000000002,0.018,5.86812,0.027617,-2.075039,0.028657,15.189017,15.650697,14.565085,0.223904,0.024366,574.509107
5.668968,-72.16275,1.0,12.703999999999999,0.019,13.617999999999999,0.016,15.623999999999999,0.012,15.689999999999998,0.084,15.453999999999999,0.009,15.240000000000002,0.032,14.317999999999998,0.008,13.344000000000001,0.013,12.875,0.034,14.637,0.009,13.058,0.021,15.506,0.011,5.487933,0.015308,-2.310346,0.014577,13.894339,14.441958,13.197331,0.20838,0.013609,489.491405
5.974211,-72.16236,0.0,13.44,0.022,14.271999999999998,0.014,16.180999999999997,0.022,16.072,0.105,15.971000000000002,0.015,15.683,0.042,14.887,0.008,14.007000000000001,0.014,13.579999999999998,0.031,15.178,0.01,13.761,0.022,15.925,0.015,5.646304,0.023319,-2.542963,0.019897,14.555382,15.023853,13.894534,0.19317,0.018255,296.973282
5.690451,-72.15821,0.0,14.9,0.025,15.655000000000001,0.014,17.073,0.043,17.134,0.183,17.022,0.03,16.969,0.089,16.192999999999998,0.019,15.402999999999999,0.013,15.030000000000001,0.03,16.45,0.018,15.175,0.022,16.891000000000002,0.032,5.34322,0.071713,-2.570345,0.073171,16.118656,16.354322,15.279778,-0.187693,0.068634,460.72258
6.642427,-72.1568,0.0,14.665999999999999,0.025,15.437999999999999,0.015,16.918,0.031,16.942999999999998,0.149,16.866,0.021,16.721,0.068,16.012999999999998,0.011,15.197,0.017,14.797999999999998,0.031,16.314999999999998,0.009,14.974,0.022,16.634,0.023,5.275375,0.033406,-2.286516,0.034604,15.720749,16.16849,15.106312,0.196204,0.027495,735.871807
6.697209,-72.1557,1.0,13.423,0.023,14.267,0.014,15.890999999999998,0.019,16.014,0.093,15.844,0.013,15.693999999999999,0.042,14.879000000000001,0.007,14.001999999999999,0.014,13.570999999999998,0.031,15.195,0.009,13.744,0.021,15.758,0.011,5.080032,0.019147,-2.568413,0.019728,14.533697,15.028433,13.87623,0.204975,0.016402,791.107486
6.333928,-72.15303,0.0,12.202,0.022,13.122,0.014,15.300999999999998,0.011,15.210999999999999,0.067,15.067000000000002,0.007,14.760000000000002,0.027,13.835,0.005,12.844000000000001,0.012,12.379000000000001,0.031,14.168,0.007,12.565999999999999,0.02,15.163,0.011,4.654661,0.014624,-2.336163,0.015848,13.404238,13.960197,12.699185,0.195733,0.013331,429.321881
6.237281,-72.15102,1.0,13.996999999999998,0.026,14.806000000000001,0.013,16.200999999999997,0.031,16.334,0.117,16.183,0.024,16.063000000000002,0.05,15.341999999999999,0.01,14.561,0.014,14.111,0.032,15.663,0.013,14.322,0.024,15.932000000000002,0.033,5.556102,0.026403,-2.387409,0.03122,15.084553,15.538327,14.44482,0.169693,0.025441,344.690335
6.262926,-72.1506,1.0,13.559,0.018,14.381,0.012,15.785,0.018,15.957999999999998,0.098,15.849000000000002,0.015,15.729,0.04,14.982,0.007,14.120000000000001,0.013,13.709,0.029,15.265,0.008,13.872,0.02,15.711000000000002,0.015,4.5809,0.088106,-2.099641,0.123221,14.750689,15.127881,14.033426,0.097085,0.094284,363.588859
5.839978,-72.15057,0.0,13.453999999999999,0.023,14.271,0.012,16.028,0.019,15.963999999999999,0.096,15.871,0.016,15.661999999999999,0.039,14.878,0.008,14.015999999999998,0.014,13.585,0.03,15.178,0.011,13.767,0.02,15.839000000000002,0.017,5.401877,0.0182,-2.837559,0.018661,14.58058,15.049333,13.924344,0.184278,0.017177,321.664937
6.002451,-72.14861,1.0,11.991,0.02,12.934,0.011,15.116,0.012,15.145,0.064,14.883000000000001,0.009,14.648,0.026,13.672999999999998,0.006,12.649999999999999,0.013,12.171,0.032,13.992999999999999,0.008,12.354,0.022,14.983,0.012,5.920435,0.013115,-2.242619,0.011997,13.230239,13.78925,12.501097,0.213753,0.011811,243.526213
5.718579,-72.14878,1.0,11.982,0.018,12.941,0.011,15.203,0.009,15.227999999999998,0.069,14.927999999999999,0.007,14.685000000000002,0.027,13.7,0.006,12.657,0.011,12.158000000000001,0.032,14.027999999999999,0.008,12.352,0.018,15.082,0.008,5.000645,0.012131,-2.058568,0.012453,13.223869,13.809814,12.493332,0.197383,0.011104,415.648459
6.627209,-72.14598,1.0,13.171999999999999,0.023,14.021999999999998,0.015,15.671999999999997,0.015,15.814999999999998,0.092,15.633000000000001,0.01,15.487000000000002,0.038,14.655999999999999,0.007,13.764,0.015,13.315999999999999,0.03,14.971999999999998,0.009,13.501000000000001,0.02,15.59,0.012,5.677589,0.01748,-2.229354,0.018483,14.305109,14.809471,13.641116,0.207381,0.015977,706.67937
5.40725,-72.1456,0.0,15.447999999999999,0.031,16.161,0.017,17.534,0.052,17.43,0.201,17.575000000000003,0.052,17.485,0.097,16.747,0.019,15.937000000000001,0.019,15.518999999999998,0.038,16.989,0.01,15.721,0.028,17.315,0.052,5.768431,0.042507,-2.644375,0.042775,16.455437,16.885386,15.864528,0.214311,0.03803,719.60735
5.920637,-72.14548,1.0,13.252,0.021,14.113,0.013,15.744999999999997,0.016,15.969999999999999,0.107,15.696,0.014,15.629999999999999,0.043,14.733999999999998,0.01,13.847999999999999,0.014,13.402000000000001,0.032,15.023,0.013,13.568000000000001,0.023,15.665,0.016,5.401718,0.07194,-2.098015,0.066563,14.446165,14.8632,13.714623,0.169993,0.058868,257.684831
5.987305,-72.14454,1.0,13.089,0.027,13.905000000000001,0.018,15.535,0.027,15.622999999999998,0.09,15.471000000000002,0.019,15.314,0.036,14.518999999999998,0.015,13.651,0.022,13.219000000000001,0.025,14.809999999999999,0.022,13.400000000000002,0.029,15.743000000000002,0.069,5.315067,0.023355,-2.257133,0.018677,14.272885,14.702786,13.567975,0.162575,0.017467,231.218593
5.892649,-72.14432,1.0,12.054,0.021,13.004,0.012,15.207999999999998,0.012,15.219999999999999,0.071,14.972,0.009,14.729,0.026,13.736,0.006,12.722000000000001,0.012,12.221,0.033,14.075,0.011,12.422999999999998,0.02,15.089000000000002,0.013,5.44078,0.014804,-2.967711,0.012627,13.28213,13.849051,12.55631,0.205673,0.012833,269.226689
6.168734,-72.14365,0.0,13.138,0.023,13.971,0.013,15.844999999999999,0.017,15.818999999999999,0.088,15.683000000000002,0.01,15.475000000000001,0.038,14.616,0.008,13.707999999999998,0.011,13.285,0.031,14.922,0.009,13.463000000000001,0.021,15.661000000000001,0.015,5.2045,0.04512,-2.414874,0.047917,14.274553,14.74859,13.592189,0.328615,0.041142,275.969067
5.95349,-72.14339,1.0,13.056,0.022,13.917000000000002,0.011,15.697,0.02,15.800999999999998,0.102,15.586,0.011,15.438000000000002,0.036,14.578,0.008,13.649000000000001,0.012,13.195999999999998,0.029,14.884,0.009,13.385000000000002,0.023,15.563000000000002,0.012,5.361347,0.023628,-2.688032,0.019729,14.24332,14.696496,13.533255,0.167406,0.019128,236.657726
5.495638,-72.14267,0.0,15.084000000000001,0.026,15.837,0.014,17.34,0.049,17.332,0.191,17.226,0.034,17.13,0.085,16.384999999999998,0.014,15.599,0.015,15.190000000000001,0.031,16.673,0.011,15.374000000000002,0.024,17.016000000000002,0.036,4.74828,0.038205,-2.716952,0.037415,16.140368,16.554781,15.530634,0.206089,0.032669,624.138777
6.325618,-72.14233,1.0,15.560999999999998,0.029,16.293,0.016,17.409,0.07,17.593,0.227,17.378,0.052,17.435000000000002,0.103,16.902,0.021,16.063,0.018,15.703,0.035,17.139,0.013,15.837,0.024,17.194,0.054,5.581738,0.053752,-2.168808,0.05632,16.61867,17.00357,15.99568,0.120684,0.047396,399.676449
6.237011,-72.1418,0.0,14.313999999999998,0.021,15.091999999999999,0.014,16.586,0.037,16.608999999999998,0.138,16.485,0.036,16.296,0.06,15.666,0.012,14.835,0.014,14.463000000000001,0.032,15.95,0.012,14.602,0.021,16.468,0.037,5.411911,0.034027,-1.919968,0.038542,15.404671,15.814981,14.753699,0.156049,0.030972,321.107245
6.275082,-72.14119,0.0,13.197999999999999,0.022,14.023,0.011,15.750999999999998,0.018,15.761,0.087,15.642000000000001,0.014,15.440999999999999,0.036,14.643999999999998,0.009,13.768999999999998,0.013,13.354,0.027,14.954,0.012,13.526,0.021,15.563000000000002,0.014,5.264657,0.019696,-2.435764,0.019974,14.372143,14.820785,13.685509,0.148796,0.017594,351.835969
6.12827,-72.14093,1.0,14.577,0.024,15.312000000000001,0.017,16.651999999999997,0.036,16.776999999999997,0.159,16.64,0.034,16.567,0.068,15.896999999999998,0.016,15.079999999999998,0.018,14.669,0.024,16.177,0.012,14.835,0.023,16.402,0.035,6.061612,0.046526,-2.45057,0.042596,15.668647,16.000937,14.987254,0.17662,0.038132,243.925452
6.107275,-72.14032,1.0,14.103,0.026,14.886,0.015,16.412,0.037,16.532999999999998,0.137,16.319000000000003,0.025,16.219,0.057,15.457,0.009,14.626999999999999,0.014,14.23,0.028,15.750999999999998,0.019,14.388000000000002,0.023,16.412,0.033,5.856797,0.027296,-2.151289,0.024454,15.204777,15.615055,14.544119,0.154595,0.024143,231.802908
5.182863,-72.13823,0.0,14.019,0.025,14.824000000000002,0.018,16.34,0.022,16.421,0.117,16.271,0.017,16.149,0.046,15.416999999999998,0.009,14.573,0.016,14.160999999999998,0.035,15.724999999999998,0.011,14.335,0.026,16.215,0.023,5.144926,0.023238,-1.982961,0.023582,15.111305,15.58675,14.472951,0.181968,0.020083,951.87142
5.96135,-72.13829,1.0,14.781999999999998,0.034,15.581,0.02,16.927999999999997,0.046,17.221999999999998,0.227,16.958,0.028,16.989,0.084,16.169,0.022,15.353000000000002,0.021,14.855,0.025,16.413999999999998,0.022,15.088000000000001,0.03,16.914,0.044,4.437196,0.056173,-2.459635,0.055081,15.951918,16.200481,15.180092,0.123173,0.045831,216.508038
6.305751,-72.13744,1.0,13.269,0.023,14.120999999999999,0.015,15.829999999999998,0.017,15.977999999999998,0.093,15.776000000000002,0.013,15.59,0.039,14.779,0.007,13.857,0.013,13.401,0.032,15.085,0.009,13.59,0.024,15.746000000000002,0.018,5.47942,0.019395,-2.737765,0.023084,14.408015,14.915002,13.73548,0.158758,0.017507,371.720041
6.194378,-72.13384,0.0,12.691,0.02,13.550999999999998,0.012,15.497,0.013,15.457999999999998,0.075,15.301,0.009,15.056000000000001,0.032,14.204,0.006,13.277999999999999,0.011,12.832,0.03,14.512,0.009,13.015,0.022,15.274000000000001,0.011,5.774142,0.028176,-2.494337,0.027267,13.86634,14.34442,13.162454,0.236702,0.024573,267.294314
6.165112,-72.13295,1.0,15.363000000000001,0.027,16.098,0.017,17.619999999999997,0.086,17.765,0.298,17.538000000000004,0.054,17.568,0.125,16.711,0.019,15.875,0.018,15.483,0.032,16.986,0.012,15.622,0.024,17.404,0.052,5.502533,0.051816,-2.036096,0.049887,16.421803,16.747515,15.748827,0.188204,0.046614,243.078048
5.466921,-72.13126,1.0,11.969999999999999,0.017,12.932,0.013,15.157999999999998,0.01,15.195,0.065,14.883000000000001,0.007,14.669,0.026,13.672999999999998,0.007,12.651,0.013,12.152000000000001,0.034,14.014,0.008,12.338000000000001,0.018,15.041,0.009,5.424984,0.011312,-2.636488,0.012109,13.215492,13.80102,12.486253,0.202482,0.010459,641.363994
6.099346,-72.13162,0.0,12.237,0.018,13.126,0.011,15.311,0.014,15.256999999999998,0.074,15.054,0.012,14.759,0.029,13.829,0.006,12.861,0.011,12.393,0.028,14.154,0.009,12.582999999999998,0.018,15.123000000000001,0.015,5.588008,0.017279,-2.735502,0.014312,13.442597,13.966521,12.718307,0.184971,0.014645,199.629425
6.012094,-72.12978,0.0,14.264000000000001,0.023,15.067,0.017,16.706999999999997,0.053,16.706,0.175,16.533,0.035,16.427,0.067,15.646,0.016,14.802,0.021,14.355999999999998,0.03,15.954,0.021,14.576,0.03,16.369,0.033,5.229056,0.031856,-2.888463,0.031501,15.366426,15.69136,14.657014,0.135396,0.032962,175.059151
6.334696,-72.12969,0.0,14.705,0.024,15.474,0.015,16.804,0.052,16.91,0.157,16.86,0.026,16.724,0.071,16.029,0.012,15.221,0.013,14.817,0.033,16.311,0.011,14.998000000000001,0.023,16.571,0.032,4.670257,0.033781,-2.267872,0.039062,15.769579,16.188683,15.146796,0.178719,0.030427,385.617093
6.357548,-72.12964,0.0,13.182,0.024,14.02,0.014,15.793,0.015,15.814999999999998,0.087,15.671999999999999,0.01,15.478000000000002,0.034,14.648,0.007,13.764,0.014,13.325,0.032,14.963999999999999,0.009,13.5,0.023,15.656000000000002,0.012,5.247931,0.017264,-2.431076,0.020461,14.296535,14.796858,13.637481,0.198754,0.015944,408.24244
5.825924,-72.1296,0.0,12.029,0.018,12.966,0.009,15.177,0.01,15.087,0.063,14.913000000000002,0.008,14.564,0.023,13.684000000000001,0.004,12.689,0.01,12.203,0.03,14.004999999999999,0.007,12.393,0.018,15.012,0.008,5.477299,0.01571,-2.502329,0.017926,13.274837,13.807922,12.542734,0.23597,0.015711,279.40446
5.44279,-72.12682,0.0,15.022999999999998,0.024,15.791,0.016,17.247999999999998,0.05,17.154999999999998,0.175,17.224000000000004,0.031,17.054000000000002,0.081,16.349,0.015,15.556000000000001,0.017,15.145,0.035,16.642,0.011,15.315999999999999,0.023,16.997,0.037,4.787897,0.036638,-2.963299,0.036485,16.089748,16.524023,15.473539,0.164297,0.031337,662.942878
6.784297,-72.12614,0.0,14.636000000000001,0.024,15.394000000000002,0.014,16.871,0.033,16.874,0.161,16.756999999999998,0.021,16.6,0.058,15.969000000000001,0.01,15.158000000000001,0.016,14.764,0.032,16.245,0.011,14.942,0.024,16.664,0.029,5.153517,0.031691,-2.420036,0.034196,15.672579,16.115112,15.064713,0.178848,0.028481,856.685453
6.2722,-72.12392,0.0,12.699,0.022,13.594999999999999,0.012,15.669,0.015,15.590999999999998,0.081,15.424999999999999,0.009,15.097000000000001,0.03,14.267,0.008,13.321000000000002,0.013,12.864999999999998,0.032,14.579999999999998,0.01,13.049,0.02,15.475000000000001,0.011,6.121992,0.016275,-1.757233,0.018038,13.870953,14.392931,13.18972,0.183338,0.014225,314.860995
5.837523,-72.12377,0.0,14.184,0.027,14.979,0.018,16.648,0.033,16.552,0.147,16.4,0.027,16.268,0.063,15.533000000000001,0.011,14.748999999999999,0.018,14.318999999999999,0.034,15.854,0.012,14.479,0.022,16.427,0.028,5.235573,0.025095,-2.994387,0.02672,15.267007,15.677061,14.609958,0.182477,0.02495,256.471266
5.962649,-72.12161,1.0,12.217,0.019,13.115,0.009,15.157999999999998,0.02,15.221,0.069,15.011000000000001,0.013,14.786000000000001,0.027,13.822,0.009,12.856000000000002,0.011,12.431000000000001,0.031,14.146999999999998,0.012,12.576,0.016,15.044,0.016,4.792879,0.022309,-3.574204,0.01582,13.484201,13.94297,12.714731,0.18759,0.016407,160.059462
5.42286,-72.12016,1.0,14.423,0.021,15.204,0.017,16.613999999999997,0.03,16.750999999999998,0.157,16.661,0.023,16.544,0.058,15.785,0.011,14.968,0.015,14.544999999999998,0.036,16.089,0.01,14.728000000000002,0.024,16.497,0.023,5.599871,0.026886,-2.30458,0.02841,15.506115,15.961044,14.880954,0.21764,0.023639,679.098207
6.614697,-72.11959,0.0,15.005999999999998,0.023,15.785,0.016,17.355999999999998,0.062,17.279999999999998,0.184,17.18,0.03,17.045,0.084,16.358999999999998,0.01,15.54,0.017,15.142,0.039,16.656,0.011,15.309000000000001,0.025,16.967000000000002,0.039,5.5107,0.036929,-2.063822,0.042041,16.063343,16.510773,15.456908,0.192124,0.03437,668.232179
5.468376,-72.119,0.0,15.200999999999999,0.024,15.957999999999998,0.018,17.294,0.05,17.212,0.176,17.285000000000004,0.031,17.161,0.086,16.502,0.014,15.713000000000001,0.014,15.312999999999999,0.034,16.807,0.012,15.496000000000002,0.023,16.961000000000002,0.042,5.400804,0.038805,-2.917569,0.039321,16.259861,16.695961,15.657821,0.210922,0.03509,629.030497
5.938707,-72.11963,1.0,13.534999999999998,0.027,14.388000000000002,0.018,16.125999999999998,0.035,16.546,0.19,16.161,0.019,16.098,0.077,14.947,0.02,14.149000000000001,0.017,13.7,0.044,15.375999999999998,0.015,13.875,0.023,16.13,0.038,5.427521,0.02193,-3.413781,0.02491,14.643176,15.084335,13.95032,0.204065,0.024644,166.99372
5.607632,-72.11869,0.0,12.415000000000001,0.02,13.316,0.013,15.442,0.01,15.288999999999998,0.068,15.163000000000002,0.007,14.861,0.028,14.0,0.007,13.041,0.012,12.568999999999999,0.034,14.323,0.009,12.765,0.021,15.222999999999999,0.009,5.164941,0.01265,-2.897872,0.013341,13.590398,14.128485,12.89908,0.182372,0.012434,479.472989
6.228835,-72.11796,0.0,12.860000000000001,0.022,13.736,0.013,15.751999999999999,0.015,15.631,0.086,15.494000000000002,0.011,15.197,0.031,14.387,0.007,13.469000000000001,0.013,13.05,0.029,14.701999999999998,0.01,13.206,0.021,15.533000000000001,0.013,4.904585,0.016877,-1.664111,0.017805,14.009589,14.510155,13.334605,0.162196,0.015258,262.620775
6.768631,-72.11721,0.0,14.841,0.021,15.608,0.013,17.086,0.042,17.005,0.156,17.058999999999997,0.025,16.942,0.08,16.18,0.011,15.375,0.015,14.98,0.03,16.48,0.01,15.148,0.022,16.935000000000002,0.032,5.475532,0.034802,-1.92694,0.039514,15.924363,16.350563,15.296595,0.086504,0.033189,834.261183
6.55896,-72.11757,0.0,12.921000000000001,0.019,13.793,0.013,15.712999999999997,0.014,15.669999999999998,0.081,15.514000000000001,0.01,15.281000000000002,0.036,14.440000000000001,0.006,13.530999999999999,0.013,13.076999999999998,0.033,14.764,0.008,13.262,0.021,15.522000000000002,0.014,5.458837,0.0154,-2.40065,0.015999,14.075545,14.589479,13.40227,0.213535,0.014359,606.443688
5.976295,-72.11559,0.0,12.429,0.022,13.326,0.013,15.622999999999998,0.024,15.54,0.089,15.325000000000001,0.013,14.994,0.036,14.035999999999998,0.009,13.084,0.014,12.591999999999999,0.032,14.383,0.011,12.783000000000001,0.02,15.481000000000002,0.021,5.156957,0.019746,-2.957843,0.017598,13.616303,14.117694,12.893477,0.198366,0.016377,134.147448
5.985946,-72.1176,1.0,12.638,0.022,13.519000000000002,0.013,15.457999999999998,0.017,15.546,0.094,15.284,0.016,15.169,0.036,14.225999999999999,0.007,13.242999999999999,0.015,12.843,0.033,14.55,0.016,12.969999999999999,0.02,15.366,0.017,5.608686,0.022013,-2.238897,0.017426,13.838776,14.295284,13.091594,0.155365,0.016706,137.215808
6.713265,-72.11603,0.0,11.254,0.013,12.313,0.01,15.075,0.011,15.053,0.061,14.639999999999999,0.007,14.279,0.023,13.192,0.005,12.014,0.01,11.457,0.031,13.527000000000001,0.008,11.663,0.015,14.969000000000001,0.009,5.165148,0.012493,-2.273904,0.014172,12.591874,13.25046,11.808027,0.235225,0.011509,773.141052
5.287637,-72.11582,0.0,15.382,0.028,16.118,0.021,17.689,0.056,17.564999999999998,0.238,17.521,0.045,17.277,0.084,16.683,0.016,15.890999999999998,0.018,15.501999999999999,0.036,16.955,0.014,15.663,0.025,17.346,0.045,5.266543,0.042736,-2.437583,0.042062,16.41654,16.845036,15.823405,0.113694,0.037045,823.621112
6.151857,-72.11711,0.0,12.609,0.018,13.5,0.012,15.645999999999997,0.016,15.472999999999999,0.076,15.342,0.011,15.019000000000002,0.03,14.171,0.008,13.221,0.012,12.767,0.032,14.489999999999998,0.01,12.954999999999998,0.022,15.416,0.014,5.19654,0.016129,-1.830122,0.018391,13.794708,14.303261,13.093257,0.166152,0.015524,191.725363
6.237319,-72.11524,1.0,12.437,0.022,13.355,0.013,15.390999999999998,0.013,15.428,0.075,15.188,0.009,14.988,0.029,14.055,0.008,13.078,0.012,12.608999999999998,0.035,14.375999999999998,0.01,12.785,0.02,15.271,0.01,5.972947,0.020243,-3.283584,0.022097,13.632014,14.16719,12.925402,0.19508,0.017536,266.128155
5.476515,-72.11254,0.0,12.758000000000001,0.021,13.636,0.014,15.678999999999998,0.012,15.581,0.083,15.438,0.009,15.125,0.031,14.291,0.007,13.372,0.013,12.913999999999998,0.033,14.616,0.009,13.11,0.022,15.46,0.012,4.594547,0.014974,-2.817514,0.015455,13.922071,14.438505,13.242417,0.206588,0.013765,615.672536
5.786807,-72.11183,1.0,14.395999999999999,0.023,15.152999999999999,0.016,16.604,0.035,16.756,0.145,16.618000000000002,0.022,16.531000000000002,0.064,15.764,0.014,14.899000000000001,0.014,14.512,0.034,16.038,0.01,14.677,0.02,16.416,0.031,4.64216,0.028998,-3.001757,0.029814,15.485659,15.894796,14.835504,0.21891,0.027722,284.167139
6.591986,-72.11062,0.0,15.517000000000001,0.023,16.249,0.017,17.656,0.081,17.689,0.212,17.613999999999997,0.045,17.515,0.108,16.801,0.016,16.02,0.019,15.634999999999998,0.035,17.076,0.012,15.803,0.026,17.403000000000002,0.05,5.39546,0.043993,-2.274776,0.047023,16.530584,16.963003,15.936421,0.185139,0.04013,637.668485
6.130499,-72.11052,0.0,13.124,0.021,13.985,0.015,15.927999999999997,0.018,15.892,0.116,15.786,0.013,15.527000000000001,0.045,14.602999999999998,0.009,13.712,0.017,13.323999999999998,0.042,14.934999999999999,0.014,13.464000000000002,0.025,15.786000000000001,0.017,5.656069,0.022983,-2.485389,0.027042,14.249271,14.710255,13.559561,0.192075,0.020943,158.291862
6.219174,-72.10903,0.0,11.536,0.015,12.535,0.008,15.148,0.016,15.038999999999998,0.066,14.758000000000001,0.01,14.338000000000001,0.024,13.338999999999999,0.005,12.247,0.009,11.722999999999999,0.032,13.665,0.009,11.928999999999998,0.016,14.95,0.016,5.41236,0.018491,-2.750258,0.020502,12.830266,13.43145,12.06776,0.2572,0.017006,238.307911
5.933906,-72.10714,1.0,12.306,0.022,13.15,0.025,15.402999999999999,0.023,15.364,0.096,14.993,0.017,14.911999999999999,0.043,13.881999999999998,0.033,12.86,0.017,12.504000000000001,0.05,14.129999999999999,0.022,12.637999999999998,0.024,15.199000000000002,0.018,5.622159,0.029382,-3.099807,0.028274,13.503326,13.957295,12.742059,0.245427,0.020463,136.070501
6.19374,-72.10664,0.0,13.062,0.017,13.899000000000001,0.014,15.712,0.02,15.701,0.086,15.596000000000002,0.019,15.354,0.037,14.524000000000001,0.012,13.626999999999999,0.014,13.21,0.029,14.84,0.014,13.386,0.02,15.625,0.018,5.461869,0.037623,-1.636734,0.044679,14.235409,14.683005,13.529398,0.198615,0.032835,209.209193
6.728477,-72.10361,1.0,15.017999999999999,0.025,15.793,0.017,17.075,0.045,17.383,0.19,17.161,0.031,17.088,0.081,16.358,0.013,15.546,0.016,15.143999999999998,0.033,16.643,0.011,15.312000000000001,0.024,17.008,0.038,5.439446,0.034079,-2.70286,0.03954,16.061985,16.510324,15.449082,0.240654,0.032278,784.183428
6.241134,-72.10353,1.0,14.714999999999998,0.019,15.452000000000002,0.014,16.791999999999998,0.029,16.954,0.169,16.854,0.026,16.749000000000002,0.074,15.995999999999999,0.013,15.216999999999999,0.014,14.832,0.03,16.278,0.014,14.990000000000002,0.019,16.62,0.027,4.79423,0.11067,-2.285044,0.122905,16.056192,16.088383,15.110913,0.117016,0.110145,253.69391
5.046235,-72.10118,1.0,14.281,0.024,15.059999999999999,0.018,16.398,0.025,16.569,0.136,16.424,0.016,16.344,0.051,15.616,0.009,14.824000000000002,0.014,14.402999999999999,0.035,15.919,0.009,14.595000000000002,0.023,16.265,0.017,5.260623,0.027023,-2.61733,0.025516,15.348653,15.80483,14.730545,0.184834,0.023039,1084.005757
5.215783,-72.10169,0.0,14.610999999999999,0.028,15.366,0.018,16.884999999999998,0.037,16.834,0.138,16.764000000000003,0.022,16.545,0.063,15.913999999999998,0.012,15.129999999999999,0.016,14.722000000000001,0.037,16.218999999999998,0.012,14.906000000000002,0.027,16.63,0.025,5.768961,0.030983,-2.880276,0.028814,15.653925,16.097569,15.042991,0.175838,0.025096,897.015258
